DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Sigma-T (s t),Sigma (s),Chlorophyll (RFU),Chlorophyll (µg/L),PC (RFU),PC (ug/L),ODO (% Sat),ODO (mg/L),pH,pH (mV),Pressure (psi a),Depth (m),Vertical Position (m)
5/21/2020,12:49:01 PM,Pond F,,89.99999 °,179.99998 °,734.9,311.2,366.3,0.18,371.1,238,62.8,-1.1,-1.1,0.63,2.22,-0.19,0.13,131.2,12.64,8.58,-132.3,0.027,0.019,0.319
5/21/2020,12:49:01 PM,Pond F,,89.99999 °,179.99998 °,734.9,311.2,366.4,0.18,371.1,238,62.8,-1.1,-1.1,0.64,2.27,-0.19,0.13,131.2,12.64,8.58,-132.3,0.031,0.022,0.334
5/21/2020,12:49:01 PM,Pond F,,89.99999 °,179.99998 °,734.9,311.2,366.4,0.18,371.1,238,62.8,-1.1,-1.1,0.64,2.25,-0.19,0.13,131.2,12.64,8.58,-132.3,0.04,0.028,0.362
5/21/2020,12:49:02 PM,Pond F,,89.99999 °,179.99998 °,734.9,311.1,366.4,0.18,371.1,238,62.8,-1.1,-1.1,0.62,2.21,-0.19,0.13,131.2,12.64,8.58,-132.3,0.045,0.032,0.377
5/21/2020,12:49:02 PM,Pond F,,89.99999 °,179.99998 °,735,311.1,366.4,0.18,371.2,238,62.8,-1.1,-1.1,0.62,2.19,-0.19,0.13,131.2,12.64,8.58,-132.3,0.049,0.035,0.392
5/21/2020,12:49:02 PM,Pond F,,89.99999 °,179.99998 °,735,311.1,366.4,0.18,371.2,238,62.8,-1.1,-1.1,0.61,2.17,-0.19,0.13,131.2,12.64,8.58,-132.3,0.059,0.042,0.425
5/21/2020,12:49:02 PM,Pond F,,89.99999 °,179.99998 °,735,311,366.5,0.18,371.2,238,62.7,-1.1,-1.1,0.61,2.15,-0.2,0.12,131.2,12.64,8.58,-132.3,0.064,0.045,0.447
5/21/2020,12:49:03 PM,Pond F,,89.99999 °,179.99998 °,735,311,366.5,0.18,371.2,238,62.7,-1.1,-1.1,0.61,2.15,-0.2,0.12,131.2,12.64,8.58,-132.3,0.07,0.049,0.472
5/21/2020,12:49:03 PM,Pond F,,89.99999 °,179.99998 °,735,311,366.5,0.18,371.2,238,62.7,-1.1,-1.1,0.61,2.18,-0.2,0.12,131.2,12.64,8.58,-132.3,0.075,0.053,0.495
5/21/2020,12:49:03 PM,Pond F,,89.99999 °,179.99998 °,735,311,366.5,0.18,371.3,238,62.7,-1.1,-1.1,0.62,2.21,-0.2,0.12,131.2,12.64,8.58,-132.3,0.087,0.061,0.54
5/21/2020,12:49:03 PM,Pond F,,89.99999 °,179.99998 °,735,311,366.5,0.18,371.3,238,62.7,-1.1,-1.1,0.64,2.27,-0.2,0.12,131.1,12.64,8.58,-132.2,0.093,0.065,0.562
5/21/2020,12:49:04 PM,Pond F,,89.99999 °,179.99998 °,735,310.9,366.6,0.18,371.3,238,62.7,-1.1,-1.1,0.64,2.27,-0.21,0.12,131.1,12.64,8.58,-132.2,0.099,0.07,0.584
5/21/2020,12:49:04 PM,Pond F,,89.99999 °,179.99998 °,734.9,310.9,366.6,0.18,371.4,238,62.7,-1.1,-1.1,0.64,2.27,-0.2,0.12,131.1,12.64,8.58,-132.2,0.112,0.079,0.617
5/21/2020,12:49:04 PM,Pond F,,89.99999 °,179.99998 °,734.9,310.9,366.6,0.18,371.4,238,62.7,-1.1,-1.1,0.64,2.29,-0.2,0.12,131.1,12.64,8.58,-132.2,0.119,0.084,0.631
5/21/2020,12:49:04 PM,Pond F,,89.99999 °,179.99998 °,734.9,310.9,366.7,0.18,371.4,238,62.7,-1.1,-1.1,0.65,2.3,-0.2,0.12,131,12.64,8.58,-132.2,0.126,0.088,0.645
5/21/2020,12:49:05 PM,Pond F,,89.99999 °,179.99998 °,734.9,310.8,366.7,0.18,371.5,238,62.6,-1.1,-1.1,0.65,2.31,-0.2,0.12,131,12.64,8.58,-132.2,0.139,0.098,0.67
5/21/2020,12:49:05 PM,Pond F,,89.99999 °,179.99998 °,735,310.8,366.7,0.18,371.5,238,62.6,-1.1,-1.1,0.66,2.36,-0.2,0.12,131,12.64,8.58,-132.2,0.145,0.102,0.683
5/21/2020,12:49:05 PM,Pond F,,89.99999 °,179.99998 °,735,310.8,366.8,0.18,371.6,238,62.6,-1.1,-1.1,0.68,2.42,-0.2,0.12,131,12.64,8.58,-132.2,0.152,0.107,0.694
5/21/2020,12:49:05 PM,Pond F,,89.99999 °,179.99998 °,735,310.8,366.8,0.18,371.6,238,62.6,-1.1,-1.1,0.69,2.47,-0.2,0.12,130.9,12.64,8.58,-132.2,0.159,0.112,0.707
5/21/2020,12:49:06 PM,Pond F,,89.99999 °,179.99998 °,735,310.7,366.9,0.18,371.6,238,62.6,-1.1,-1.1,0.7,2.5,-0.2,0.12,130.9,12.64,8.58,-132.2,0.172,0.121,0.733
5/21/2020,12:49:06 PM,Pond F,,89.99999 °,179.99998 °,734.9,310.7,366.9,0.18,371.7,238,62.6,-1.1,-1.1,0.7,2.49,-0.21,0.12,130.9,12.64,8.58,-132.2,0.179,0.126,0.748
5/21/2020,12:49:06 PM,Pond F,,89.99999 °,179.99998 °,734.9,310.7,366.9,0.18,371.7,239,62.5,-1.1,-1.1,0.71,2.51,-0.21,0.12,130.8,12.64,8.58,-132.2,0.193,0.136,0.782
5/21/2020,12:49:06 PM,Pond F,,89.99999 °,179.99998 °,734.9,310.6,367,0.18,371.8,239,62.5,-1.1,-1.1,0.73,2.58,-0.21,0.12,130.8,12.64,8.58,-132.2,0.2,0.141,0.799
5/21/2020,12:49:07 PM,Pond F,,89.99999 °,179.99998 °,734.9,310.6,367,0.18,371.8,239,62.5,-1.1,-1.1,0.73,2.58,-0.21,0.12,130.8,12.64,8.58,-132.2,1.228,0.864,0.817
5/21/2020,12:49:07 PM,Pond F,,89.99999 °,179.99998 °,735,310.5,367,0.18,371.8,239,62.5,-1.1,-1.1,0.72,2.56,-0.21,0.12,130.8,12.64,8.58,-132.2,1.255,0.883,0.835
5/21/2020,12:49:07 PM,Pond F,,89.99999 °,179.99998 °,735,310.5,367,0.18,371.8,239,62.5,-1.1,-1.1,0.73,2.6,-0.21,0.12,130.8,12.64,8.58,-132.2,1.301,0.916,0.871
5/21/2020,12:49:07 PM,Pond F,,89.99999 °,179.99998 °,735,310.4,367,0.18,371.8,239,62.5,-1.1,-1.1,0.72,2.55,-0.21,0.12,130.7,12.64,8.58,-132.2,1.321,0.93,0.887
5/21/2020,12:49:08 PM,Pond F,,89.99999 °,179.99998 °,735,310.4,367,0.18,371.9,239,62.4,-1.1,-1.1,0.71,2.53,-0.21,0.12,130.7,12.64,8.58,-132.2,1.331,0.937,0.901
5/21/2020,12:49:08 PM,Pond F,,89.99999 °,179.99998 °,734.9,310.3,367.1,0.18,371.9,239,62.4,-1.1,-1.1,0.72,2.56,-0.21,0.12,130.6,12.63,8.58,-132.2,1.359,0.957,0.925
5/21/2020,12:49:08 PM,Pond F,,89.99999 °,179.99998 °,734.9,310.3,367.1,0.18,371.9,239,62.4,-1.1,-1.1,0.74,2.62,-0.2,0.12,130.6,12.63,8.58,-132.2,1.376,0.968,0.937
5/21/2020,12:49:08 PM,Pond F,,89.99999 °,179.99998 °,734.9,310.2,367.1,0.18,371.9,239,62.4,-1.1,-1.1,0.76,2.69,-0.2,0.12,130.6,12.63,8.58,-132.2,1.393,0.981,0.949
5/21/2020,12:49:09 PM,Pond F,,89.99999 °,179.99998 °,734.9,310.1,367.1,0.18,371.9,239,62.4,-1.1,-1.1,0.76,2.69,-0.2,0.12,130.6,12.63,8.58,-132.2,1.437,1.011,0.976
5/21/2020,12:49:09 PM,Pond F,,89.99999 °,179.99998 °,735,310.1,367.1,0.18,371.9,239,62.4,-1.1,-1.1,0.76,2.72,-0.2,0.12,130.5,12.63,8.58,-132.2,1.48,1.041,0.994
5/21/2020,12:49:09 PM,Pond F,,89.99999 °,179.99998 °,735,310,367.1,0.18,371.9,239,62.3,-1.1,-1.1,0.77,2.73,-0.19,0.12,130.5,12.63,8.58,-132.2,1.509,1.062,1.013
5/21/2020,12:49:09 PM,Pond F,,89.99999 °,179.99998 °,735,309.9,367.1,0.18,371.9,239,62.3,-1.1,-1,0.77,2.75,-0.19,0.12,130.4,12.63,8.58,-132.2,1.557,1.096,1.036
5/21/2020,12:49:10 PM,Pond F,,89.99999 °,179.99998 °,735,309.9,367,0.18,371.9,239,62.3,-1.1,-1,0.78,2.77,-0.19,0.12,130.4,12.63,8.58,-132.2,1.591,1.12,1.082
5/21/2020,12:49:10 PM,Pond F,,89.99999 °,179.99998 °,735,309.8,367,0.18,371.9,239,62.3,-1.1,-1,0.78,2.76,-0.2,0.12,130.4,12.63,8.58,-132.2,1.591,1.12,1.106
5/21/2020,12:49:10 PM,Pond F,,89.99999 °,179.99998 °,735,309.7,367,0.18,371.9,239,62.3,-1.1,-1,0.77,2.76,-0.2,0.12,130.3,12.63,8.58,-132.2,1.599,1.125,1.131
5/21/2020,12:49:10 PM,Pond F,,89.99999 °,179.99998 °,735,309.6,367,0.18,371.8,239,62.3,-1,-1,0.78,2.78,-0.2,0.12,130.3,12.63,8.58,-132.2,1.631,1.148,1.172
5/21/2020,12:49:11 PM,Pond F,,89.99999 °,179.99998 °,735,309.5,367,0.18,371.8,239,62.2,-1,-1,0.77,2.76,-0.19,0.12,130.3,12.62,8.58,-132.2,1.65,1.161,1.188
5/21/2020,12:49:11 PM,Pond F,,89.99999 °,179.99998 °,735,309.4,366.9,0.18,371.8,239,62.2,-1,-1,0.77,2.73,-0.2,0.12,130.2,12.62,8.58,-132.2,1.666,1.173,1.206
5/21/2020,12:49:11 PM,Pond F,,89.99999 °,179.99998 °,735,309.3,366.9,0.18,371.8,238,62.2,-1,-1,0.78,2.77,-0.2,0.12,130.2,12.62,8.58,-132.2,1.698,1.195,1.243
5/21/2020,12:49:11 PM,Pond F,,89.99999 °,179.99998 °,735,309.2,366.9,0.18,371.8,238,62.2,-1,-1,0.79,2.82,-0.2,0.12,130.1,12.62,8.58,-132.2,1.714,1.206,1.261
5/21/2020,12:49:12 PM,Pond F,,89.99999 °,179.99998 °,735,309.2,366.9,0.18,371.8,238,62.2,-1,-1,0.79,2.82,-0.2,0.12,130.1,12.62,8.58,-132.2,1.729,1.217,1.276
5/21/2020,12:49:12 PM,Pond F,,89.99999 °,179.99998 °,734.9,309.1,366.9,0.18,371.8,238,62.1,-1,-1,0.79,2.81,-0.2,0.12,130.1,12.62,8.58,-132.2,1.759,1.238,1.307
5/21/2020,12:49:12 PM,Pond F,,89.99999 °,179.99998 °,734.9,309,366.9,0.18,371.8,238,62.1,-1,-1,0.78,2.76,-0.2,0.12,130,12.62,8.58,-132.2,1.773,1.248,1.32
5/21/2020,12:49:12 PM,Pond F,,89.99999 °,179.99998 °,734.9,308.9,366.9,0.18,371.8,238,62.1,-1,-1,0.79,2.82,-0.2,0.12,130,12.62,8.58,-132.2,1.787,1.258,1.329
5/21/2020,12:49:13 PM,Pond F,,89.99999 °,179.99998 °,734.9,308.8,366.9,0.18,371.8,238,62.1,-1,-1,0.79,2.81,-0.2,0.12,130,12.62,8.58,-132.2,1.799,1.266,1.339
5/21/2020,12:49:13 PM,Pond F,,89.99999 °,179.99998 °,734.9,308.8,366.8,0.18,371.7,238,62.1,-1,-1,0.79,2.8,-0.2,0.12,130,12.62,8.58,-132.2,1.82,1.281,1.361
5/21/2020,12:49:13 PM,Pond F,,89.99999 °,179.99998 °,734.9,308.7,366.8,0.18,371.7,238,62.1,-1,-1,0.79,2.8,-0.2,0.12,129.9,12.62,8.58,-132.2,1.83,1.288,1.375
5/21/2020,12:49:13 PM,Pond F,,89.99999 °,179.99998 °,734.9,308.6,366.8,0.18,371.7,238,62,-1,-1,0.79,2.81,-0.2,0.12,129.9,12.62,8.58,-132.2,1.839,1.295,1.391
5/21/2020,12:49:14 PM,Pond F,,89.99999 °,179.99998 °,734.9,308.6,366.8,0.18,371.7,238,62,-1,-1,0.8,2.84,-0.2,0.12,129.8,12.62,8.58,-132.2,1.86,1.309,1.422
5/21/2020,12:49:14 PM,Pond F,,89.99999 °,179.99998 °,734.9,308.5,366.7,0.18,371.7,238,62,-1,-1,0.79,2.8,-0.2,0.12,129.8,12.61,8.58,-132.2,1.87,1.316,1.439
5/21/2020,12:49:14 PM,Pond F,,89.99999 °,179.99998 °,734.9,308.4,366.7,0.18,371.7,238,62,-1,-1,0.77,2.73,-0.2,0.12,129.8,12.62,8.58,-132.2,1.88,1.323,1.453
5/21/2020,12:49:14 PM,Pond F,,89.99999 °,179.99998 °,734.9,308.3,366.7,0.18,371.7,238,62,-1,-1,0.75,2.66,-0.19,0.12,129.8,12.61,8.58,-132.2,1.901,1.338,1.477
5/21/2020,12:49:15 PM,Pond F,,89.99999 °,179.99998 °,734.9,308.3,366.7,0.18,371.7,238,62,-1,-1,0.74,2.63,-0.19,0.13,129.7,12.61,8.58,-132.2,1.911,1.345,1.482
5/21/2020,12:49:15 PM,Pond F,,89.99999 °,179.99998 °,734.9,308.2,366.8,0.18,371.7,238,62,-1,-1,0.73,2.61,-0.2,0.12,129.7,12.61,8.58,-132.1,1.92,1.351,1.484
5/21/2020,12:49:15 PM,Pond F,,89.99999 °,179.99998 °,734.9,308.2,366.8,0.18,371.7,238,62,-1,-1,0.73,2.59,-0.19,0.13,129.7,12.61,8.58,-132.1,1.929,1.357,1.491
5/21/2020,12:49:15 PM,Pond F,,89.99999 °,179.99998 °,734.9,308.2,366.8,0.18,371.8,238,61.9,-1,-1,0.71,2.51,-0.19,0.12,129.6,12.61,8.58,-132,1.945,1.369,1.513
5/21/2020,12:49:16 PM,Pond F,,89.99999 °,179.99998 °,734.9,308.2,366.9,0.18,371.9,239,61.9,-1,-1,0.71,2.51,-0.19,0.13,129.6,12.61,8.58,-132,1.953,1.374,1.525
5/21/2020,12:49:16 PM,Pond F,,89.99999 °,179.99998 °,734.9,308.3,367.1,0.18,372,239,61.9,-1,-1,0.69,2.47,-0.19,0.13,129.5,12.61,8.58,-131.9,1.961,1.38,1.543
5/21/2020,12:49:16 PM,Pond F,,89.99999 °,179.99998 °,734.9,308.3,367.2,0.18,372.1,239,61.9,-1,-1,0.68,2.43,-0.19,0.13,129.5,12.61,8.57,-131.9,1.979,1.393,1.585
5/21/2020,12:49:16 PM,Pond F,,89.99999 °,179.99998 °,734.9,308.4,367.3,0.18,372.3,239,61.9,-1,-1,0.68,2.42,-0.19,0.13,129.5,12.61,8.57,-131.8,1.989,1.4,1.606
5/21/2020,12:49:17 PM,Pond F,,89.99999 °,179.99998 °,734.9,308.5,367.5,0.18,372.5,239,61.9,-1,-1,0.69,2.44,-0.19,0.13,129.5,12.6,8.57,-131.8,1.999,1.407,1.621
5/21/2020,12:49:17 PM,Pond F,,89.99999 °,179.99998 °,734.9,308.5,367.7,0.18,372.6,239,61.8,-1,-1,0.69,2.45,-0.19,0.13,129.4,12.6,8.57,-131.7,2.019,1.421,1.641
5/21/2020,12:49:17 PM,Pond F,,89.99999 °,179.99998 °,734.9,308.6,367.7,0.18,372.7,239,61.8,-1,-1,0.68,2.42,-0.19,0.13,129.4,12.6,8.45,-124.7,2.029,1.428,1.649
5/21/2020,12:49:17 PM,Pond F,,89.99999 °,179.99998 °,734.9,308.6,367.8,0.18,372.8,239,61.8,-1,-1,0.68,2.42,-0.19,0.13,129.3,12.6,8.44,-124.5,2.038,1.434,1.651
5/21/2020,12:54:46 PM,Pond D,,89.99999 °,179.99998 °,735,323.6,383.3,0.18,388.4,249,62.3,-1.1,-1.1,3.71,13.35,0.12,0.3,127.3,12.33,8.42,-123.1,-0.005,-0.003,-0.005
5/21/2020,12:54:46 PM,Pond D,,89.99999 °,179.99998 °,735,323.6,383.3,0.18,388.4,249,62.3,-1.1,-1.1,3.71,13.35,0.12,0.3,127.3,12.33,8.42,-123.1,-0.005,-0.003,-0.005
5/21/2020,12:54:46 PM,Pond D,,89.99999 °,179.99998 °,735,323.6,383.3,0.18,388.4,249,62.3,-1.1,-1.1,3.73,13.42,0.11,0.3,127.3,12.34,8.42,-123.1,-0.004,-0.003,-0.003
5/21/2020,12:54:46 PM,Pond D,,89.99999 °,179.99998 °,734.9,323.6,383.3,0.18,388.4,249,62.3,-1.1,-1.1,3.73,13.42,0.11,0.3,127.3,12.34,8.42,-123.1,-0.004,-0.003,-0.003
5/21/2020,12:54:47 PM,Pond D,,89.99999 °,179.99998 °,734.9,323.6,383.4,0.18,388.4,249,62.3,-1.1,-1.1,3.74,13.45,0.11,0.3,127.3,12.34,8.42,-123.1,-0.004,-0.003,-0.003
5/21/2020,12:54:47 PM,Pond D,,89.99999 °,179.99998 °,734.9,323.6,383.4,0.18,388.4,249,62.3,-1.1,-1.1,3.74,13.46,0.12,0.3,127.3,12.34,8.42,-123.1,-0.004,-0.003,-0.003
5/21/2020,12:54:47 PM,Pond D,,89.99999 °,179.99998 °,734.9,323.6,383.4,0.18,388.5,249,62.3,-1.1,-1.1,3.74,13.48,0.12,0.31,127.3,12.34,8.42,-123.1,-0.004,-0.003,-0.002
5/21/2020,12:54:47 PM,Pond D,,89.99999 °,179.99998 °,734.9,323.6,383.4,0.18,388.5,249,62.3,-1.1,-1.1,3.75,13.5,0.12,0.3,127.4,12.34,8.42,-123.1,-0.003,-0.002,0.001
5/21/2020,12:54:48 PM,Pond D,,89.99999 °,179.99998 °,734.9,323.6,383.4,0.18,388.5,249,62.3,-1.1,-1.1,3.75,13.5,0.12,0.3,127.4,12.34,8.42,-123.1,-0.003,-0.002,0.003
5/21/2020,12:54:48 PM,Pond D,,89.99999 °,179.99998 °,734.9,323.6,383.4,0.18,388.5,249,62.3,-1.1,-1.1,3.75,13.5,0.12,0.31,127.4,12.34,8.42,-123.1,-0.001,-0.001,0.009
5/21/2020,12:54:48 PM,Pond D,,89.99999 °,179.99998 °,734.9,323.6,383.4,0.18,388.5,249,62.3,-1.1,-1.1,3.75,13.51,0.12,0.3,127.4,12.34,8.42,-123.1,-0.001,-0.001,0.011
5/21/2020,12:54:48 PM,Pond D,,89.99999 °,179.99998 °,734.9,323.5,383.4,0.18,388.5,249,62.3,-1.1,-1.1,3.75,13.51,0.12,0.31,127.4,12.34,8.42,-123.1,0,0,0.012
5/21/2020,12:54:49 PM,Pond D,,89.99999 °,179.99998 °,734.9,323.5,383.4,0.18,388.5,249,62.3,-1.1,-1.1,3.76,13.53,0.12,0.3,127.4,12.34,8.42,-123.1,0.001,0.001,0.014
5/21/2020,12:54:49 PM,Pond D,,89.99999 °,179.99998 °,734.9,323.5,383.4,0.18,388.5,249,62.3,-1.1,-1.1,3.76,13.54,0.12,0.31,127.4,12.34,8.42,-123.1,0.003,0.002,0.022
5/21/2020,12:54:49 PM,Pond D,,89.99999 °,179.99998 °,734.9,323.5,383.4,0.18,388.5,249,62.3,-1.1,-1.1,3.77,13.58,0.12,0.31,127.4,12.35,8.42,-123.1,0.004,0.003,0.027
5/21/2020,12:54:49 PM,Pond D,,89.99999 °,179.99998 °,734.9,323.5,383.4,0.18,388.5,249,62.3,-1.1,-1.1,3.78,13.6,0.13,0.31,127.4,12.35,8.42,-123.1,0.005,0.004,0.034
5/21/2020,12:54:50 PM,Pond D,,89.99999 °,179.99998 °,734.9,323.5,383.4,0.18,388.5,249,62.3,-1.1,-1.1,3.78,13.61,0.13,0.31,127.4,12.35,8.42,-123.1,0.009,0.006,0.061
5/21/2020,12:54:50 PM,Pond D,,89.99999 °,179.99998 °,734.9,323.4,383.4,0.18,388.5,249,62.3,-1.1,-1.1,3.79,13.63,0.13,0.31,127.4,12.35,8.42,-123,0.012,0.008,0.077
5/21/2020,12:54:50 PM,Pond D,,89.99999 °,179.99998 °,734.9,323.4,383.4,0.18,388.5,249,62.3,-1.1,-1.1,3.8,13.67,0.13,0.31,127.4,12.35,8.42,-123,0.015,0.011,0.097
5/21/2020,12:54:50 PM,Pond D,,89.99999 °,179.99998 °,734.9,323.4,383.4,0.18,388.5,249,62.3,-1,-1,3.81,13.7,0.14,0.31,127.4,12.35,8.42,-123,0.024,0.017,0.136
5/21/2020,12:54:51 PM,Pond D,,89.99999 °,179.99998 °,734.9,323.4,383.4,0.18,388.5,249,62.3,-1,-1,3.81,13.73,0.14,0.31,127.4,12.35,8.42,-123,0.03,0.021,0.152
5/21/2020,12:54:51 PM,Pond D,,89.99999 °,179.99998 °,734.9,323.4,383.4,0.18,388.5,249,62.2,-1,-1,3.83,13.78,0.14,0.32,127.4,12.35,8.42,-123,0.036,0.025,0.167
5/21/2020,12:54:51 PM,Pond D,,89.99999 °,179.99998 °,734.9,323.3,383.4,0.18,388.5,249,62.2,-1,-1,3.86,13.89,0.14,0.32,127.4,12.35,8.41,-123,0.042,0.029,0.184
5/21/2020,12:54:51 PM,Pond D,,89.99999 °,179.99998 °,735,323.3,383.4,0.18,388.5,249,62.2,-1,-1,3.86,13.9,0.15,0.32,127.4,12.35,8.41,-123,0.054,0.038,0.224
5/21/2020,12:54:52 PM,Pond D,,89.99999 °,179.99998 °,735,323.3,383.4,0.18,388.5,249,62.2,-1,-1,3.88,13.96,0.15,0.32,127.4,12.35,8.41,-123,0.061,0.043,0.239
5/21/2020,12:54:52 PM,Pond D,,89.99999 °,179.99998 °,735,323.3,383.4,0.18,388.5,249,62.2,-1,-1,3.89,14,0.15,0.32,127.4,12.35,8.41,-122.9,0.069,0.048,0.255
5/21/2020,12:54:52 PM,Pond D,,89.99999 °,179.99998 °,735,323.3,383.4,0.18,388.5,249,62.2,-1,-1,3.91,14.09,0.16,0.33,127.3,12.35,8.41,-122.9,0.083,0.059,0.286
5/21/2020,12:54:52 PM,Pond D,,89.99999 °,179.99998 °,734.9,323.2,383.5,0.18,388.6,249,62.2,-1,-1,3.92,14.13,0.16,0.33,127.3,12.35,8.41,-122.9,0.091,0.064,0.304
5/21/2020,12:54:53 PM,Pond D,,89.99999 °,179.99998 °,734.9,323.2,383.5,0.18,388.6,249,62.2,-1,-1,3.93,14.15,0.16,0.33,127.3,12.35,8.41,-122.9,0.099,0.069,0.323
5/21/2020,12:54:53 PM,Pond D,,89.99999 °,179.99998 °,734.9,323.2,383.5,0.18,388.6,249,62.2,-1,-1,3.94,14.2,0.17,0.33,127.3,12.35,8.41,-122.9,0.115,0.081,0.356
5/21/2020,12:54:53 PM,Pond D,,89.99999 °,179.99998 °,734.9,323.1,383.5,0.18,388.6,249,62.2,-1,-1,3.97,14.3,0.17,0.33,127.3,12.35,8.41,-122.9,0.124,0.087,0.37
5/21/2020,12:54:53 PM,Pond D,,89.99999 °,179.99998 °,734.9,323.1,383.5,0.18,388.6,249,62.1,-1,-1,3.98,14.33,0.17,0.33,127.3,12.35,8.41,-122.9,0.132,0.093,0.385
5/21/2020,12:54:54 PM,Pond D,,89.99999 °,179.99998 °,734.9,323.1,383.5,0.18,388.6,249,62.1,-1,-1,3.99,14.38,0.17,0.33,127.3,12.35,8.41,-122.9,0.149,0.105,0.416
5/21/2020,12:54:54 PM,Pond D,,89.99999 °,179.99998 °,734.9,323,383.5,0.18,388.7,249,62.1,-1,-1,4.01,14.45,0.17,0.33,127.3,12.35,8.41,-122.9,0.158,0.111,0.431
5/21/2020,12:54:54 PM,Pond D,,89.99999 °,179.99998 °,734.9,323,383.5,0.18,388.7,249,62.1,-1,-1,4.04,14.56,0.17,0.34,127.2,12.35,8.41,-122.9,0.166,0.117,0.444
5/21/2020,12:54:54 PM,Pond D,,89.99999 °,179.99998 °,734.8,323,383.6,0.18,388.7,249,62.1,-1,-1,4.05,14.6,0.18,0.34,127.2,12.35,8.41,-122.9,0.184,0.129,0.47
5/21/2020,12:54:55 PM,Pond D,,89.99999 °,179.99998 °,734.8,322.9,383.6,0.18,388.7,249,62.1,-1,-1,4.07,14.64,0.18,0.34,127.2,12.35,8.41,-122.9,0.193,0.136,0.484
5/21/2020,12:54:55 PM,Pond D,,89.99999 °,179.99998 °,734.8,322.9,383.6,0.18,388.7,249,62.1,-1,-1,4.08,14.7,0.18,0.34,127.2,12.35,8.41,-122.9,0.201,0.142,0.498
5/21/2020,12:54:55 PM,Pond D,,89.99999 °,179.99998 °,734.8,322.8,383.6,0.18,388.8,249,62.1,-1,-1,4.1,14.76,0.18,0.34,127.2,12.35,8.41,-122.9,0.21,0.148,0.513
5/21/2020,12:54:55 PM,Pond D,,89.99999 °,179.99998 °,734.9,322.8,383.7,0.18,388.8,249,62,-1,-1,4.12,14.85,0.18,0.34,127.2,12.35,8.41,-122.9,0.228,0.16,0.539
5/21/2020,12:54:56 PM,Pond D,,89.99999 °,179.99998 °,734.9,322.7,383.7,0.18,388.8,249,62,-1,-1,4.14,14.92,0.19,0.34,127.2,12.35,8.41,-122.8,0.237,0.167,0.55
5/21/2020,12:54:56 PM,Pond D,,89.99999 °,179.99998 °,734.9,322.7,383.7,0.18,388.8,249,62,-1,-1,4.16,14.99,0.19,0.34,127.1,12.35,8.41,-122.8,0.246,0.173,0.564
5/21/2020,12:54:56 PM,Pond D,,89.99999 °,179.99998 °,734.9,322.7,383.7,0.18,388.8,249,62,-1,-1,4.17,15.04,0.19,0.35,127.1,12.35,8.41,-122.8,0.263,0.185,0.587
5/21/2020,12:54:56 PM,Pond D,,89.99999 °,179.99998 °,734.9,322.6,383.7,0.18,388.9,249,62,-1,-1,4.21,15.17,0.19,0.34,127.1,12.35,8.41,-122.8,0.272,0.192,0.604
5/21/2020,12:54:57 PM,Pond D,,89.99999 °,179.99998 °,734.9,322.5,383.7,0.18,388.9,249,62,-1,-1,4.23,15.24,0.19,0.35,127.1,12.36,8.41,-122.8,0.281,0.198,0.625
5/21/2020,12:54:57 PM,Pond D,,89.99999 °,179.99998 °,734.9,322.5,383.7,0.18,388.9,249,62,-1,-1,4.25,15.29,0.19,0.35,127.1,12.36,8.41,-122.8,0.3,0.211,0.67
5/21/2020,12:54:57 PM,Pond D,,89.99999 °,179.99998 °,734.9,322.4,383.7,0.18,388.9,249,62,-1,-1,4.26,15.33,0.19,0.35,127,12.36,8.41,-122.8,0.309,0.218,0.696
5/21/2020,12:54:57 PM,Pond D,,89.99999 °,179.99998 °,734.9,322.4,383.7,0.18,388.9,249,61.9,-1,-1,4.28,15.43,0.19,0.34,127,12.36,8.41,-122.8,0.319,0.225,0.722
5/21/2020,12:54:58 PM,Pond D,,89.99999 °,179.99998 °,734.9,322.3,383.7,0.18,388.9,249,61.9,-1,-1,4.3,15.48,0.19,0.35,127,12.35,8.41,-122.8,0.33,0.232,0.748
5/21/2020,12:54:58 PM,Pond D,,89.99999 °,179.99998 °,734.9,322.2,383.7,0.18,388.9,249,61.9,-1,-1,4.32,15.54,0.2,0.35,127,12.35,8.41,-122.8,0.351,0.247,0.795
5/21/2020,12:54:58 PM,Pond D,,89.99999 °,179.99998 °,734.9,322.1,383.7,0.18,388.9,249,61.9,-1,-1,4.33,15.61,0.2,0.35,126.9,12.35,8.41,-122.8,0.362,0.255,0.816
5/21/2020,12:54:58 PM,Pond D,,89.99999 °,179.99998 °,734.9,322.1,383.7,0.18,388.9,249,61.9,-1,-1,4.35,15.68,0.2,0.35,126.9,12.35,8.41,-122.8,0.373,0.262,0.834
5/21/2020,12:54:59 PM,Pond D,,89.99999 °,179.99998 °,734.9,322,383.7,0.18,388.9,249,61.8,-1,-1,4.36,15.71,0.2,0.35,126.9,12.35,8.41,-122.8,0.394,0.278,0.862
