pond_id,treatment,date,doy,week,period,ch4_flux,co2_flux,n2o_flux,ch4_lake,co2_lake,n2o_lake,GPP,R,NEP,flag,tn,tp,nox,srp,temp,do_sat,do,ph,chla,cond,sp_cond,phyco,salinity,bottom_temp,bottom_do_sat,bottom_do,bottom_ph,bottom_chla,bottom_cond,bottom_sp_cond,bottom_phyco,bottom_salinity,wind_speed,wind_U10,methanogenesis,DEA,sonde_zmix,sonde_strat,ch4_ebu_flux
B,pulsed,2020-06-10,162,3,BASE,7.97188279755575,-11.3439720208766,-0.00180271041069604,9.55889325628748,0.855013670969684,0.00380587612896242,3.784420569,-6.136380077,-2.351959507,NA,0.318785,32.55,0.125505,3.9,23.66666667,68.54521739130435,5.800782608695652,8.53295652173913,1.8190434782608695,281.75304347826085,289.05391304347825,-0.24,0.14,22.307407406499998,43.16166666666666,3.7358333333333333,7.859166666666667,19.067,376.135,397.365,0.49,0.19,2.12875,2.426460543280071,NA,NA,1.55,stratified,NA
B,pulsed,2020-06-11,163,3,BASE,NA,NA,NA,NA,NA,NA,4.35536927,-4.680662035,-0.325292765,NA,NA,NA,NA,NA,22.61445279954887,75.82406015037594,6.547067669172932,8.685563909774435,1.7334586466165414,276.7518796992481,289.9894736842105,-0.24097744360902257,0.14,22.19403594882353,68.12671568627451,5.926299019607843,7.929289215686275,17.662671568627452,322.2933823529412,340.59338235294115,0.014950980392156865,0.16323529411764706,0.954375,1.0878465207248,NA,NA,1.6,mixed,NA
B,pulsed,2020-06-12,164,3,BASE,5.23333520364829,-8.44896454375819,-5.9860694185452e-4,9.97852717712184,0.613076625998863,0.00596791760008481,4.262630421,-4.737174709,-0.474544287,NA,0.43178,52.95,0.136645,3.9,23.208920187605635,95.0887323943662,8.118169014084506,10.066197183098591,2.0625352112676056,280.6183098591549,290.556338028169,-0.18352112676056337,0.14,22.43523391805263,64.63894736842106,5.593026315789474,8.984052631578948,45.33405263157895,360.1584210526316,378.84552631578947,0.5471315789473684,0.18126315789473685,0.08333333333333333,0.09498769008729972,NA,NA,1.55,stratified,NA
B,pulsed,2020-06-13,165,3,BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.16666667,115.76666666666667,9.708627450980392,8.98,1.6254901960784314,280.44313725490196,284.98823529411766,-0.34549019607843134,0.13,22.50661375714286,56.17857142857143,4.828730158730159,8.073174603174603,16.886984126984125,379.30873015873016,398.5547619047619,-0.17626984126984127,0.19142857142857145,1.00625,1.146976357804144,NA,NA,1.45,stratified,NA
B,pulsed,2020-06-14,166,4,BASE,NA,NA,NA,NA,NA,NA,2.220338647,-1.169888619,1.050450028,NA,NA,NA,NA,NA,23.159722225000003,113.57916666666667,9.707916666666668,8.779791666666666,1.6439583333333334,276.16041666666666,286.24375000000003,-0.25583333333333336,0.14,22.063888888333334,86.60499999999999,7.532444444444444,8.118055555555555,71.96211111111111,346.8566666666667,367.61388888888894,0.48355555555555557,0.17583333333333334,2.0247916666666668,2.307963399896165,NA,NA,1.45,stratified,NA
B,pulsed,2020-06-15,167,4,BASE,8.35880073392003,-10.0954192500237,-0.00181011035136918,12.6216871073168,0.586751976450718,0.00444052136794438,3.829061524,-4.84854384,-1.019482316,NA,0.22832,27.1,0.21877,3.9,22.580932786543208,104.31604938271605,9.013333333333334,9.173703703703703,2.4255555555555555,273.4148148148148,286.65802469135804,-0.23111111111111113,0.14,22.321296296333333,87.93666666666667,7.631499999999999,8.637,98.04766666666667,315.4566666666667,332.4866666666667,0.9585,0.15850000000000003,1.5829166666666665,1.804291173208258,NA,NA,1.5,mixed,7.714406729
B,pulsed,2020-06-16,168,4,BASE,NA,NA,NA,NA,NA,NA,3.932217119,-3.063891801,0.868325318,NA,NA,NA,NA,NA,23.16393442893443,115.41229508196722,9.863032786885245,10.317622950819672,1.9963114754098361,273.7319672131148,283.6950819672131,-0.21352459016393444,0.13,22.112280701473686,55.67473684210526,4.846105263157895,9.627052631578948,33.36010526315789,358.7878947368421,379.83684210526314,1.0396315789473685,0.18163157894736842,1.153125,1.3143921615830099,0.0036105796614092,2.9687690947113e-4,1.3147665009488296,stratified,NA
B,pulsed,2020-06-17,169,4,BASE,3.83578564957166,-8.61582668210414,-0.00159832853428664,6.15198833506633,0.658650783814245,0.00425454054680908,4.541127201,-4.738001729,-0.196874528,NA,0.473505,NA,0.181835,3.9,23.504004004324326,115.33333333333333,9.792252252252252,13.331801801801802,1.8955855855855857,275.8009009009009,283.8936936936937,-0.21396396396396397,0.13,22.113095237499998,43.75,3.8085714285714287,12.633214285714285,59.47392857142857,363.8642857142857,385.1535714285714,3.100714285714286,0.18357142857142858,1.0472916666666665,1.1937577951721392,NA,NA,1.267374437733578,stratified,NA
B,pulsed,2020-06-18,170,4,BASE,NA,NA,NA,NA,NA,NA,0.216671627,-0.602240223,-0.385568596,NA,NA,NA,NA,NA,24.07683215361702,114.5936170212766,9.62659574468085,8.768652482269504,2.148581560283688,276.5368794326241,281.5191489361702,-0.21453900709219859,0.13,21.732986110187497,50.892916666666665,4.446770833333334,8.069375,40.1171875,355.86583333333334,379.77479166666666,1.7729375,0.18170833333333333,0.826875,0.9425153548912314,NA,NA,1.3563208790298975,stratified,NA
B,pulsed,2020-06-19,171,4,BASE,1.47418416177424,-7.7365624508596,-7.7375146278337e-4,2.63287560378704,0.64591242921296,0.00531515034513139,NA,NA,NA,NA,0.160687,29.8,0.045202,3.9,24.702380952142857,108.27,8.991428571428571,8.870571428571427,2.3207142857142857,274.63142857142856,276.2371428571428,-0.3497142857142857,0.13,21.908847734703706,46.614814814814814,4.077481481481481,8.12711111111111,32.25462962962963,380.3625925925926,404.24074074074076,0.6606666666666666,0.19481481481481483,0.36625,0.41747089793368225,NA,NA,1.3289583714631246,stratified,NA
B,pulsed,2020-06-20,172,4,BASE,NA,NA,NA,NA,NA,NA,8.076628808,-7.350511955,0.726116854,NA,NA,NA,NA,NA,24.65858586127273,90.61454545454545,7.529636363636364,9.467272727272729,2.0305454545454547,277.6636363636364,279.47272727272724,-0.34654545454545455,0.13,21.88888889,35.425,3.09375,8.99375,12.751875,393.35,418.275,-0.03875,0.2025,0.25145833333333334,0.2866253548384269,NA,NA,1.253251041105729,stratified,NA
B,pulsed,2020-06-21,173,5,BASE,0.962443510814622,-7.50328191532039,-3.4970952137605e-4,1.69296918602422,0.628389154217458,0.00599261120042683,5.273054861,-7.160508988,-1.887454127,NA,NA,NA,NA,NA,25.099290781914892,89.47872340425532,7.374468085106383,9.542978723404255,1.6508510638297873,278.19787234042553,277.68510638297874,-0.36361702127659573,0.13,21.46418396271062,26.48113553113553,2.3334065934065933,8.883296703296704,21.939542124542122,463.3699633699634,496.9681318681319,0.78003663003663,0.2399267399267399,0.3770833333333333,0.42981929764503124,9.0410361500945e-4,2.9268108236661e-4,1.3540814007322561,stratified,NA
B,pulsed,2020-06-22,174,5,BASE,1.30329722119719,-8.52043280147116,-0.00161801765826288,2.26881507342303,0.663544784549917,0.00407167609937911,8.503774385,-9.60635582,-1.102581435,NA,0.364065,29.2,0.223295,3.9,24.76428571542857,67.61285714285715,5.607571428571428,8.75,2.051142857142857,281.50428571428574,282.76,-0.37357142857142855,0.13,21.494942632676633,19.134375,1.6841983695652174,8.085190217391304,26.62313858695652,431.2372282608696,462.39048913043484,0.8248097826086958,0.2227717391304348,0.41874999999999996,0.4773131426886811,NA,NA,1.3124868325929195,stratified,7.790779267
B,pulsed,2020-06-23,175,5,BASE,3.0442269818472,-7.45702773758179,-8.8147186599994e-4,5.55121607345898,1.17540447721608,0.00553785429679642,6.030239717,-8.694996318,-2.664756601,NA,0.280205,24.4,0.086029,3.9,23.07975797831683,50.894059405940595,4.356534653465347,9.256930693069307,1.234059405940594,266.76732673267327,276.93564356435644,-0.3807920792079208,0.13,22.06111111172727,38.30590909090909,3.331045454545454,8.913727272727272,27.003386363636366,341.8225,362.62886363636363,0.3358409090909091,0.17311363636363636,0.45166666666666666,0.5148332802731646,NA,NA,1.45,stratified,NA
B,pulsed,2020-06-24,176,5,PULSE1,2.62340428582925,-7.82803069345773,-0.00125104047984497,4.94589959150605,0.970531599012556,0.00513504364172225,10.39906173,-12.1887755,-1.789713768,NA,0.38354,23.85,0.14386,3.9,22.973118278870967,60.80161290322581,5.214516129032258,9.846935483870967,1.0812903225806452,268.1193548387097,278.90645161290325,-0.3675806451612903,0.13,21.968749999875,33.56875,2.931,9.434875,44.3605,372.4275,395.2725,1.9533749999999999,0.18975,0.24041666666666667,0.27403948590185967,NA,NA,1.3783919329171699,stratified,NA
B,pulsed,2020-06-25,177,5,PULSE1,1.49823369401714,-7.35844252733636,-8.5905489177936e-4,2.77002383932655,1.03735273602453,0.00533547436294788,5.947747654,-7.671868318,-1.724120664,NA,0.350015,24.85,0.03,3.9,23.662698413214287,70.11428571428571,5.9348214285714285,11.67,1.1698214285714286,273.0964285714286,280.25,-0.37857142857142856,0.13,22.41135802491111,39.94488888888889,3.449622222222222,11.472911111111113,61.32679999999999,359.6148888888889,378.83955555555553,3.0653555555555556,0.1811333333333333,0.28291666666666665,0.32248320784638257,NA,NA,1.45,stratified,NA
B,pulsed,2020-06-26,178,5,PULSE1,0.528178823856426,-7.19094316036809,-8.2372570410417e-4,0.972586263290751,1.05392993630907,0.0053714148181224,2.272980965,-3.018139366,-0.7451584,NA,0.30683,27.6,0.0947515,3.9,25.13564213805195,81.48701298701299,6.7115584415584415,12.87,1.9866233766233765,278.08181818181816,277.34415584415586,-0.38987012987012987,0.13,22.92860976907005,37.79094202898551,3.2326811594202898,12.828876811594203,116.721038647343,337.6927536231884,351.94118357487923,5.898611111111111,0.16823671497584541,0.10416666666666667,0.11873461260912464,NA,NA,1.35,stratified,NA
B,pulsed,2020-06-27,179,5,PULSE1,0.683389007447421,-7.09854478045698,-4.2340303810974e-4,1.23454253974784,0.737455826814633,0.00573363233331832,0.899483714,-2.421340268,-1.521856555,NA,NA,NA,NA,NA,25.87947269118644,75.79152542372881,6.157627118644068,15.259491525423728,2.462881355932203,286.2389830508475,281.49661016949153,-0.34694915254237285,0.13,21.660879629791665,40.56458333333333,3.5579166666666664,15.290625,57.81125,415.61875,443.90208333333334,2.5464583333333333,0.21437499999999998,0.10416666666666667,0.11873461260912464,NA,NA,1.5,mixed,NA
B,pulsed,2020-06-28,180,6,PULSE1,0.640242990624681,-7.14433129548043,-0.00154341717332127,1.07914565843483,1.22597492234763,0.00408426594345083,1.071248579,-3.154874072,-2.083625493,NA,NA,NA,NA,NA,25.72222222,65.72115384615384,5.353461538461539,13.870961538461538,2.584807692307692,287.7903846153846,283.73269230769233,-0.3778846153846154,0.13,21.07445987625,24.047222222222224,2.136041666666667,14.173124999999999,6.064097222222222,487.6541666666667,527.1965277777778,0.7811111111111111,0.254375,0.5343749999999999,0.6091085626848094,7.6602655879914e-4,2.5102935737016e-4,1.453475689372409,stratified,13.75220229
B,pulsed,2020-06-29,181,6,PULSE1,0.519918867307568,-6.90549065371838,-0.00106002859514085,0.896737667488689,1.0560864853306,0.0042716479928171,0.070157296,-1.877945929,-1.807788633,NA,0.42055,28.65,0.14873,3.9,26.307692307142858,72.37032967032967,5.834505494505494,16.22,2.257032967032967,290.63186813186815,283.55494505494505,-0.4014285714285714,0.13,22.800264550476193,37.16111111111111,3.188015873015873,16.328333333333333,108.48301587301589,412.15,430.14920634920634,4.071666666666666,0.20666666666666667,0.3875,0.4416927589059437,NA,NA,1.139920812723224,stratified,NA
B,pulsed,2020-06-30,182,6,PULSE1,0.661592032376436,-7.84803253192786,-0.00131990355666645,1.08095738923135,1.07179166410571,0.00389971618801341,NA,NA,NA,NA,NA,NA,NA,NA,26.78233151114754,66.30983606557378,5.300491803278689,14.684590163934425,1.717377049180328,294.0868852459016,284.41803278688525,-0.37278688524590164,0.13,22.458333333166664,27.869166666666665,2.408666666666667,14.989166666666666,89.995,426.94083333333333,448.76250000000005,5.295916666666667,0.21533333333333332,0.701875,0.8000338197602819,NA,NA,1.1534718787025542,stratified,NA
B,pulsed,2020-07-01,183,6,PULSE1,1.24907289919713,-5.70134678705847,-0.0020673997800716,2.1992468510857,3.56697207856337,0.00265650257001977,2.384347965,-4.433462422,-2.049114457,NA,0.47403,28.75,0.03,3.9,26.17380952442857,57.75714285714286,4.668,16.22757142857143,2.1534285714285715,299.0128571428571,292.4642857142857,-0.30257142857142855,0.14,22.132638888625003,24.0075,2.085875,16.3495,35.597625,447.72249999999997,474.29499999999996,1.732875,0.22662500000000002,0.23020833333333335,0.26240349386616546,NA,NA,1.1500936620035045,stratified,NA
B,pulsed,2020-07-02,184,6,PULSE1,0.77639430637242,-6.32088812559982,-0.00198231179609565,1.37454154977519,2.82330630299615,0.00285013396271383,7.061964734,-7.867415602,-0.805450868,NA,NA,NA,NA,NA,26.427248676666668,57.96666666666667,4.662857142857143,16.219285714285714,2.4171428571428573,303.8142857142857,295.752380952381,-0.32666666666666666,0.14,23.002645502857142,29.13452380952381,2.491309523809524,16.323452380952382,44.7102380952381,392.73571428571427,408.55357142857144,2.8988095238095237,0.1955952380952381,0.17729166666666668,0.20208631066073016,NA,NA,1.4,mixed,NA
B,pulsed,2020-07-03,185,6,PULSE1,0.510590400557419,-6.63291338709963,-0.00160818947602872,0.906410970133438,2.31147578199437,0.00360804133858028,4.268051687,-7.998373712,-3.730322025,NA,0.43287,33.7,0.15227,3.9,26.908369406103898,59.08051948051948,4.710909090909091,16.202727272727273,3.2215584415584417,305.7974025974026,295.02597402597405,-0.31597402597402596,0.14,23.1445335705615,27.160828877005347,2.3186764705882354,16.319986631016043,97.95331550802138,410.40655080213907,425.50320855614973,5.777566844919786,0.20374331550802138,0.17791666666666667,0.2027987183363849,NA,NA,1.1417122147206547,stratified,NA
B,pulsed,2020-07-04,186,6,PULSE1,0.719367753216899,-6.6019483058096,-0.00104331347752136,1.2726267566071,1.8532380490391,0.00439134211846631,3.629928108,-5.363896262,-1.733968154,NA,NA,NA,NA,NA,27.057189543382353,55.201470588235296,4.390588235294118,16.2,2.1683823529411765,310.96029411764704,299.2132352941176,-0.3341176470588236,0.14,23.69629629627778,42.31833333333333,3.572611111111111,16.30038888888889,66.35566666666666,408.06888888888886,418.46333333333337,4.282777777777778,0.20127777777777778,0.14583333333333334,0.1662284576527745,NA,NA,1.1602977088056385,stratified,NA
B,pulsed,2020-07-05,187,7,PULSE1,0.903193475744672,-5.45531403982061,-9.4875390063002e-4,1.56994788695872,2.39222189138109,0.00439404241637918,14.88925262,-13.50776616,1.381486469,NA,NA,NA,NA,NA,27.736590038103447,64.02758620689656,5.030344827586207,16.18,2.8117241379310345,319.37586206896555,303.5155172413793,-0.29620689655172416,0.14,23.932484567916667,55.46805555555555,4.6554166666666665,16.289722222222224,87.11923611111112,414.975,423.59791666666666,5.400486111111111,0.20333333333333334,0.13541666666666666,0.15435499639186204,NA,NA,1.4,mixed,NA
B,pulsed,2020-07-06,188,7,PULSE1,0.946986167470961,-3.95720920951014,-0.00227914575696862,1.62407215170584,6.37119951778258,9.935242418234e-4,5.133329876,-8.457741085,-3.324411208,NA,0.354615,30.6,0.0998,3.9,27.59876543388889,65.13333333333334,5.12925925925926,16.18037037037037,4.078518518518519,323.0888888888889,307.7907407407407,-0.2362962962962963,0.1487037037037037,22.480158729285712,35.83571428571429,3.102142857142857,16.34,8.102142857142857,502.5464285714286,528.0803571428571,0.32892857142857146,0.25642857142857145,0.178125,0.20303618756160316,NA,NA,1.4455936294376848,stratified,NA
B,pulsed,2020-07-07,189,7,PULSE1,1.06629670195694,-4.91983045115999,-0.00191440983054924,1.81497433170757,5.79427948515571,0.00205390586681236,5.136332833,-7.956648381,-2.820315549,NA,NA,NA,NA,NA,28.132638891375,61.19875,4.77525,16.169,3.1745,329.10125,310.5225,-0.2405,0.15,24.288888889,40.595,3.391,16.28275,94.49725,431.8275,437.8475,5.0615000000000006,0.20975,0.12583333333333332,0.14343141203182258,0.00471280425532515,1.473379804338e-4,1.2194381011323847,stratified,11.98793453
B,pulsed,2020-07-08,190,7,PULSE1,1.80878460649516,-3.63060983988074,-0.00191317345933417,2.99674293091178,7.9787979005557,0.0017216039239495,4.910197216,-8.299609808,-3.389412592,NA,0.5467,34.55,0.16694,3.9,28.146090535925925,62.3962962962963,4.866851851851852,16.165555555555557,2.9744444444444444,333.4981481481482,314.5814814814815,-0.26351851851851854,0.15,24.32095959627273,40.39545454545454,3.3674999999999997,16.280818181818184,54.29781818181819,430.0172727272727,435.7195454545455,1.1683181818181818,0.20945454545454545,0.3358333333333333,0.3828003910518179,NA,NA,1.4,mixed,NA
B,pulsed,2020-07-09,191,7,PULSE1,2.15064687528122,-0.861247450672716,-0.00223061143512445,3.56123821479875,13.2857398765136,0.00123479463725475,2.734086799,-5.641614672,-2.907527874,NA,NA,NA,NA,NA,28.010357816949153,62.061016949152545,4.853898305084746,16.17,3.711864406779661,334.49830508474577,316.2881355932203,-0.24593220338983052,0.15,25.131481483666665,38.156666666666666,3.1405,16.257666666666665,65.13266666666667,431.80999999999995,430.8516666666667,0.9195,0.20500000000000002,0.314375,0.3583410608543382,NA,NA,1.058511898145782,stratified,NA
B,pulsed,2020-07-10,192,7,PULSE1,5.8534828589793,10.5769758772869,-0.00227278578097556,10.3339711161077,32.9563075566265,0.00272245687358577,6.388332066,-5.810986698,0.577345368,NA,0.20601,35.75,0.17808,3.9,26.10153256672414,56.11724137931034,4.538793103448276,16.22706896551724,4.441206896551724,334.2689655172414,327.3724137931035,-0.17827586206896553,0.1570689655172414,24.666508837357952,37.15568181818182,3.0777840909090908,16.268409090909092,35.84269886363636,409.58835227272726,412.44517045454546,0.7908238636363636,0.19676136363636365,0.19854166666666667,0.22630817163299158,NA,NA,1.35,stratified,NA
B,pulsed,2020-07-11,193,7,PULSE1,NA,NA,NA,NA,NA,NA,4.084239558,-6.127272311,-2.043032753,NA,NA,NA,NA,NA,27.913043478695652,84.13478260869564,6.584782608695652,16.17217391304348,4.431304347826087,344.52608695652174,326.32173913043476,-0.19217391304347825,0.15,23.794729344871797,62.56205128205128,5.276794871794872,16.301538461538463,14.558333333333334,482.82641025641027,494.20153846153846,0.556948717948718,0.23628205128205126,0.25104166666666666,0.2861504163879904,NA,NA,1.7,mixed,NA
B,pulsed,2020-07-12,194,8,PULSE1,NA,NA,NA,NA,NA,NA,6.179349148,-8.871042194,-2.691693046,NA,NA,NA,NA,NA,26.07183908172414,63.51379310344828,5.142586206896552,16.23,6.1915517241379305,335.75,329.0155172413793,-0.13793103448275862,0.16,23.521848602997075,41.86169590643275,3.5493421052631575,16.306929824561404,24.252690058479534,486.2885964912281,500.4456140350877,1.1153508771929825,0.24097953216374268,0.25083333333333335,0.28591294716277216,NA,NA,1.3407256316309066,stratified,NA
B,pulsed,2020-07-13,195,8,PULSE1,3.35945263746823,5.83182940989196,-0.00189952768519269,5.53979759844377,23.5550644265951,0.00330937329425076,3.210045958,-1.673048406,1.536997552,NA,0.39267,41.65,0.222985,3.9,26.12539682742857,72.38285714285715,5.854,16.23,4.654857142857143,340.22857142857146,333.0657142857143,-0.17200000000000001,0.16,25.421296296190476,62.56666666666667,5.122797619047619,16.248035714285713,32.75720238095238,354.4809523809524,351.6386904761905,0.4493452380952381,0.1660714285714286,0.6083333333333333,0.693410137637288,NA,NA,1.3,mixed,0
B,pulsed,2020-07-14,196,8,PULSE1,NA,NA,NA,NA,NA,NA,3.672453253,-4.313088949,-0.640635697,NA,NA,NA,NA,NA,25.830484327435897,76.71538461538462,6.239230769230769,16.24,7.013846153846154,337.1051282051282,331.9307692307692,-0.13102564102564104,0.16,25.635185185333334,67.04166666666667,5.468833333333333,16.241666666666667,40.3535,356.03999999999996,351.795,0.07166666666666667,0.166,0.48104166666666665,0.5483164410289376,0.00353824098748713,2.8459679141839e-4,1.3,mixed,NA
B,pulsed,2020-07-15,197,8,PULSE1,4.19199969078575,10.8222962422283,-0.00152560949877679,7.70145583728218,34.2164608994504,0.00402371769379896,3.906647615,-6.562064206,-2.655416591,NA,0.2864,44.45,0.1137315,3.9,24.51641414090909,79.74090909090908,6.643636363636364,16.279545454545456,5.3568181818181815,315.1340909090909,318.0477272727273,-0.15818181818181817,0.15,24.62566137642857,70.21011904761905,5.837976190476191,16.272142857142857,43.405833333333334,318.27261904761906,320.5827380952381,0.09309523809523809,0.15,0.17729166666666668,0.20208631066073016,NA,NA,1.4,mixed,NA
B,pulsed,2020-07-16,198,8,PULSE1,NA,NA,NA,NA,NA,NA,6.56246649,-6.606939372,-0.044472882,NA,NA,NA,NA,NA,24.67301587257143,74.85428571428571,6.216714285714286,16.273714285714284,7.448,318.42,320.4157142857143,-0.09142857142857143,0.15,23.622790404488637,67.19318181818181,5.6899999999999995,16.307272727272725,33.040397727272726,351.2090909090909,360.74147727272725,0.2841477272727273,0.17181818181818181,0.052083333333333336,0.05936730630456232,NA,NA,1.070443114088986,stratified,NA
B,pulsed,2020-07-17,199,8,PULSE1,1.34962210192912,0.221925405352457,-8.9514525556793e-4,2.36177984751891,12.9064587341354,0.00504220728727035,4.518874628,-5.131757816,-0.612883188,NA,0.236695,35,0.159885,3.9,26.124691358,86.92444444444445,7.027333333333333,16.226888888888887,3.9264444444444444,328.9822222222222,322.0422222222222,-0.2871111111111111,0.15,24.404040402272727,76.44999999999999,6.3756818181818184,16.27909090909091,36.85977272727273,328.3090909090909,332.12045454545455,0.11318181818181818,0.16,0.31375,0.3576286531786834,NA,NA,1.5,mixed,NA
B,pulsed,2020-07-18,200,8,PULSE1,NA,NA,NA,NA,NA,NA,4.472105024,-7.022439744,-2.55033472,NA,NA,NA,NA,NA,26.66540404159091,82.0340909090909,6.570568181818182,16.210568181818182,4.588181818181818,333.4488636363636,323.18863636363636,-0.18295454545454545,0.15,24.239197530277778,65.95,5.516111111111111,16.285555555555554,47.39472222222223,392.6694444444444,398.46388888888885,0.40611111111111114,0.19166666666666668,0.80625,0.9190059015946247,NA,NA,1.4,mixed,NA
B,pulsed,2020-07-19,201,9,PULSE1,NA,NA,NA,NA,NA,NA,5.995848874,-8.149458573,-2.153609698,NA,NA,NA,NA,NA,28.492592593166666,93.41833333333334,7.242333333333334,16.154166666666665,3.8135,344.7816666666667,323.21833333333336,-0.237,0.15,24.932407406833335,78.805,6.509166666666666,16.264166666666668,27.343,357.56666666666666,358.01,0.1155,0.17,0.31395833333333334,0.3578661224039017,NA,NA,1.4,mixed,NA
B,pulsed,2020-07-20,202,9,PULSE1,2.82324624700006,1.68306308079372,-0.0017333905809721,5.03545809846914,22.2130610136533,0.00342556690144016,3.243077704,-6.162261976,-2.919184273,NA,0.42419,32.2,0.150745,3.9,26.352201256037734,82.32075471698113,6.632641509433962,16.22,2.3956603773584906,337.2396226415094,328.7830188679245,-0.3013207547169811,0.16,25.216479700600964,66.19158653846154,5.435360576923077,16.254134615384615,37.626971153846156,369.2387019230769,367.61682692307693,0.25795673076923076,0.175,0.052083333333333336,0.05936730630456232,NA,NA,1.35,stratified,0
B,pulsed,2020-07-21,203,9,PULSE1,NA,NA,NA,NA,NA,NA,2.955565059,-3.891731582,-0.936166524,NA,NA,NA,NA,NA,25.44444444,76.28461538461538,6.245128205128205,16.25,3.1933333333333334,338.5076923076923,335.52564102564105,-0.2712820512820513,0.16,25.23379629625,66.7125,5.480416666666667,16.25541666666667,30.60583333333333,346.1166666666667,344.5416666666667,0.059583333333333335,0.1625,0.178125,0.20303618756160316,NA,NA,1.4,mixed,NA
B,pulsed,2020-07-22,204,9,PULSE1,5.04123597085767,21.9679578729112,-0.0020404061956071,8.75590746761227,61.9108840942896,0.00286836447284548,5.247061206,-8.099516917,-2.852455711,NA,0.334,46.5,0.1080595,3.9,26.812989046056337,75.8169014084507,6.0529577464788735,16.207042253521127,5.100422535211267,352.469014084507,340.64225352112675,-0.17816901408450705,0.16,25.03439153440476,67.02261904761905,5.527142857142858,16.26,30.57107142857143,394.63214285714287,394.39166666666665,0.03333333333333334,0.18726190476190477,0.21916666666666668,0.24981762492959825,8.4709271271415e-4,3.3695866949348e-4,1.4,mixed,NA
B,pulsed,2020-07-23,205,9,PULSE1,NA,NA,NA,NA,NA,NA,2.693767059,-3.586490166,-0.892723107,NA,NA,NA,NA,NA,25.19865319878788,77.06363636363636,6.337878787878788,16.26,2.791818181818182,347.3212121212121,346.0030303030303,-0.27575757575757576,0.16,24.89120370125,69.5625,5.753333333333334,16.26625,29.155416666666667,365.7375,366.4625,-0.05333333333333333,0.1766666666666667,0.4085416666666667,0.46567715065298687,NA,NA,1.4,mixed,NA
B,pulsed,2020-07-24,206,9,PULSE1,1.74671676796911,36.7586997955673,-0.0019368443973327,2.97684011324989,75.3072383394806,0.00319046868207494,5.388592711,-6.840532323,-1.451939612,NA,0.635875,45.15,0.273235,3.9,25.59635416671875,73.996875,6.04203125,16.24375,4.30578125,354.071875,350.075,-0.18296875,0.17,24.98749999875,64.38833333333334,5.314916666666667,16.26,21.79716666666667,358.4916666666667,358.5491666666667,-0.008583333333333335,0.17,0.5666666666666667,0.6459162925936381,NA,NA,1.4,mixed,NA
B,pulsed,2020-07-25,207,9,PULSE1,NA,NA,NA,NA,NA,NA,4.746394749,-4.869769424,-0.123374674,NA,NA,NA,NA,NA,26.915555554,56.632,4.516,16.2,3.9352,364.468,351.632,0.0896,0.17,24.728703704666664,50.346666666666664,4.168666666666667,16.268666666666668,86.40933333333334,468.2683333333333,470.6583333333333,14.1545,0.226,0.4825,0.5499787256054653,NA,NA,1.4462655192183833,stratified,NA
B,pulsed,2020-07-26,208,10,PULSE1,NA,NA,NA,NA,NA,NA,3.477955811,-7.869509356,-4.391553545,NA,NA,NA,NA,NA,27.35130718764706,75.90588235294118,6.004411764705883,16.19,4.767941176470588,364.0676470588235,348.3941176470588,-0.10441176470588236,0.1638235294117647,24.504068462424243,59.59924242424242,4.960328282828283,16.276363636363637,7.810631313131314,486.80126262626266,491.45732323232323,0.2617929292929293,0.23659090909090907,0.1775,0.2023237798859484,NA,NA,1.4588507694066652,stratified,NA
B,pulsed,2020-07-27,209,10,PULSE1,3.77724592129983,38.8986798740679,-0.00189667447222558,6.64751800747628,83.8997601104069,0.00305618306323772,7.566047991,-10.98493662,-3.418888628,NA,0.412085,47.5,0.222305,3.9,26.275720166666666,77.99259259259259,6.290740740740741,16.22,4.478148148148148,365.27037037037036,356.57037037037037,-0.1940740740740741,0.17,25.70254629716667,66.66458333333333,5.430541666666667,16.24,21.003833333333333,370.28375,365.36958333333337,0.06837499999999999,0.1726666666666667,0.20875,0.2379441636686858,NA,NA,1.3,mixed,0
B,pulsed,2020-07-28,210,10,PULSE1,NA,NA,NA,NA,NA,NA,3.879907616,-2.305065317,1.5748423,NA,0.4098,58.15,0.0856635,3.9,25.79738562,79.21176470588236,6.443529411764706,16.24,3.28,366.0352941176471,360.5176470588235,-0.27529411764705886,0.17,25.275793650714284,72.35892857142858,5.939642857142857,16.25357142857143,43.91397321428571,405.25491071428576,403.109375,0.23526785714285714,0.1903125,0.5345833333333333,0.6093460319100277,0.00325058028316074,2.5266042941022e-4,1.4,mixed,NA
B,pulsed,2020-07-29,211,10,PULSE2,0.995170460003151,45.7350322947282,-0.00171554355378816,1.77741054386912,94.9713390542405,0.00332482543954402,1.402444752,-3.44923502,-2.046790268,NA,0.32086,46.05,0.1899,3.9,26.407407405666667,84.42333333333333,6.793333333333333,16.22,4.849666666666667,374.74333333333334,364.94666666666666,-0.17433333333333334,0.17,25.887345678888888,75.36333333333333,6.117222222222223,16.23361111111111,26.545833333333334,376.09777777777776,369.8183333333333,0.020999999999999998,0.175,0.05229166666666667,0.05960477552978057,NA,NA,1.3,mixed,NA
