sample_id,pond_id,week,date_start,time_start,date_end,time_end,incubation_temp,purge_time,purge_rate_psi,vol_bottle,vol_sediment,vol_water,notes
E20C230R3,C,13,8/16/2020,14:30,8/16/2020,15:53,23.4,15,9,120,20,20,"label says 230, but sample collected DOY 229"
E20D230R1,D,13,8/16/2020,14:54,8/16/2020,16:09,23.4,15,9,120,20,20,"label says 230, but sample collected DOY 229"
E20D230R2,D,13,8/16/2020,14:54,8/16/2020,16:10,23.4,15,9,120,20,20,"label says 230, but sample collected DOY 229"
E20D230R3,D,13,8/16/2020,14:54,8/16/2020,16:10,23.4,15,9,120,20,20,"label says 230, but sample collected DOY 229"
E20E230R1,E,13,8/16/2020,14:54,8/16/2020,16:11,23.4,15,9,120,20,20,"label says 230, but sample collected DOY 229"
E20E230R2,E,13,8/16/2020,14:54,8/16/2020,16:12,23.4,15,9,120,20,20,"label says 230, but sample collected DOY 229"
E20E230R3,E,13,8/16/2020,14:54,8/16/2020,16:12,23.4,15,9,120,20,20,"label says 230, but sample collected DOY 229"
E20F230R1,F,13,8/16/2020,14:54,8/16/2020,16:13,23.4,15,9,120,20,20,"label says 230, but sample collected DOY 229"
E20F230R2,F,13,8/16/2020,14:54,8/16/2020,16:14,23.4,15,9,120,20,20,"label says 230, but sample collected DOY 229"
E20F230R3,F,13,8/16/2020,14:54,8/16/2020,16:14,23.4,15,9,120,20,20,"label says 230, but sample collected DOY 229"
E20A243R1,A,14,8/23/2020,15:18,8/23/2020,16:29,21.3,15,9,120,20,20,"label says 243, but sample collected DOY 236"
E20A243R2,A,14,8/23/2020,15:18,8/23/2020,16:30,21.3,15,9,120,20,20,"label says 243, but sample collected DOY 236"
E20A243R3,A,14,8/23/2020,15:18,8/23/2020,16:31,21.3,15,9,120,20,20,"label says 243, but sample collected DOY 236"
E20B243R1,B,14,8/23/2020,15:18,8/23/2020,16:32,21.3,15,9,120,20,20,"label says 243, but sample collected DOY 236"
E20B243R2,B,14,8/23/2020,15:18,8/23/2020,16:32,21.3,15,9,120,20,20,"label says 243, but sample collected DOY 236"
E20B243R3,B,14,8/23/2020,15:18,8/23/2020,16:33,21.3,15,9,120,20,20,"label says 243, but sample collected DOY 236"
E20C243R1,C,14,8/23/2020,15:18,8/23/2020,16:34,21.3,15,9,120,20,20,"label says 243, but sample collected DOY 236"
E20C243R2,C,14,8/23/2020,15:18,8/23/2020,16:34,21.3,15,9,120,20,20,"label says 243, but sample collected DOY 236"
E20C243R3,C,14,8/23/2020,15:18,8/23/2020,16:35,21.3,15,9,120,20,20,"label says 243, but sample collected DOY 236"
E20D243R1,D,14,8/23/2020,15:40,8/23/2020,16:51,21.3,15,9,120,20,20,"label says 243, but sample collected DOY 236"
E20D243R2,D,14,8/23/2020,15:40,8/23/2020,16:51,21.3,15,9,120,20,20,"label says 243, but sample collected DOY 236"
E20D243R3,D,14,8/23/2020,15:40,8/23/2020,16:52,21.3,15,9,120,20,20,"label says 243, but sample collected DOY 236"
E20E243R1,E,14,8/23/2020,15:40,8/23/2020,16:53,21.3,15,9,120,20,20,"label says 243, but sample collected DOY 236"
E20E243R2,E,14,8/23/2020,15:40,8/23/2020,16:54,21.3,15,9,120,20,20,"label says 243, but sample collected DOY 236"
E20E243R3,E,14,8/23/2020,15:40,8/23/2020,16:55,21.3,15,9,120,20,20,"label says 243, but sample collected DOY 236"
E20F243R1,F,14,8/23/2020,15:40,8/23/2020,16:55,21.3,15,9,120,20,20,"label says 243, but sample collected DOY 236"
E20F243R2,F,14,8/23/2020,15:40,8/23/2020,16:56,21.3,15,9,120,20,20,"label says 243, but sample collected DOY 236"
E20F243R3,F,14,8/23/2020,15:40,8/23/2020,16:57,21.3,15,9,120,20,20,"label says 243, but sample collected DOY 236"
