sample_id,pond_id,site_id,week,date,time,diam_chamber,vol_chamber,notes
E20D229P3,D,deep,13,8/15/2020,12:15,23,4.5,"label says 229, but sample collected DOY 228"
E20E229P1,E,deep,13,8/15/2020,12:19,23,4.5,"label says 229, but sample collected DOY 228"
E20E229P2,E,deep,13,8/15/2020,12:20,23,4.5,"label says 229, but sample collected DOY 228"
E20E229P3,E,deep,13,8/15/2020,12:21,23,4.5,"label says 229, but sample collected DOY 228"
E20F229P1,F,deep,13,8/15/2020,12:25,23,4.5,"label says 229, but sample collected DOY 228"
E20F229P2,F,deep,13,8/15/2020,12:26,23,4.5,"label says 229, but sample collected DOY 228"
E20F229P3,F,deep,13,8/15/2020,12:27,23,4.5,"label says 229, but sample collected DOY 228"
E20A230P1,A,deep,13,8/16/2020,10:18,23,4.5,"label says 230, but sample collected DOY 229"
E20A230P2,A,deep,13,8/16/2020,10:19,23,4.5,"label says 230, but sample collected DOY 229"
E20A230P3,A,deep,13,8/16/2020,10:20,23,4.5,"label says 230, but sample collected DOY 229"
E20B230P1,B,deep,13,8/16/2020,10:23,23,4.5,"label says 230, but sample collected DOY 229"
E20B230P2,B,deep,13,8/16/2020,10:24,23,4.5,"label says 230, but sample collected DOY 229"
E20B230P3,B,deep,13,8/16/2020,10:25,23,4.5,"label says 230, but sample collected DOY 229"
E20C230P1,C,deep,13,8/16/2020,10:30,23,4.5,"label says 230, but sample collected DOY 229"
E20C230P2,C,deep,13,8/16/2020,10:31,23,4.5,"label says 230, but sample collected DOY 229"
E20C230P3,C,deep,13,8/16/2020,10:32,23,4.5,"label says 230, but sample collected DOY 229"
E20D230P1,D,deep,13,8/16/2020,10:35,23,4.5,"label says 230, but sample collected DOY 229"
E20D230P2,D,deep,13,8/16/2020,10:36,23,4.5,"label says 230, but sample collected DOY 229"
E20D230P3,D,deep,13,8/16/2020,10:37,23,4.5,"label says 230, but sample collected DOY 229"
E20E230P1,E,deep,13,8/16/2020,10:40,23,4.5,"label says 230, but sample collected DOY 229"
E20E230P2,E,deep,13,8/16/2020,10:41,23,4.5,"label says 230, but sample collected DOY 229"
E20E230P3,E,deep,13,8/16/2020,10:42,23,4.5,"label says 230, but sample collected DOY 229"
E20F230P1,F,deep,13,8/16/2020,10:47,23,4.5,"label says 230, but sample collected DOY 229"
E20F230P2,F,deep,13,8/16/2020,10:48,23,4.5,"label says 230, but sample collected DOY 229"
E20F230P3,F,deep,13,8/16/2020,10:49,23,4.5,"label says 230, but sample collected DOY 229"
E20A236P1,A,deep,14,8/22/2020,11:37,23,4.5,"label says 236, but sample collected DOY 235"
E20A236P2,A,deep,14,8/22/2020,11:38,23,4.5,"label says 236, but sample collected DOY 235"
E20A236P3,A,deep,14,8/22/2020,11:39,23,4.5,"label says 236, but sample collected DOY 235"
E20B236P1,B,deep,14,8/22/2020,11:42,23,4.5,"label says 236, but sample collected DOY 235"
E20B236P2,B,deep,14,8/22/2020,11:43,23,4.5,"label says 236, but sample collected DOY 235"
E20B236P3,B,deep,14,8/22/2020,11:44,23,4.5,"label says 236, but sample collected DOY 235"
E20C236P1,C,deep,14,8/22/2020,11:47,23,4.5,"label says 236, but sample collected DOY 235"
E20C236P2,C,deep,14,8/22/2020,11:48,23,4.5,"label says 236, but sample collected DOY 235"
E20C236P3,C,deep,14,8/22/2020,11:49,23,4.5,"label says 236, but sample collected DOY 235"
E20D236P1,D,deep,14,8/22/2020,11:53,23,4.5,"label says 236, but sample collected DOY 235"
E20D236P2,D,deep,14,8/22/2020,11:54,23,4.5,"label says 236, but sample collected DOY 235"
E20D236P3,D,deep,14,8/22/2020,11:55,23,4.5,"label says 236, but sample collected DOY 235"
E20E236P1,E,deep,14,8/22/2020,11:57,23,4.5,"label says 236, but sample collected DOY 235"
E20E236P2,E,deep,14,8/22/2020,11:58,23,4.5,"label says 236, but sample collected DOY 235"
E20E236P3,E,deep,14,8/22/2020,11:59,23,4.5,"label says 236, but sample collected DOY 235"
E20F236P1,F,deep,14,8/22/2020,12:02,23,4.5,"label says 236, but sample collected DOY 235"
E20F236P2,F,deep,14,8/22/2020,12:03,23,4.5,"label says 236, but sample collected DOY 235"
E20F236P3,F,deep,14,8/22/2020,12:04,23,4.5,"label says 236, but sample collected DOY 235"
E20A237P1,A,deep,14,8/23/2020,9:35,23,4.5,"label says 237, but sample collected DOY 236"
E20A237P2,A,deep,14,8/23/2020,9:36,23,4.5,"label says 237, but sample collected DOY 236"
E20A237P3,A,deep,14,8/23/2020,9:37,23,4.5,"label says 237, but sample collected DOY 236"
E20B237P1,B,deep,14,8/23/2020,9:39,23,4.5,"label says 237, but sample collected DOY 236"
E20B237P2,B,deep,14,8/23/2020,9:40,23,4.5,"label says 237, but sample collected DOY 236"
E20B237P3,B,deep,14,8/23/2020,9:41,23,4.5,"label says 237, but sample collected DOY 236"
E20C237P1,C,deep,14,8/23/2020,9:43,23,4.5,"label says 237, but sample collected DOY 236"
E20C237P2,C,deep,14,8/23/2020,9:44,23,4.5,"label says 237, but sample collected DOY 236"
E20C237P3,C,deep,14,8/23/2020,9:45,23,4.5,"label says 237, but sample collected DOY 236"
E20D237P1,D,deep,14,8/23/2020,9:48,23,4.5,"label says 237, but sample collected DOY 236"
E20D237P2,D,deep,14,8/23/2020,9:49,23,4.5,"label says 237, but sample collected DOY 236"
E20D237P3,D,deep,14,8/23/2020,9:50,23,4.5,"label says 237, but sample collected DOY 236"
E20E237P1,E,deep,14,8/23/2020,9:54,23,4.5,"under dock at end; label says 237, but sample collected DOY 236"
E20E237P2,E,deep,14,8/23/2020,9:55,23,4.5,"under dock at end; label says 237, but sample collected DOY 236"
E20E237P3,E,deep,14,8/23/2020,9:56,23,4.5,"under dock at end; label says 237, but sample collected DOY 236"
E20F237P1,F,deep,14,8/23/2020,10:01,23,4.5,"label says 237, but sample collected DOY 236"
E20F237P2,F,deep,14,8/23/2020,10:02,23,4.5,"label says 237, but sample collected DOY 236"
E20F237P3,F,deep,14,8/23/2020,10:03,23,4.5,"label says 237, but sample collected DOY 236"
