Plot Title: 2020_Hort-Farm,,,,
#,"Date Time, GMT-05:00","Wind Speed, m/s (LGR S/N: 20849581, SEN S/N: 20843154)","Gust Speed, m/s (LGR S/N: 20849581, SEN S/N: 20843154)","PAR, µmol/m²/s (LGR S/N: 20849581, SEN S/N: 20856725)"
569,6/4/2020 14:00,0.5,4.53,1916.2
570,6/4/2020 14:30,1.01,4.53,1808.7
571,6/4/2020 15:00,0.5,3.52,1741.2
572,6/4/2020 15:30,0.5,5.03,1773.7
573,6/4/2020 16:00,0.5,5.03,1718.7
574,6/4/2020 16:30,1.01,4.53,1403.7
575,6/4/2020 17:00,1.01,4.53,1213.7
576,6/4/2020 17:30,1.01,4.53,1038.7
577,6/4/2020 18:00,1.01,5.54,866.2
578,6/4/2020 18:30,0.5,3.52,673.7
579,6/4/2020 19:00,0,2.52,541.2
580,6/4/2020 19:30,0.5,3.52,303.7
581,6/4/2020 20:00,0,3.02,81.2
582,6/4/2020 20:30,0,2.52,18.7
583,6/4/2020 21:00,0.5,3.52,1.2
584,6/4/2020 21:30,1.01,4.53,1.2
585,6/4/2020 22:00,1.51,5.54,1.2
586,6/4/2020 22:30,1.01,4.53,1.2
587,6/4/2020 23:00,0,2.01,1.2
588,6/4/2020 23:30,0,2.01,1.2
589,6/5/2020 0:00,0,2.01,1.2
590,6/5/2020 0:30,0.5,2.52,1.2
591,6/5/2020 1:00,0,2.01,1.2
592,6/5/2020 1:30,0,2.01,1.2
593,6/5/2020 2:00,0,1.51,1.2
594,6/5/2020 2:30,0,3.02,1.2
595,6/5/2020 3:00,0,2.52,1.2
596,6/5/2020 3:30,0,2.52,1.2
597,6/5/2020 4:00,0.5,5.03,1.2
598,6/5/2020 4:30,1.01,3.52,1.2
599,6/5/2020 5:00,0.5,4.53,1.2
600,6/5/2020 5:30,0,2.01,1.2
601,6/5/2020 6:00,0,1.51,3.7
602,6/5/2020 6:30,0,0.5,61.2
603,6/5/2020 7:00,0,1.51,146.2
604,6/5/2020 7:30,0,1.51,376.2
605,6/5/2020 8:00,0,1.51,556.2
606,6/5/2020 8:30,0,1.51,821.2
607,6/5/2020 9:00,0,2.01,826.2
608,6/5/2020 9:30,0,2.01,973.7
609,6/5/2020 10:00,0,2.01,1228.7
610,6/5/2020 10:30,0.5,2.52,1371.2
611,6/5/2020 11:00,0.5,4.03,1561.2
612,6/5/2020 11:30,1.01,4.53,663.7
613,6/5/2020 12:00,1.01,5.54,1873.7
614,6/5/2020 12:30,1.01,5.03,1856.2
615,6/5/2020 13:00,2.01,6.04,1878.7
616,6/5/2020 13:30,1.51,5.03,1866.2
617,6/5/2020 14:00,1.51,6.04,1848.7
618,6/5/2020 14:30,2.01,5.54,1801.2
619,6/5/2020 15:00,2.01,6.04,1708.7
620,6/5/2020 15:30,1.51,4.53,1623.7
621,6/5/2020 16:00,1.51,5.54,1506.2
622,6/5/2020 16:30,2.01,6.04,1371.2
623,6/5/2020 17:00,1.51,4.53,1221.2
624,6/5/2020 17:30,1.51,4.53,1048.7
625,6/5/2020 18:00,1.51,5.54,863.7
626,6/5/2020 18:30,1.01,4.53,668.7
627,6/5/2020 19:00,1.01,4.03,483.7
628,6/5/2020 19:30,0.5,3.52,343.7
629,6/5/2020 20:00,0,2.01,93.7
630,6/5/2020 20:30,0,1.51,31.2
631,6/5/2020 21:00,0,0,1.2
632,6/5/2020 21:30,0,0,1.2
633,6/5/2020 22:00,0,0,1.2
634,6/5/2020 22:30,0,0,1.2
635,6/5/2020 23:00,0,0,1.2
636,6/5/2020 23:30,0,0,1.2
637,6/6/2020 0:00,0,0,1.2
638,6/6/2020 0:30,0,0,1.2
639,6/6/2020 1:00,0,0,1.2
640,6/6/2020 1:30,0,0,1.2
641,6/6/2020 2:00,0,2.52,1.2
642,6/6/2020 2:30,0.5,4.53,1.2
643,6/6/2020 3:00,1.01,4.53,1.2
644,6/6/2020 3:30,1.01,4.03,1.2
645,6/6/2020 4:00,1.01,4.03,1.2
646,6/6/2020 4:30,0.5,4.03,1.2
647,6/6/2020 5:00,0,5.03,1.2
648,6/6/2020 5:30,0,1.51,13.7
649,6/6/2020 6:00,0,1.51,53.7
650,6/6/2020 6:30,0,1.51,31.2
651,6/6/2020 7:00,0,2.01,48.7
652,6/6/2020 7:30,0,3.02,86.2
653,6/6/2020 8:00,1.01,6.54,291.2
654,6/6/2020 8:30,0,3.52,468.7
655,6/6/2020 9:00,0.5,3.02,906.2
656,6/6/2020 9:30,0.5,4.03,641.2
657,6/6/2020 10:00,0.5,4.03,656.2
658,6/6/2020 10:30,0.5,4.53,816.2
659,6/6/2020 11:00,1.01,4.53,1578.7
660,6/6/2020 11:30,1.51,6.54,1746.2
661,6/6/2020 12:00,1.01,5.54,1331.2
662,6/6/2020 12:30,1.51,5.54,1646.2
663,6/6/2020 13:00,1.51,6.54,1986.2
664,6/6/2020 13:30,1.51,7.55,1543.7
665,6/6/2020 14:00,2.01,6.54,1568.7
666,6/6/2020 14:30,2.01,6.54,1393.7
667,6/6/2020 15:00,2.01,6.54,1613.7
668,6/6/2020 15:30,1.51,5.54,1543.7
669,6/6/2020 16:00,1.51,5.54,1443.7
670,6/6/2020 16:30,1.51,5.03,1101.2
671,6/6/2020 17:00,1.51,6.04,911.2
672,6/6/2020 17:30,1.01,4.53,781.2
673,6/6/2020 18:00,1.01,4.03,366.2
674,6/6/2020 18:30,1.01,5.54,358.7
675,6/6/2020 19:00,1.01,3.52,391.2
676,6/6/2020 19:30,1.01,6.04,306.2
677,6/6/2020 20:00,1.51,4.53,93.7
678,6/6/2020 20:30,1.01,4.03,18.7
679,6/6/2020 21:00,1.01,5.03,1.2
680,6/6/2020 21:30,1.01,4.53,1.2
681,6/6/2020 22:00,0.5,4.03,1.2
682,6/6/2020 22:30,1.01,5.03,1.2
683,6/6/2020 23:00,1.01,5.03,1.2
684,6/6/2020 23:30,1.01,4.53,1.2
685,6/7/2020 0:00,0.5,3.52,1.2
686,6/7/2020 0:30,0.5,4.03,1.2
687,6/7/2020 1:00,1.01,4.03,1.2
688,6/7/2020 1:30,1.01,4.03,1.2
689,6/7/2020 2:00,0.5,3.52,1.2
690,6/7/2020 2:30,1.01,4.53,1.2
691,6/7/2020 3:00,1.01,5.03,1.2
692,6/7/2020 3:30,1.01,4.03,1.2
693,6/7/2020 4:00,1.01,4.03,1.2
694,6/7/2020 4:30,1.01,5.03,1.2
695,6/7/2020 5:00,1.01,4.03,1.2
696,6/7/2020 5:30,0.5,4.03,1.2
697,6/7/2020 6:00,1.51,4.53,31.2
698,6/7/2020 6:30,1.51,6.54,123.7
699,6/7/2020 7:00,1.51,5.54,208.7
700,6/7/2020 7:30,1.01,6.04,426.2
701,6/7/2020 8:00,1.51,5.54,698.7
702,6/7/2020 8:30,1.01,5.54,878.7
703,6/7/2020 9:00,1.51,6.04,1061.2
704,6/7/2020 9:30,1.01,5.54,1208.7
705,6/7/2020 10:00,1.51,5.54,1226.2
706,6/7/2020 10:30,1.51,6.04,1481.2
707,6/7/2020 11:00,1.51,7.05,1668.7
708,6/7/2020 11:30,1.51,5.03,1701.2
709,6/7/2020 12:00,2.01,6.54,1811.2
710,6/7/2020 12:30,1.51,6.54,1881.2
711,6/7/2020 13:00,2.01,7.05,1908.7
712,6/7/2020 13:30,2.01,7.05,1751.2
713,6/7/2020 14:00,1.51,6.04,1823.7
714,6/7/2020 14:30,1.51,6.04,1843.7
715,6/7/2020 15:00,1.51,6.54,1568.7
716,6/7/2020 15:30,2.52,7.05,1636.2
717,6/7/2020 16:00,2.01,7.05,1226.2
718,6/7/2020 16:30,2.01,9.06,1351.2
719,6/7/2020 17:00,2.01,7.05,1058.7
720,6/7/2020 17:30,2.01,7.05,1101.2
721,6/7/2020 18:00,1.51,5.54,973.7
722,6/7/2020 18:30,1.51,5.54,751.2
723,6/7/2020 19:00,1.51,5.54,523.7
724,6/7/2020 19:30,1.51,6.04,261.2
725,6/7/2020 20:00,1.51,6.04,108.7
726,6/7/2020 20:30,2.01,6.54,41.2
727,6/7/2020 21:00,1.51,5.54,1.2
728,6/7/2020 21:30,1.51,6.04,1.2
729,6/7/2020 22:00,1.51,6.54,1.2
730,6/7/2020 22:30,2.01,6.54,1.2
731,6/7/2020 23:00,1.51,7.55,1.2
732,6/7/2020 23:30,1.51,5.54,1.2
733,6/8/2020 0:00,1.01,5.03,1.2
734,6/8/2020 0:30,0.5,3.52,1.2
735,6/8/2020 1:00,0.5,3.52,1.2
736,6/8/2020 1:30,0.5,3.02,1.2
737,6/8/2020 2:00,0.5,3.52,1.2
738,6/8/2020 2:30,0,2.52,1.2
739,6/8/2020 3:00,0,2.52,1.2
740,6/8/2020 3:30,0.5,2.52,1.2
741,6/8/2020 4:00,0.5,3.02,1.2
742,6/8/2020 4:30,0.5,3.02,1.2
743,6/8/2020 5:00,0.5,4.03,1.2
744,6/8/2020 5:30,0.5,5.03,1.2
745,6/8/2020 6:00,0.5,3.02,41.2
746,6/8/2020 6:30,0.5,4.53,153.7
747,6/8/2020 7:00,0.5,3.52,318.7
748,6/8/2020 7:30,0.5,4.03,493.7
749,6/8/2020 8:00,1.51,5.54,681.2
750,6/8/2020 8:30,1.01,4.53,876.2
751,6/8/2020 9:00,1.51,6.04,1058.7
752,6/8/2020 9:30,1.51,8.56,1226.2
753,6/8/2020 10:00,1.51,6.04,1381.2
754,6/8/2020 10:30,1.51,5.54,1528.7
755,6/8/2020 11:00,1.51,5.54,1646.2
756,6/8/2020 11:30,2.01,5.54,1748.7
757,6/8/2020 12:00,1.51,5.54,1813.7
758,6/8/2020 12:30,1.51,6.04,1853.7
759,6/8/2020 13:00,1.51,5.54,1876.2
760,6/8/2020 13:30,1.51,6.04,1893.7
761,6/8/2020 14:00,1.51,6.04,1853.7
762,6/8/2020 14:30,1.51,5.54,1453.7
763,6/8/2020 15:00,2.01,6.54,1663.7
764,6/8/2020 15:30,2.01,6.54,1768.7
765,6/8/2020 16:00,1.51,5.54,1311.2
766,6/8/2020 16:30,1.51,5.54,1473.7
767,6/8/2020 17:00,1.51,5.54,1251.2
768,6/8/2020 17:30,1.01,7.05,958.7
769,6/8/2020 18:00,1.51,5.54,981.2
770,6/8/2020 18:30,1.01,5.54,268.7
771,6/8/2020 19:00,1.51,6.54,213.7
772,6/8/2020 19:30,1.01,6.04,346.2
773,6/8/2020 20:00,1.01,4.53,141.2
774,6/8/2020 20:30,0.5,3.02,56.2
775,6/8/2020 21:00,0,2.52,1.2
776,6/8/2020 21:30,0.5,4.03,1.2
777,6/8/2020 22:00,1.51,4.53,1.2
778,6/8/2020 22:30,1.51,4.53,1.2
779,6/8/2020 23:00,1.51,5.03,1.2
780,6/8/2020 23:30,1.01,4.03,1.2
781,6/9/2020 0:00,1.01,5.03,1.2
782,6/9/2020 0:30,0.5,3.02,1.2
783,6/9/2020 1:00,0,2.52,1.2
784,6/9/2020 1:30,0,1.01,1.2
785,6/9/2020 2:00,0,0,1.2
786,6/9/2020 2:30,0,0,1.2
787,6/9/2020 3:00,0,0,1.2
788,6/9/2020 3:30,0,0,1.2
789,6/9/2020 4:00,0,0,1.2
790,6/9/2020 4:30,0,0,1.2
791,6/9/2020 5:00,0,0,1.2
792,6/9/2020 5:30,0,0,1.2
793,6/9/2020 6:00,0,0,28.7
794,6/9/2020 6:30,0,1.01,101.2
795,6/9/2020 7:00,0,1.01,158.7
796,6/9/2020 7:30,0,2.01,153.7
797,6/9/2020 8:00,0,3.52,228.7
798,6/9/2020 8:30,0.5,3.02,326.2
799,6/9/2020 9:00,1.01,4.53,253.7
800,6/9/2020 9:30,0.5,4.53,153.7
801,6/9/2020 10:00,1.01,5.03,121.2
802,6/9/2020 10:30,0,2.01,206.2
803,6/9/2020 11:00,0,1.51,198.7
804,6/9/2020 11:30,0,1.51,261.2
805,6/9/2020 12:00,0,1.51,78.7
806,6/9/2020 12:30,0,2.52,218.7
807,6/9/2020 13:00,0.5,3.52,338.7
808,6/9/2020 13:30,1.01,3.52,291.2
809,6/9/2020 14:00,0.5,2.52,296.2
810,6/9/2020 14:30,0.5,3.02,156.2
811,6/9/2020 15:00,1.01,4.03,241.2
812,6/9/2020 15:30,0.5,3.02,466.2
813,6/9/2020 16:00,0.5,3.02,593.7
814,6/9/2020 16:30,0,3.02,481.2
815,6/9/2020 17:00,0,3.02,448.7
816,6/9/2020 17:30,0,2.52,353.7
817,6/9/2020 18:00,0.5,3.52,483.7
818,6/9/2020 18:30,0.5,4.03,421.2
819,6/9/2020 19:00,0,2.52,678.7
820,6/9/2020 19:30,0.5,3.02,206.2
821,6/9/2020 20:00,0,2.01,78.7
822,6/9/2020 20:30,0,3.02,23.7
823,6/9/2020 21:00,0,1.51,1.2
824,6/9/2020 21:30,0,0,1.2
825,6/9/2020 22:00,0,0,1.2
826,6/9/2020 22:30,0,1.01,1.2
827,6/9/2020 23:00,0,3.02,1.2
828,6/9/2020 23:30,1.01,5.03,1.2
829,6/10/2020 0:00,2.01,8.56,1.2
830,6/10/2020 0:30,3.52,10.07,1.2
831,6/10/2020 1:00,1.51,8.56,1.2
832,6/10/2020 1:30,1.01,4.03,1.2
833,6/10/2020 2:00,1.01,4.03,1.2
834,6/10/2020 2:30,1.01,4.53,1.2
835,6/10/2020 3:00,1.01,5.03,1.2
836,6/10/2020 3:30,1.51,6.04,1.2
837,6/10/2020 4:00,1.51,5.54,1.2
838,6/10/2020 4:30,0.5,4.03,1.2
839,6/10/2020 5:00,0.5,4.53,1.2
840,6/10/2020 5:30,1.01,7.55,1.2
841,6/10/2020 6:00,1.51,6.54,13.7
842,6/10/2020 6:30,1.51,6.04,13.7
843,6/10/2020 7:00,1.51,6.54,18.7
844,6/10/2020 7:30,1.51,5.54,26.2
845,6/10/2020 8:00,1.51,7.05,36.2
846,6/10/2020 8:30,2.01,7.05,76.2
847,6/10/2020 9:00,2.01,7.05,206.2
848,6/10/2020 9:30,2.01,7.05,161.2
849,6/10/2020 10:00,2.01,8.56,333.7
850,6/10/2020 10:30,2.52,7.55,458.7
851,6/10/2020 11:00,2.01,8.05,501.2
852,6/10/2020 11:30,2.01,8.05,1863.7
853,6/10/2020 12:00,3.02,10.57,1413.7
854,6/10/2020 12:30,4.03,11.07,1483.7
855,6/10/2020 13:00,4.03,11.07,918.7
856,6/10/2020 13:30,2.52,8.56,1303.7
857,6/10/2020 14:00,3.02,10.57,786.2
858,6/10/2020 14:30,3.52,11.07,2156.2
859,6/10/2020 15:00,4.03,11.07,1708.7
860,6/10/2020 15:30,3.02,9.56,1993.7
861,6/10/2020 16:00,4.03,11.58,1538.7
862,6/10/2020 16:30,4.53,12.58,1521.2
863,6/10/2020 17:00,4.03,10.07,1301.2
864,6/10/2020 17:30,4.03,9.56,1088.7
865,6/10/2020 18:00,4.03,10.07,83.7
866,6/10/2020 18:30,4.53,10.07,713.7
867,6/10/2020 19:00,3.52,9.06,503.7
868,6/10/2020 19:30,3.52,9.06,316.2
869,6/10/2020 20:00,2.52,7.55,103.7
870,6/10/2020 20:30,1.51,5.54,36.2
871,6/10/2020 21:00,0.5,5.54,1.2
872,6/10/2020 21:30,0,2.01,1.2
873,6/10/2020 22:00,0,1.51,1.2
874,6/10/2020 22:30,0,1.51,1.2
875,6/10/2020 23:00,0,1.51,1.2
876,6/10/2020 23:30,0,3.02,1.2
877,6/11/2020 0:00,0,2.01,1.2
878,6/11/2020 0:30,0,2.52,1.2
879,6/11/2020 1:00,0,2.01,1.2
880,6/11/2020 1:30,0,2.52,1.2
881,6/11/2020 2:00,0,1.01,1.2
882,6/11/2020 2:30,0,1.51,1.2
883,6/11/2020 3:00,0,1.51,1.2
884,6/11/2020 3:30,0,1.01,1.2
885,6/11/2020 4:00,0,1.01,1.2
886,6/11/2020 4:30,0,1.01,1.2
887,6/11/2020 5:00,0,1.51,1.2
888,6/11/2020 5:30,0,0.5,3.7
889,6/11/2020 6:00,0,1.01,38.7
890,6/11/2020 6:30,0,2.01,166.2
891,6/11/2020 7:00,0,2.01,333.7
892,6/11/2020 7:30,0,2.01,513.7
893,6/11/2020 8:00,0.5,4.03,706.2
894,6/11/2020 8:30,1.01,4.03,896.2
895,6/11/2020 9:00,1.01,4.03,1081.2
896,6/11/2020 9:30,1.01,4.53,1253.7
897,6/11/2020 10:00,1.51,5.03,1408.7
898,6/11/2020 10:30,1.51,5.03,1548.7
899,6/11/2020 11:00,1.51,5.03,1666.2
900,6/11/2020 11:30,2.01,6.54,1796.2
901,6/11/2020 12:00,2.01,7.05,346.2
902,6/11/2020 12:30,2.52,8.05,1943.7
903,6/11/2020 13:00,2.52,9.06,1996.2
904,6/11/2020 13:30,2.52,7.05,1908.7
905,6/11/2020 14:00,2.52,7.55,1866.2
906,6/11/2020 14:30,3.02,10.07,1823.7
907,6/11/2020 15:00,2.52,7.55,1753.7
908,6/11/2020 15:30,2.52,9.06,261.2
909,6/11/2020 16:00,2.52,6.54,1536.2
910,6/11/2020 16:30,2.01,6.54,1391.2
911,6/11/2020 17:00,2.01,6.54,1241.2
912,6/11/2020 17:30,2.01,7.55,1068.7
913,6/11/2020 18:00,1.51,7.05,888.7
914,6/11/2020 18:30,2.01,6.04,696.2
915,6/11/2020 19:00,1.51,5.54,498.7
916,6/11/2020 19:30,1.51,5.54,326.2
917,6/11/2020 20:00,0.5,3.02,81.2
918,6/11/2020 20:30,0,1.01,36.2
919,6/11/2020 21:00,0,0,1.2
920,6/11/2020 21:30,0,0,1.2
921,6/11/2020 22:00,0,0,1.2
922,6/11/2020 22:30,0,0,1.2
923,6/11/2020 23:00,0,0,1.2
924,6/11/2020 23:30,0,0,1.2
925,6/12/2020 0:00,0,0,1.2
926,6/12/2020 0:30,0,0,1.2
927,6/12/2020 1:00,0,0.5,1.2
928,6/12/2020 1:30,0,0,1.2
929,6/12/2020 2:00,0,0,1.2
930,6/12/2020 2:30,0,0,1.2
931,6/12/2020 3:00,0,0,1.2
932,6/12/2020 3:30,0,0,1.2
933,6/12/2020 4:00,0,0,1.2
934,6/12/2020 4:30,0,0,1.2
935,6/12/2020 5:00,0,0,1.2
936,6/12/2020 5:30,0,0,3.7
937,6/12/2020 6:00,0,0.5,38.7
938,6/12/2020 6:30,0,0,183.7
939,6/12/2020 7:00,0,0,356.2
940,6/12/2020 7:30,0,0,526.2
941,6/12/2020 8:00,0,0.5,713.7
942,6/12/2020 8:30,0,0.5,898.7
943,6/12/2020 9:00,0,1.01,1083.7
944,6/12/2020 9:30,0,1.01,1253.7
945,6/12/2020 10:00,0,1.01,1413.7
946,6/12/2020 10:30,0,1.51,1546.2
947,6/12/2020 11:00,0,1.51,1666.2
948,6/12/2020 11:30,0,2.01,1763.7
949,6/12/2020 12:00,0,2.52,1833.7
950,6/12/2020 12:30,0.5,2.52,1881.2
951,6/12/2020 13:00,0.5,3.02,1896.2
952,6/12/2020 13:30,0.5,2.52,1893.7
953,6/12/2020 14:00,0,2.01,1873.7
954,6/12/2020 14:30,0,2.52,1818.7
955,6/12/2020 15:00,0.5,2.52,1748.7
956,6/12/2020 15:30,0.5,3.02,1651.2
957,6/12/2020 16:00,0.5,2.52,1533.7
958,6/12/2020 16:30,0.5,2.01,1396.2
959,6/12/2020 17:00,0.5,3.02,1236.2
960,6/12/2020 17:30,0,2.52,1068.7
961,6/12/2020 18:00,0,1.51,881.2
962,6/12/2020 18:30,0,1.51,688.7
963,6/12/2020 19:00,0,0.5,501.2
964,6/12/2020 19:30,0,0,321.2
965,6/12/2020 20:00,0,0,86.2
966,6/12/2020 20:30,0,0.5,38.7
967,6/12/2020 21:00,0,0,1.2
968,6/12/2020 21:30,0,0,1.2
969,6/12/2020 22:00,0,0,1.2
970,6/12/2020 22:30,0,0,1.2
971,6/12/2020 23:00,0,0,1.2
972,6/12/2020 23:30,0,0,1.2
973,6/13/2020 0:00,0,0,1.2
974,6/13/2020 0:30,0,0,1.2
975,6/13/2020 1:00,0.5,4.53,1.2
976,6/13/2020 1:30,0,3.52,1.2
977,6/13/2020 2:00,0,2.01,1.2
978,6/13/2020 2:30,0,2.01,1.2
979,6/13/2020 3:00,0,2.01,1.2
980,6/13/2020 3:30,0,2.52,1.2
981,6/13/2020 4:00,0,2.52,1.2
982,6/13/2020 4:30,0,2.01,1.2
983,6/13/2020 5:00,0,3.02,1.2
984,6/13/2020 5:30,0.5,3.02,1.2
985,6/13/2020 6:00,0.5,3.02,38.7
986,6/13/2020 6:30,0,2.52,153.7
987,6/13/2020 7:00,0.5,2.52,318.7
988,6/13/2020 7:30,1.01,5.54,501.2
989,6/13/2020 8:00,1.01,5.54,691.2
990,6/13/2020 8:30,1.51,6.54,826.2
991,6/13/2020 9:00,1.51,5.54,1076.2
992,6/13/2020 9:30,1.51,6.04,1318.7
993,6/13/2020 10:00,1.51,6.04,1498.7
994,6/13/2020 10:30,1.51,6.04,1056.2
995,6/13/2020 11:00,1.51,5.54,1378.7
996,6/13/2020 11:30,1.51,5.54,721.2
997,6/13/2020 12:00,1.51,5.54,1841.2
998,6/13/2020 12:30,2.01,5.54,1861.2
999,6/13/2020 13:00,1.51,5.03,1888.7
1000,6/13/2020 13:30,1.51,5.54,1908.7
1001,6/13/2020 14:00,1.51,7.05,1791.2
1002,6/13/2020 14:30,1.51,5.03,1351.2
1003,6/13/2020 15:00,2.01,6.04,1843.7
1004,6/13/2020 15:30,2.01,6.54,1676.2
1005,6/13/2020 16:00,2.01,8.05,1601.2
1006,6/13/2020 16:30,1.51,8.05,856.2
1007,6/13/2020 17:00,1.51,5.54,1328.7
1008,6/13/2020 17:30,2.01,6.04,786.2
1009,6/13/2020 18:00,1.51,6.54,958.7
1010,6/13/2020 18:30,1.51,5.54,661.2
1011,6/13/2020 19:00,1.51,5.54,433.7
1012,6/13/2020 19:30,1.51,5.54,346.2
1013,6/13/2020 20:00,1.51,6.04,106.2
1014,6/13/2020 20:30,1.01,4.53,36.2
1015,6/13/2020 21:00,1.01,4.53,3.7
1016,6/13/2020 21:30,0.5,4.03,1.2
1017,6/13/2020 22:00,1.01,5.03,1.2
1018,6/13/2020 22:30,1.01,4.53,1.2
1019,6/13/2020 23:00,0.5,5.54,1.2
1020,6/13/2020 23:30,0.5,4.53,1.2
1021,6/14/2020 0:00,1.01,4.03,1.2
1022,6/14/2020 0:30,1.01,3.52,1.2
1023,6/14/2020 1:00,1.01,3.52,1.2
1024,6/14/2020 1:30,1.01,6.04,1.2
1025,6/14/2020 2:00,1.01,4.53,1.2
1026,6/14/2020 2:30,1.01,5.03,1.2
1027,6/14/2020 3:00,1.51,6.04,1.2
1028,6/14/2020 3:30,1.01,5.54,1.2
1029,6/14/2020 4:00,1.01,6.04,1.2
1030,6/14/2020 4:30,1.01,5.03,1.2
1031,6/14/2020 5:00,1.01,5.03,1.2
1032,6/14/2020 5:30,1.51,6.04,3.7
1033,6/14/2020 6:00,1.51,6.04,43.7
1034,6/14/2020 6:30,1.51,7.05,166.2
1035,6/14/2020 7:00,2.01,6.54,363.7
1036,6/14/2020 7:30,2.01,8.56,476.2
1037,6/14/2020 8:00,2.01,7.05,761.2
1038,6/14/2020 8:30,2.01,7.55,973.7
1039,6/14/2020 9:00,2.01,7.05,1056.2
1040,6/14/2020 9:30,2.52,7.05,1266.2
1041,6/14/2020 10:00,2.52,7.05,1523.7
1042,6/14/2020 10:30,2.52,8.05,1503.7
1043,6/14/2020 11:00,3.02,8.56,1646.2
1044,6/14/2020 11:30,2.52,10.07,1373.7
1045,6/14/2020 12:00,2.52,7.05,608.7
1046,6/14/2020 12:30,2.52,7.55,1856.2
1047,6/14/2020 13:00,2.52,8.05,1941.2
1048,6/14/2020 13:30,2.52,7.05,1926.2
1049,6/14/2020 14:00,3.02,8.56,1846.2
1050,6/14/2020 14:30,2.52,8.05,1796.2
1051,6/14/2020 15:00,2.52,8.05,1751.2
1052,6/14/2020 15:30,3.02,8.56,1516.2
1053,6/14/2020 16:00,2.52,8.56,1318.7
1054,6/14/2020 16:30,3.02,8.56,1368.7
1055,6/14/2020 17:00,3.02,8.05,1223.7
1056,6/14/2020 17:30,3.02,9.56,1048.7
1057,6/14/2020 18:00,3.02,9.56,871.2
1058,6/14/2020 18:30,3.02,9.06,633.7
1059,6/14/2020 19:00,3.02,8.05,303.7
1060,6/14/2020 19:30,2.52,7.05,148.7
1061,6/14/2020 20:00,2.01,6.04,71.2
1062,6/14/2020 20:30,2.01,4.53,26.2
1063,6/14/2020 21:00,2.01,5.54,1.2
1064,6/14/2020 21:30,1.51,6.04,1.2
1065,6/14/2020 22:00,1.51,5.03,1.2
1066,6/14/2020 22:30,1.51,4.53,1.2
1067,6/14/2020 23:00,1.51,5.03,1.2
1068,6/14/2020 23:30,1.51,6.04,1.2
1069,6/15/2020 0:00,1.51,5.03,1.2
1070,6/15/2020 0:30,1.51,5.54,1.2
1071,6/15/2020 1:00,1.51,6.04,1.2
1072,6/15/2020 1:30,1.51,5.03,1.2
1073,6/15/2020 2:00,2.01,6.54,1.2
1074,6/15/2020 2:30,1.51,6.04,1.2
1075,6/15/2020 3:00,1.51,5.03,1.2
1076,6/15/2020 3:30,1.51,6.04,1.2
1077,6/15/2020 4:00,2.01,6.04,1.2
1078,6/15/2020 4:30,1.51,6.54,1.2
1079,6/15/2020 5:00,1.51,7.05,1.2
1080,6/15/2020 5:30,1.51,6.54,1.2
1081,6/15/2020 6:00,1.51,5.54,38.7
1082,6/15/2020 6:30,1.01,5.03,136.2
1083,6/15/2020 7:00,1.51,5.54,233.7
1084,6/15/2020 7:30,2.01,5.03,378.7
1085,6/15/2020 8:00,2.01,6.54,386.2
1086,6/15/2020 8:30,1.51,6.54,423.7
1087,6/15/2020 9:00,1.51,6.54,976.2
1088,6/15/2020 9:30,2.01,6.04,1318.7
1089,6/15/2020 10:00,1.51,6.04,1393.7
1090,6/15/2020 10:30,2.01,6.54,1511.2
1091,6/15/2020 11:00,2.01,7.05,1678.7
1092,6/15/2020 11:30,2.01,5.54,1171.2
1093,6/15/2020 12:00,2.01,5.54,878.7
1094,6/15/2020 12:30,1.51,5.54,1941.2
1095,6/15/2020 13:00,2.01,7.05,1046.2
1096,6/15/2020 13:30,1.51,6.54,1053.7
1097,6/15/2020 14:00,1.51,7.55,1791.2
1098,6/15/2020 14:30,1.51,7.05,1731.2
1099,6/15/2020 15:00,1.51,5.54,1718.7
1100,6/15/2020 15:30,1.51,6.54,1618.7
1101,6/15/2020 16:00,1.51,5.54,1498.7
1102,6/15/2020 16:30,1.51,6.54,1368.7
1103,6/15/2020 17:00,1.51,5.03,1208.7
1104,6/15/2020 17:30,2.01,6.54,1041.2
1105,6/15/2020 18:00,1.51,6.04,853.7
1106,6/15/2020 18:30,1.51,6.04,673.7
1107,6/15/2020 19:00,2.01,5.54,476.2
1108,6/15/2020 19:30,2.01,7.05,311.2
1109,6/15/2020 20:00,1.51,5.03,96.2
1110,6/15/2020 20:30,1.51,5.03,36.2
1111,6/15/2020 21:00,1.51,5.54,1.2
1112,6/15/2020 21:30,1.01,4.03,1.2
1113,6/15/2020 22:00,1.01,4.03,1.2
1114,6/15/2020 22:30,1.01,4.03,1.2
1115,6/15/2020 23:00,1.01,5.03,1.2
1116,6/15/2020 23:30,1.01,4.03,1.2
1117,6/16/2020 0:00,1.01,4.53,1.2
1118,6/16/2020 0:30,1.01,4.53,1.2
1119,6/16/2020 1:00,1.01,3.52,1.2
1120,6/16/2020 1:30,0.5,4.03,1.2
1121,6/16/2020 2:00,0.5,3.52,1.2
1122,6/16/2020 2:30,0.5,3.52,1.2
1123,6/16/2020 3:00,0.5,4.53,1.2
1124,6/16/2020 3:30,0.5,3.52,1.2
1125,6/16/2020 4:00,0.5,3.52,1.2
1126,6/16/2020 4:30,0.5,3.02,1.2
