doy,period,pond,time,secchi,adj_secchi,chl,phyco,chlfil,phycofil,dosat_before,dosat_after,tp,srp,tn,nox,nhx
182,PULSE1,C,940,1.68,NA,455,136.29,336.98,82.34,99.5,96,NA,NA,NA,NA,NA
182,PULSE1,D,1000,1.37,NA,2018.1,669.9,431.23,126.32,99.5,96,NA,NA,NA,NA,NA
182,PULSE1,E,1020,1.3,NA,1576.4,583.3,478.87,158.97,99.5,96,NA,NA,NA,NA,NA
182,PULSE1,F,1040,1.55,NA,884.41,413.75,386.55,94.36,99.5,96,NA,NA,NA,NA,NA
183,PULSE1,A,940,1.3,NA,1568.8,441.37,375.07,83.78,92.5,96,47.9,0,0.42773,0,0.00965
183,PULSE1,B,955,1.6,NA,648.27,302.34,316.98,45.43,92.5,96,28.75,0,0.47403,0,0.06175
183,PULSE1,C,1010,1.68,NA,486.48,91.55,281.73,24.88,92.5,96,19.8,0,0.356625,0.039622,0.002
183,PULSE1,D,1030,1.36,NA,3308,1136,535.95,86.6,92.5,96,53.85,10.15,0.564345,0.036323,0
183,PULSE1,E,1050,1.4,NA,1382.2,483.99,540.72,80.89,92.5,96,59.65,13.3,0.52511,0,0.00435
183,PULSE1,F,1110,1.44,NA,858.71,254.78,300.83,44.74,92.5,96,59.4,4.95,0.554355,0.073733,0
184,PULSE1,A,900,1.32,NA,1304.1,427.22,NA,NA,96.5,96.7,NA,NA,NA,NA,NA
184,PULSE1,B,900,1.63,NA,602.57,227.77,NA,NA,96.5,96.7,NA,NA,NA,NA,NA
184,PULSE1,C,920,1.66,NA,474.09,121.37,NA,NA,96.5,96.7,NA,NA,NA,NA,NA
184,PULSE1,D,930,1.3,NA,1568.8,468.38,NA,NA,96.5,96.7,NA,NA,NA,NA,NA
184,PULSE1,E,945,1.44,NA,1063.3,303.02,NA,NA,96.5,96.7,NA,NA,NA,NA,NA
184,PULSE1,F,1000,1.44,NA,1339.4,385.36,NA,NA,96.5,96.7,NA,NA,NA,NA,NA
185,PULSE1,A,900,1.3,NA,1836.3,711.07,538.79,124.19,97.1,96.9,49.25,0.7,0.47162,0.20554,NA
185,PULSE1,B,910,1.6,NA,972.87,361.24,289.35,63.85,97.1,96.9,33.7,0,0.43287,0.15227,NA
185,PULSE1,C,920,1.65,NA,534.02,150.45,283.66,53.26,97.1,96.9,26.55,0,0.48231,0.15586,NA
185,PULSE1,D,935,0.9,NA,1822,689,478.87,50.38,97.1,96.9,42,6.05,0.556035,0.17312,NA
185,PULSE1,E,950,1.5,NA,1097.5,248.38,410.31,106.46,97.1,96.9,47.7,11.6,0.444575,0.16963,NA
185,PULSE1,F,1010,1.47,NA,1270,369,296.97,6.39,97.1,96.9,41.1,3.2,0.58636,0.0456,NA
186,PULSE1,A,1127,1.3,NA,2643.5,806.12,NA,NA,96.8,96.8,NA,NA,NA,NA,NA
186,PULSE1,B,1118,1.6,NA,909.09,317.94,NA,NA,96.8,96.8,NA,NA,NA,NA,NA
186,PULSE1,C,1110,1.7,NA,561.64,151.13,NA,NA,96.8,96.8,NA,NA,NA,NA,NA
186,PULSE1,D,1102,1,NA,1333.7,440.69,NA,NA,96.8,96.8,NA,NA,NA,NA,NA
186,PULSE1,E,1053,1.5,NA,897.71,299.45,NA,NA,96.8,96.8,NA,NA,NA,NA,NA
186,PULSE1,F,1041,1.45,NA,1081.4,310.1,NA,NA,96.8,96.8,NA,NA,NA,NA,NA
187,PULSE1,A,1217,1.3,NA,1509.8,317.94,NA,NA,97.4,96.7,NA,NA,NA,NA,NA
187,PULSE1,B,1201,1.45,NA,974.8,491.75,NA,NA,97.4,96.7,NA,NA,NA,NA,NA
187,PULSE1,C,1148,1.6,NA,553.11,137.66,NA,NA,97.4,96.7,NA,NA,NA,NA,NA
187,PULSE1,D,1137,1.1,NA,1803.9,621.65,NA,NA,97.4,96.7,NA,NA,NA,NA,NA
187,PULSE1,E,1124,1.5,NA,1454.5,444.95,NA,NA,97.4,96.7,NA,NA,NA,NA,NA
187,PULSE1,F,1111,1.4,NA,1039.5,247.7,NA,NA,97.4,96.7,NA,NA,NA,NA,NA
188,PULSE1,A,915,1.25,NA,2059,650.03,427.48,53.26,96.7,96.7,55.9,0.15,0.41786,0.121505,NA
188,PULSE1,B,930,1.56,NA,727.29,294.5,331.3,66.74,96.7,96.7,30.6,0,0.354615,0.0998,NA
188,PULSE1,C,945,1.54,NA,418.84,187.35,284.68,78.76,96.7,96.7,42.1,0,0.2453,0.23831,NA
188,PULSE1,D,1000,1.25,NA,1173.7,320.76,487.4,92.99,96.7,96.7,40.85,5.9,0.19281,0.17918,NA
188,PULSE1,E,1020,1.3,NA,1333.7,359.11,736.84,165.36,96.7,96.7,53.45,10.35,0.207615,0.18456,NA
188,PULSE1,F,1030,1.45,NA,1095.7,307.29,517.87,43.3,96.7,96.7,53.5,3.05,0.44337,0.209445,NA
189,PULSE1,A,930,1.3,NA,2120,405.91,NA,NA,96.2,96.6,NA,NA,NA,NA,NA
189,PULSE1,B,945,1.54,NA,986.27,398.08,NA,NA,96.2,96.6,NA,NA,NA,NA,NA
189,PULSE1,C,1000,1.55,NA,692.05,199.38,NA,NA,96.2,96.6,NA,NA,NA,NA,NA
189,PULSE1,D,1015,1.1,NA,1072.9,263.3,NA,NA,96.2,96.6,NA,NA,NA,NA,NA
189,PULSE1,E,1035,1.7,NA,1684,590.38,NA,NA,96.2,96.6,NA,NA,NA,NA,NA
189,PULSE1,F,1050,1.33,NA,1656.3,542.89,NA,NA,96.2,96.6,NA,NA,NA,NA,NA
190,PULSE1,A,1010,1.12,NA,2779.7,637.25,433.16,105.02,96.1,96.2,77.05,1,0.694305,0.2578,0.0085
190,PULSE1,B,1000,1.63,NA,895.78,408.04,341.76,88.04,96.1,96.2,34.55,0,0.5467,0.16694,0.0065
190,PULSE1,C,945,1.46,NA,594.04,156.15,313.22,33.4,96.1,96.2,31.15,0,0.672785,0.12295,0.00725
190,PULSE1,D,930,1.27,NA,724.45,195.19,411.23,39.04,96.1,96.2,44,6.4,0.658815,6.24E-02,0.0013
190,PULSE1,E,920,1.28,NA,1590.7,478.28,403.61,28.38,96.1,96.2,54.65,11.7,0.64178,9.65E-02,0.00585
190,PULSE1,F,910,1.4,NA,1714.4,381.1,466.48,39.04,96.1,96.2,63.05,3.95,0.333705,0,0
191,PULSE1,A,950,1.15,NA,2367.5,473.33,NA,NA,96.2,95.9,NA,NA,NA,NA,NA
191,PULSE1,B,1010,1.63,NA,1606.9,558.49,NA,NA,96.2,95.9,NA,NA,NA,NA,NA
191,PULSE1,C,940,1.46,NA,798.69,307.29,NA,NA,96.2,95.9,NA,NA,NA,NA,NA
191,PULSE1,D,930,1.27,NA,1155.6,279.59,NA,NA,96.2,95.9,NA,NA,NA,NA,NA
191,PULSE1,E,920,1.28,NA,2886.3,1062.2,NA,NA,96.2,95.9,NA,NA,NA,NA,NA
191,PULSE1,F,910,1.4,NA,2011.5,652.85,NA,NA,96.2,95.9,NA,NA,NA,NA,NA
192,PULSE1,A,1010,1.03,NA,4158.1,996.29,430.32,95.12,95.6,96.6,129.8,1.6,0.27313,0.22823,NA
192,PULSE1,B,950,1.52,NA,2054.3,629.42,373.14,26.25,95.6,96.6,35.75,0.05,0.20601,0.17808,NA
192,PULSE1,C,935,1.25,NA,859.62,263.99,344.6,77.39,95.6,96.6,46.35,0.9,0.309985,0.157065,NA
192,PULSE1,D,920,1.16,NA,966.27,196.56,443.63,113.54,95.6,96.6,93.4,13.1,0.1219305,0.0332,NA
192,PULSE1,E,910,1.24,NA,2299.9,830.24,574.03,97.94,95.6,96.6,73.55,15.2,0.18841,0.0516,NA
192,PULSE1,F,900,1.23,NA,1464.1,546.39,478.87,114.3,95.6,96.6,65,3.3,0.191425,0.10966,NA
193,PULSE1,A,,1.3,NA,4039.1,745.09,NA,NA,96.5,96.5,NA,NA,NA,NA,NA
193,PULSE1,B,,1.4,NA,2934.8,563.4,NA,NA,96.5,96.5,NA,NA,NA,NA,NA
193,PULSE1,C,,1.2,NA,1361.3,289.55,NA,NA,96.5,96.5,NA,NA,NA,NA,NA
193,PULSE1,D,,1,NA,1308,214.3,NA,NA,96.5,96.5,NA,NA,NA,NA,NA
193,PULSE1,E,,1.6,NA,2100,563.44,NA,NA,96.5,96.5,NA,NA,NA,NA,NA
193,PULSE1,F,,1.4,NA,1016.7,502.41,NA,NA,96.5,96.5,NA,NA,NA,NA,NA
194,PULSE1,A,1029,0.9,NA,3989.4,1026.8,NA,NA,101.7,96.6,NA,NA,NA,NA,NA
194,PULSE1,B,1022,1.5,NA,5497.5,1310.6,NA,NA,101.7,96.6,NA,NA,NA,NA,NA
194,PULSE1,C,1019,1.45,NA,1763,412.3,NA,NA,101.7,96.6,NA,NA,NA,NA,NA
194,PULSE1,D,1014,1.25,NA,1061.4,249.07,NA,NA,101.7,96.6,NA,NA,NA,NA,NA
194,PULSE1,E,1010,1.35,NA,2019,784.81,NA,NA,101.7,96.6,NA,NA,NA,NA,NA
194,PULSE1,F,1003,1.35,NA,1096.6,373.26,NA,NA,101.7,96.6,NA,NA,NA,NA,NA
195,PULSE1,A,1045,0.76,NA,5745,1417.1,456.02,100.76,85.7,96.5,152.85,4.25,0.58084,0.237585,NA
195,PULSE1,B,1030,1.47,NA,1755.4,527.22,377,83.02,85.7,96.5,41.65,0,0.39267,0.222985,NA
195,PULSE1,C,1010,1.3,NA,632.12,228.52,337.9,57.53,85.7,96.5,33.4,0,0.38198,0.200365,NA
195,PULSE1,D,955,0.87,NA,817.78,186.67,419.86,80.21,85.7,96.5,51.1,6.7,0.398345,0.227935,NA
195,PULSE1,E,940,1.16,NA,1391.8,415.12,415.09,71.68,85.7,96.5,57.5,9.1,0.446365,0.34921,NA
195,PULSE1,F,920,1.55,NA,728.2,260.41,415.09,33.4,85.7,96.5,47,1.6,0.45091,0.19432,NA
196,PULSE1,A,935,0.8,NA,8326.8,1576.7,NA,NA,99.3,96.2,NA,NA,NA,NA,NA
196,PULSE1,B,930,1.46,NA,5567,1336.2,NA,NA,99.3,96.2,NA,NA,NA,NA,NA
196,PULSE1,C,925,1.47,NA,1134.7,347.01,NA,NA,99.3,96.2,NA,NA,NA,NA,NA
196,PULSE1,D,920,0.9,NA,951.95,199.38,NA,NA,99.3,96.2,NA,NA,NA,NA,NA
196,PULSE1,E,910,1.36,NA,2180,646.46,NA,NA,99.3,96.2,NA,NA,NA,NA,NA
196,PULSE1,F,900,1.38,NA,1039.5,315.05,NA,NA,99.3,96.2,NA,NA,NA,NA,NA
197,PULSE1,A,1000,0.77,NA,12695,2329.6,643.5,118.49,96.7,96.6,144.1,2.2,0.5177,0.119805,0.00845
197,PULSE1,B,945,1.2,NA,5147.2,836.63,475.01,79.52,96.7,96.6,44.45,0.4,0.2864,0.1137315,0
197,PULSE1,C,935,1.3,NA,2622.6,491.07,452.16,148.32,96.7,96.6,36.7,1.95,0.3258,0.0489448,0.0038
197,PULSE1,D,925,1.15,NA,1346.1,294.5,582.56,119.93,96.7,96.6,49.7,5.2,0.2638,0.11429,0.00605
197,PULSE1,E,915,1.17,NA,1735.4,325.7,567.33,119.24,96.7,96.6,51.5,8.15,0.292,0.104832,0.0077
197,PULSE1,F,900,1.34,NA,1393.6,406.6,527.41,133.4,96.7,96.6,44.4,3.2,0.3552,0.02548985,0.02495
198,PULSE1,A,1321,0.9,NA,2971.1,665.4,NA,NA,99.2,96.7,NA,NA,NA,NA,NA
198,PULSE1,B,1315,1.35,NA,2926.3,569.14,NA,NA,99.2,96.7,NA,NA,NA,NA,NA
198,PULSE1,C,1313,1.4,NA,713.07,193.06,NA,NA,99.2,96.7,NA,NA,NA,NA,NA
198,PULSE1,D,1311,1.35,NA,926.25,146.87,NA,NA,99.2,96.7,NA,NA,NA,NA,NA
198,PULSE1,E,1307,1,NA,1314.6,310.79,NA,NA,99.2,96.7,NA,NA,NA,NA,NA
198,PULSE1,F,1301,1.5,NA,638.73,146.19,NA,NA,99.2,96.7,NA,NA,NA,NA,NA
199,PULSE1,A,1059,0.95,NA,8143.9,2048.6,449.31,71,95.4,96.8,134.35,2.75,0.38733,0.1476,NA
199,PULSE1,B,1043,1.4,NA,1367,383.92,470.23,56.08,95.4,96.8,35,0,0.236695,0.159885,NA
199,PULSE1,C,1030,1.4,NA,772.49,195.88,468.41,99.38,95.4,96.8,37.1,0,0.249375,0.081065,NA
199,PULSE1,D,1015,1.15,NA,670.21,205.77,508.32,68.11,95.4,96.8,42.2,3.05,0.24845,0.0446,NA
199,PULSE1,E,947,1.1,NA,745.37,190.17,486.46,40.48,95.4,96.8,53.85,7.4,0.24674,0.0511,NA
199,PULSE1,F,1003,1.4,NA,687.27,193.06,127.46,40.48,95.4,96.8,40.8,2.1,0.285025,0.16789,NA
200,PULSE1,A,1105,0.9,NA,4044.9,1180.7,NA,NA,95.3,96.4,NA,NA,NA,NA,NA
200,PULSE1,B,1058,1.3,NA,1109,312.92,NA,NA,95.3,96.4,NA,NA,NA,NA,NA
200,PULSE1,C,1053,1.5,NA,732.06,260.41,NA,NA,95.3,96.4,NA,NA,NA,NA,NA
200,PULSE1,D,1046,1.1,NA,1027.2,253.33,NA,NA,95.3,96.4,NA,NA,NA,NA,NA
200,PULSE1,E,1036,1.25,NA,745.37,275.33,NA,NA,95.3,96.4,NA,NA,NA,NA,NA
200,PULSE1,F,1027,1.45,NA,639.74,344.88,NA,NA,95.3,96.4,NA,NA,NA,NA,NA
201,PULSE1,A,1344,1.25,NA,1636.6,405.22,NA,NA,95,96.6,NA,NA,NA,NA,NA
201,PULSE1,B,1339,1.5,NA,1484.1,342.75,NA,NA,95,96.6,NA,NA,NA,NA,NA
201,PULSE1,C,1333,1.45,NA,831.09,202.96,NA,NA,95,96.6,NA,NA,NA,NA,NA
201,PULSE1,D,1327,1.3,NA,1009.1,266.12,NA,NA,95,96.6,NA,NA,NA,NA,NA
201,PULSE1,E,1319,1.4,NA,1005.1,419.38,NA,NA,95,96.6,NA,NA,NA,NA,NA
201,PULSE1,F,1315,1.5,NA,910.17,373.26,NA,NA,95,96.6,NA,NA,NA,NA,NA
202,PULSE1,A,1040,0.84,NA,9606.2,1888.2,443.63,39.73,98.5,96.7,140.2,4.25,0.860925,0.197735,NA
202,PULSE1,B,1020,1.38,NA,1665.9,442.82,375.98,42.61,98.5,96.7,32.2,2.3,0.42419,0.150745,NA
202,PULSE1,C,1000,1.44,NA,1025.2,270.38,374.16,73.81,98.5,96.7,35.15,0,0.578165,0.10334,NA
202,PULSE1,D,940,1.08,NA,1011.9,415.12,480.7,102.2,98.5,96.7,40.65,2.6,0.397185,0.142505,NA
202,PULSE1,E,920,1.1,NA,1180.4,469.07,517.87,132.71,98.5,96.7,56.9,22.75,0.16022,0.13184,NA
202,PULSE1,F,900,1.33,NA,1294.7,660.67,408.38,82.34,98.5,96.7,40.45,5.3,0.412525,0.262875,NA
203,PULSE1,A,1000,0.52,NA,11013,2389.9,NA,NA,94.5,96.5,NA,NA,NA,NA,NA
203,PULSE1,B,950,1.48,NA,1362.2,442.82,NA,NA,94.5,96.5,NA,NA,NA,NA,NA
203,PULSE1,C,940,1.45,NA,1288.9,344.88,NA,NA,94.5,96.5,NA,NA,NA,NA,NA
203,PULSE1,D,920,1.28,NA,889.18,303.71,NA,NA,94.5,96.5,NA,NA,NA,NA,NA
203,PULSE1,E,910,1.15,NA,1146.1,459.86,NA,NA,94.5,96.5,NA,NA,NA,NA,NA
203,PULSE1,F,900,1.48,NA,1157.6,586.87,NA,NA,94.5,96.5,NA,NA,NA,NA,NA
204,PULSE1,A,850,0.7,NA,5303.3,1292.9,430.32,63.16,98.3,96.7,169.75,1.95,0.8262,0.121285,0.02395
204,PULSE1,B,900,1.68,NA,964.34,234.91,351.3,61.79,98.3,96.7,46.5,0,0.334,0.1080595,0.02385
204,PULSE1,C,910,1.52,NA,915.79,201.51,388.38,93.68,98.3,96.7,53.4,0.7,0.3346,0.09132095,0.0239
204,PULSE1,D,920,0.87,NA,797.77,239.18,456.02,150.45,98.3,96.7,52.45,5.95,0.4664,0.167565,0.0177
204,PULSE1,E,940,1.31,NA,1154.7,349.14,413.16,34.87,98.3,96.7,51.95,6.95,0.3191,0.0830475,0.01615
204,PULSE1,F,950,1.4,NA,1018.5,383.92,378.93,46.87,98.3,96.7,44.1,2.5,0.3631,0.046476,0.01855
205,PULSE1,A,950,0.78,NA,4315.2,1064.4,NA,NA,97.2,97,NA,NA,NA,NA,NA
205,PULSE1,B,940,1.64,NA,1335.6,400.96,NA,NA,97.2,97,NA,NA,NA,NA,NA
205,PULSE1,C,930,1.55,NA,754,234.91,NA,NA,97.2,97,NA,NA,NA,NA,NA
205,PULSE1,D,920,1.07,NA,714.9,242.68,NA,NA,97.2,97,NA,NA,NA,NA,NA
205,PULSE1,E,910,1.32,NA,845.3,314.36,NA,NA,97.2,97,NA,NA,NA,NA,NA
205,PULSE1,F,900,1.35,NA,1268.9,517.32,NA,NA,97.2,97,NA,NA,NA,NA,NA
206,PULSE1,A,1040,0.84,NA,3588.9,911.82,407.47,37.59,97,96.9,93.35,0.7,0.77441,0.135805,NA
206,PULSE1,B,1020,1.6,NA,2011.5,394.57,340.84,22.75,97,96.9,45.15,0,0.635875,0.273235,NA
206,PULSE1,C,1000,1.52,NA,1089.9,220,360.75,57.53,97,96.9,42.45,0.35,0.4523,0.229505,NA
206,PULSE1,D,940,1.16,NA,654.98,196.56,459.77,78.08,97,96.9,58,5.1,0.28673,0.15321,NA
206,PULSE1,E,920,1.31,NA,969.11,390.31,388.38,83.78,97,96.9,47.05,5.05,0.270995,0.22661,NA
206,PULSE1,F,900,1.43,NA,1341.3,410.17,447.38,110.72,97,96.9,55.85,1.7,0.29182,0.18659,NA
207,PULSE1,A,,1.1,NA,5265.3,963.64,NA,NA,97,97,NA,NA,NA,NA,NA
207,PULSE1,B,,1.5,NA,3539.3,552.78,NA,NA,97,97,NA,NA,NA,NA,NA
207,PULSE1,C,,1.4,NA,1308.9,300.89,NA,NA,97,97,NA,NA,NA,NA,NA
207,PULSE1,D,,1.25,NA,2306.5,566.25,NA,NA,97,97,NA,NA,NA,NA,NA
207,PULSE1,E,,1.25,NA,2469.3,914.71,NA,NA,97,97,NA,NA,NA,NA,NA
207,PULSE1,F,,1.4,NA,3091.3,884.88,NA,NA,97,97,NA,NA,NA,NA,NA
208,PULSE1,A,,1.1,NA,8167.7,1308.5,NA,NA,97,97,NA,NA,NA,NA,NA
208,PULSE1,B,,1.4,NA,4103.9,510.93,NA,NA,97,97,NA,NA,NA,NA,NA
208,PULSE1,C,,1.3,NA,2453.2,645.77,NA,NA,97,97,NA,NA,NA,NA,NA
208,PULSE1,D,,1.1,NA,2289.4,457.7,NA,NA,97,97,NA,NA,NA,NA,NA
208,PULSE1,E,,1.1,NA,4162.9,1109.8,NA,NA,97,97,NA,NA,NA,NA,NA
208,PULSE1,F,,1.3,NA,4246.7,1058.7,NA,NA,97,97,NA,NA,NA,NA,NA
209,PULSE1,A,1040,1.01,NA,6492.3,1554.7,425.55,17.73,93.1,96.8,92.85,0.55,0.788245,0.303715,NA
209,PULSE1,B,1020,1.4,NA,2287.5,505,343.69,83.78,93.1,96.8,47.5,0,0.412085,0.222305,NA
209,PULSE1,C,1000,1.28,NA,1192.8,369,357.91,75.26,93.1,96.8,44.6,0.35,0.600335,0.21242,NA
209,PULSE1,D,940,1.18,NA,1137.6,218.56,468.41,70.24,93.1,96.8,276.55,1.8,0.56365,0.260605,NA
209,PULSE1,E,920,1.2,NA,1079.5,276.77,454.09,52.51,93.1,96.8,52.95,6.9,0.30966,0.305815,NA
209,PULSE1,F,900,1.25,NA,2603.6,656.43,684.43,127.77,93.1,96.8,53.15,2.1,0.55414,0.21432,NA
210,PULSE1,A,945,1.05,NA,3317.5,767.08,440.78,59.66,96.6,96.6,85.7,0,0.5307,0.036837,NA
210,PULSE1,B,940,1.52,NA,1599.3,410.86,395.08,97.25,96.6,96.6,58.15,0,0.4098,0.0856635,NA
210,PULSE1,C,930,1.51,NA,950.02,295.94,407.47,91.55,96.6,96.6,46.3,0,0.3524,0.109267,NA
210,PULSE1,D,920,0.9,NA,852.92,271.82,509.34,101.51,96.6,96.6,47.25,2.75,0.8181,0.22345,NA
210,PULSE1,E,910,1.14,NA,911.02,318.63,467.39,58.91,96.6,96.6,51.8,0.685,0.2803,0.052105,NA
210,PULSE1,F,900,1.3,NA,2022,764.26,654.98,186.67,96.6,96.6,49.35,0.42,0.449,0.173065,NA
211,PULSE2,A,1000,1.2,NA,2651.1,649.28,450.33,36.91,97.6,96.4,73,0.085,0.589545,0.171285,0.0078
211,PULSE2,B,950,1.35,NA,1450.8,403.78,401.68,61.03,97.6,96.4,46.05,0,0.32086,0.1899,0.01645
211,PULSE2,C,940,1.34,NA,1720.1,324.33,361.77,127.77,97.6,96.4,42,0.02,0.383885,0.31011,0.00895
211,PULSE2,D,920,1.1,NA,1175.6,303.02,473.08,91.55,97.6,96.4,38.15,0.15,0.50279,0.243275,0.0103
211,PULSE2,E,910,1.2,NA,1021.4,266.12,446.47,45.43,97.6,96.4,44.1,0,0.37915,0.144625,0.01155
211,PULSE2,F,900,1.45,NA,1735.4,525.15,496.95,66.74,97.6,96.4,52.75,0.19,0.338635,0.137495,0.0135
212,PULSE2,A,935,1.08,NA,3483.1,890.58,408.38,30.52,98.6,96.4,74.6,0,0.60616,0.133905,NA
212,PULSE2,B,930,1.1,NA,3694.5,1047.3,369.38,54.64,98.6,96.4,42.45,0,0.252485,0.202525,NA
212,PULSE2,C,925,1.23,NA,1862.9,522.27,399.38,95.12,98.6,96.4,39.5,0.55,0.387965,0.036353,NA
212,PULSE2,D,920,1.2,NA,1050.9,234.16,524.57,132.71,98.6,96.4,35.3,0,0.27738,0.1022965,NA
212,PULSE2,E,910,1.26,NA,1144.3,339.93,478.87,89.42,98.6,96.4,50.05,4.2,0.293015,0.01998865,NA
212,PULSE2,F,900,1.4,NA,3402.3,1031,448.4,82.34,98.6,96.4,55.7,3.05,0.577295,0.1157465,NA
213,PULSE2,A,1040,1.14,NA,2780.6,664.19,451.24,56.08,94.7,96.7,70.15,0,0.22989,0.1144215,NA
213,PULSE2,B,1020,0.97,NA,2641.7,547.15,375.07,8.52,94.7,96.7,33.85,0,0.28925,0.13374,NA
213,PULSE2,C,1000,1.15,NA,1727.7,493.88,400.77,27.01,94.7,96.7,52.7,0.05,0.270985,0.230505,NA
213,PULSE2,D,940,1.11,NA,937.73,194.43,529.24,129.14,94.7,96.7,38.05,0.005,0.25767,0.218225,NA
213,PULSE2,E,920,1.24,NA,787.31,320.76,476.94,92.23,94.7,96.7,41.95,0.525,0.072215,0.0541495,NA
213,PULSE2,F,900,1.18,NA,1850.5,527.97,421.69,134.85,94.7,96.7,43.85,0.065,0.239455,0.147245,NA
214,PULSE2,A,,1.3,NA,3273.7,667.01,NA,NA,97,96.7,NA,NA,NA,NA,NA
214,PULSE2,B,,1.25,NA,3578.4,686.94,NA,NA,97,96.7,NA,NA,NA,NA,NA
214,PULSE2,C,,1.15,NA,2074.3,465.5,NA,NA,97,96.7,NA,NA,NA,NA,NA
214,PULSE2,D,,1.2,NA,2811.1,639.38,NA,NA,97,96.7,NA,NA,NA,NA,NA
214,PULSE2,E,,1.25,NA,2730.2,629.42,NA,NA,97,96.7,NA,NA,NA,NA,NA
214,PULSE2,F,,1.35,NA,2959.2,545.7,NA,NA,97,96.7,NA,NA,NA,NA,NA
215,PULSE2,A,,1.3,NA,4360.8,694.71,NA,NA,91.7,96.7,NA,NA,NA,NA,NA
215,PULSE2,B,,1.2,NA,5454.7,923.23,NA,NA,91.7,96.7,NA,NA,NA,NA,NA
215,PULSE2,C,,1.05,NA,2895.8,510.24,NA,NA,91.7,96.7,NA,NA,NA,NA,NA
215,PULSE2,D,,1.2,NA,1332.7,265.43,NA,NA,91.7,96.7,NA,NA,NA,NA,NA
215,PULSE2,E,,1.2,NA,3876.4,823.7,NA,NA,91.7,96.7,NA,NA,NA,NA,NA
215,PULSE2,F,,1.25,NA,2969.1,577.66,NA,NA,91.7,96.7,NA,NA,NA,NA,NA
216,PULSE2,A,1025,1.03,NA,2035.3,500.96,435.09,71,92.9,97.1,68.75,0.05,0.60458,0,NA
216,PULSE2,B,1010,0.82,NA,3492.7,789.83,351.3,34.09,92.9,97.1,51.5,0,0.71762,0.0131745,NA
216,PULSE2,C,950,1,NA,1338.4,316.49,364.61,65.29,92.9,97.1,57,0.3,0.739275,0.05683385,NA
216,PULSE2,D,940,1.1,NA,655.89,167.49,512.18,101.51,92.9,97.1,45.7,2.4,0.555405,0.14487,NA
216,PULSE2,E,925,1.29,NA,1031.9,238.42,458.86,124.19,92.9,97.1,49.05,5.05,0.521345,0.060014,NA
216,PULSE2,F,905,1.23,NA,959.56,205.09,381.77,63.16,92.9,97.1,52.05,2.25,0.534355,0.101633,NA
217,PULSE2,A,930,1.18,NA,2038.1,539.31,NA,NA,90.4,97.2,NA,NA,NA,NA,NA
217,PULSE2,B,920,1.2,NA,3588.9,823.16,NA,NA,90.4,97.2,NA,NA,NA,NA,NA
217,PULSE2,C,915,1.12,NA,1288.9,322.2,NA,NA,90.4,97.2,NA,NA,NA,NA,NA
217,PULSE2,D,910,1.34,NA,771.06,180.06,NA,NA,90.4,97.2,NA,NA,NA,NA,NA
217,PULSE2,E,905,1.45,NA,921.48,279.59,NA,NA,90.4,97.2,NA,NA,NA,NA,NA
217,PULSE2,F,900,1.2,NA,1489.8,308.66,NA,NA,90.4,97.2,NA,NA,NA,NA,NA
218,PULSE2,A,1000,1.28,NA,1610.6,354.85,390.3,97.25,109.3,97,170.35,0.05,0.410685,0.25432,0.0156
218,PULSE2,B,940,1.25,NA,3112.8,509.48,364.61,21.99,109.3,97,41.7,0,0.34832,0.21084,0.00895
218,PULSE2,C,930,1.16,NA,1454.5,330.72,374.16,52.51,109.3,97,52.75,0.1,0.276615,0.23477,0.02485
218,PULSE2,D,920,1.2,NA,662.59,127.77,507.41,117.11,109.3,97,60.75,3.2,0.38679,0.171515,0.01545
218,PULSE2,E,910,1.4,NA,952.96,254.78,442.71,95.12,109.3,97,48.95,4.55,0.388385,0.170065,0.09015
218,PULSE2,F,900,1.33,NA,964.34,235.6,347.45,25.57,109.3,97,57.15,3.35,0.424215,0.28546,0.0092
219,PULSE2,A,950,1.47,NA,1278.4,262.54,NA,NA,97,96.8,NA,NA,NA,NA,NA
219,PULSE2,B,940,1.3,NA,2976.8,671.27,NA,NA,97,96.8,NA,NA,NA,NA,NA
219,PULSE2,C,930,1.42,NA,1325,315.05,NA,NA,97,96.8,NA,NA,NA,NA,NA
219,PULSE2,D,920,1.31,NA,772.08,215.74,NA,NA,97,96.8,NA,NA,NA,NA,NA
219,PULSE2,E,910,1.45,NA,957.63,281.03,NA,NA,97,96.8,NA,NA,NA,NA,NA
219,PULSE2,F,900,1.14,NA,1136.6,285.29,NA,NA,97,96.8,NA,NA,NA,NA,NA
220,PULSE2,A,1030,1.35,1,3298.5,401.65,458.86,113.54,94.9,96.8,64.8,0,0.27916,0.163465,NA
220,PULSE2,B,1010,1.17,1,8700.9,1310.6,412.24,61.79,94.9,96.8,52.15,0,0.29574,0.12886,NA
220,PULSE2,C,950,1.4,1,2930.1,433.61,403.61,75.26,94.9,96.8,47.65,0,0.33976,0.159725,NA
220,PULSE2,D,930,1.25,1,717.74,198.69,578.8,97.25,94.9,96.8,45.6,0,0.25812,0.148175,NA
220,PULSE2,E,910,1.45,0,1145.2,294.5,550.27,95.81,94.9,96.8,39.95,0.12,0.17272,0.14224,NA
220,PULSE2,F,900,1.35,1,1770.6,272.51,438.35,106.46,94.9,96.8,50.6,0.005,0.326935,0.154895,NA
