sample_id,pond_id,week,date_collect,date_run,time_start,time_end,incubation_temp,vol_bottle,vol_sediment,vol_water,vol_media,notes
E20F195X3,F,8,7/14/2020,10/25/2020,12:21,13:31,22.6,120,20,20,2.2,"label says DOY 195, but sample collected on DOY 196"
E20A223X1,A,12,8/9/2020,10/25/2020,15:00,16:06,23.3,120,20,20,2.2,"label says 223, but sample collected DOY 222"
E20A223X2,A,12,8/9/2020,10/25/2020,15:00,16:07,23.3,120,20,20,2.2,"label says 223, but sample collected DOY 222"
E20A223X3,A,12,8/9/2020,10/25/2020,15:00,16:07,23.3,120,20,20,2.2,"label says 223, but sample collected DOY 222"
E20B223X1,B,12,8/9/2020,10/25/2020,15:02,16:08,23.3,120,20,20,2.2,"label says 223, but sample collected DOY 222"
E20B223X2,B,12,8/9/2020,10/25/2020,15:02,16:08,23.3,120,20,20,2.2,"label says 223, but sample collected DOY 222"
E20B223X3,B,12,8/9/2020,10/25/2020,15:03,16:09,23.3,120,20,20,2.2,"label says 223, but sample collected DOY 222"
E20C223X1,C,12,8/9/2020,10/25/2020,15:04,16:10,23.3,120,20,20,2.2,"label says 223, but sample collected DOY 222"
E20C223X2,C,12,8/9/2020,10/25/2020,15:04,16:10,23.3,120,20,20,2.2,"label says 223, but sample collected DOY 222"
E20C223X3,C,12,8/9/2020,10/25/2020,15:05,16:11,23.3,120,20,20,2.2,"label says 223, but sample collected DOY 222"
E20D223X1,D,12,8/9/2020,10/25/2020,15:20,16:25,23.3,120,20,20,2.2,"label says 223, but sample collected DOY 222"
E20D223X2,D,12,8/9/2020,10/25/2020,15:20,16:25,23.3,120,20,20,2.2,"label says 223, but sample collected DOY 222"
E20D223X3,D,12,8/9/2020,10/25/2020,,,,,,,,not enough sediment for sample
E20E223X1,E,12,8/9/2020,10/25/2020,15:22,16:26,23.3,120,20,20,2.2,"label says 223, but sample collected DOY 222"
E20E223X2,E,12,8/9/2020,10/25/2020,15:22,16:27,23.3,120,20,20,2.2,"label says 223, but sample collected DOY 222"
E20E223X3,E,12,8/9/2020,10/25/2020,15:22,16:27,23.3,120,20,20,2.2,"label says 223, but sample collected DOY 222"
E20F223X1,F,12,8/9/2020,10/25/2020,15:24,16:28,23.3,120,20,20,2.2,"label says 223, but sample collected DOY 222"
E20F223X2,F,12,8/9/2020,10/25/2020,15:24,16:29,23.3,120,20,20,2.2,"label says 223, but sample collected DOY 222"
E20F223X3,F,12,8/9/2020,10/25/2020,15:25,16:29,23.3,120,20,20,2.2,"label says 223, but sample collected DOY 222"
