Software Version:,1.06 Rev 101,,,,,,,,,,,,,,,,,,
Date:,02/07/2022 15:11:47,,,,,,,,,,,,,,,,,,
===============,,,,,,,,,,,,,,,,,,,
Analyzer,Protocol Name,Protocol Date,Protocol Date End,Protocol Type,Vial Size,Operator,Comments,Performed By Certified FSE,,,,,,,,,,,
3,,02/04/2022 08:49:16,02/04/2022 08:51:16,22800,602,23400,1,3.6,,,,,,,,,,,
4,,02/04/2022 08:51:16,02/04/2022 08:53:16,22900,609,23500,1,3.6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
47,,Sample,02/04/2022 08:53:29,02/04/2022 09:21:37,36,False,True,False,240,27100,100,0.37,615,5.51,0.9,27700,100,0.36,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 08:53:29,02/04/2022 09:15:37,27000,619,27600,1,4.3,,,,,,,,,,,
2,,02/04/2022 09:15:37,02/04/2022 09:17:37,27200,611,27800,1,4.3,,,,,,,,,,,
3,,02/04/2022 09:17:37,02/04/2022 09:19:37,27000,612,27600,1,4.3,,,,,,,,,,,
4,,02/04/2022 09:19:37,02/04/2022 09:21:37,27100,621,27700,1,4.3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
48,,Sample,02/04/2022 09:21:51,02/04/2022 09:50:00,37,False,True,False,240,17400,< 0.03,< 0.03,604,8.08,1.34,18000,0,0,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 09:21:51,02/04/2022 09:43:59,17400,612,18000,1,2.8,,,,,,,,,,,
2,,02/04/2022 09:43:59,02/04/2022 09:46:00,17400,599,18000,1,2.8,,,,,,,,,,,
3,,02/04/2022 09:46:00,02/04/2022 09:47:59,17400,599,18000,1,2.8,,,,,,,,,,,
4,,02/04/2022 09:47:59,02/04/2022 09:50:00,17400,613,18000,1,2.8,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
49,,Sample,02/04/2022 09:50:13,02/04/2022 10:18:20,38,False,True,False,240,23000,57.7,0.25,608,8.5,1.4,23600,57.7,0.24,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 09:50:13,02/04/2022 10:12:20,23000,618,23600,1,3.7,,,,,,,,,,,
2,,02/04/2022 10:12:20,02/04/2022 10:14:20,23100,605,23700,1,3.7,,,,,,,,,,,
3,,02/04/2022 10:14:20,02/04/2022 10:16:20,23000,602,23600,1,3.7,,,,,,,,,,,
4,,02/04/2022 10:16:20,02/04/2022 10:18:20,23000,618,23600,1,3.7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
50,,Sample,02/04/2022 10:18:34,02/04/2022 10:46:43,39,False,True,False,240,29000,57.7,0.2,574,9.07,1.58,29600,57.7,0.2,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 10:18:34,02/04/2022 10:40:42,28700,589,29300,1,4.6,,,,,,,,,,,
2,,02/04/2022 10:40:42,02/04/2022 10:42:43,29000,573,29600,1,4.6,,,,,,,,,,,
3,,02/04/2022 10:42:43,02/04/2022 10:44:42,28900,566,29500,1,4.6,,,,,,,,,,,
4,,02/04/2022 10:44:42,02/04/2022 10:46:43,29000,584,29600,1,4.6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
51,,Sample,02/04/2022 10:47:00,02/04/2022 11:15:10,40,False,True,False,240,16300,100,0.61,578,3.79,0.65,16900,100,0.59,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 10:47:00,02/04/2022 11:09:10,16300,595,16900,1,2.7,,,,,,,,,,,
2,,02/04/2022 11:09:10,02/04/2022 11:11:10,16300,581,16900,1,2.7,,,,,,,,,,,
3,,02/04/2022 11:11:10,02/04/2022 11:13:10,16400,574,17000,1,2.7,,,,,,,,,,,
4,,02/04/2022 11:13:10,02/04/2022 11:15:10,16200,580,16800,1,2.7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
52,,Sample,02/04/2022 11:15:24,02/04/2022 11:43:30,41,False,True,False,240,16700,< 0.03,< 0.03,557,6.03,1.08,17300,0,0,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 11:15:24,02/04/2022 11:37:31,16600,570,17200,1,2.7,,,,,,,,,,,
2,,02/04/2022 11:37:31,02/04/2022 11:39:30,16700,556,17300,1,2.7,,,,,,,,,,,
3,,02/04/2022 11:39:30,02/04/2022 11:41:30,16700,551,17300,1,2.7,,,,,,,,,,,
4,,02/04/2022 11:41:30,02/04/2022 11:43:30,16700,563,17300,1,2.7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Blank,,Blank,02/04/2022 11:43:44,02/04/2022 12:11:51,42,False,True,False,240,256,4.36,1.7,508,14,2.76,764,10.3,1.34,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 11:43:44,02/04/2022 12:05:51,253,490,743,1,0,,,,,,,,,,,
2,,02/04/2022 12:05:51,02/04/2022 12:07:51,259,494,753,1,0,,,,,,,,,,,
3,,02/04/2022 12:07:51,02/04/2022 12:09:51,258,509,767,1,0,,,,,,,,,,,
4,,02/04/2022 12:09:51,02/04/2022 12:11:51,251,522,773,1,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
54,,Sample,02/04/2022 12:12:05,02/04/2022 12:40:22,43,False,True,False,240,6090,40.4,0.66,2780,85,3.06,8880,80.8,0.91,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 12:12:05,02/04/2022 12:34:22,6110,3060,9170,1,0.9,,,,,,,,,,,
2,,02/04/2022 12:34:22,02/04/2022 12:36:22,6070,2880,8950,1,0.9,,,,,,,,,,,
3,,02/04/2022 12:36:22,02/04/2022 12:38:22,6140,2750,8890,1,0.9,,,,,,,,,,,
4,,02/04/2022 12:38:22,02/04/2022 12:40:22,6070,2720,8790,1,0.9,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
55,,Sample,02/04/2022 12:40:35,02/04/2022 13:08:40,44,False,True,False,240,6600,11.5,0.18,617,3.06,0.49,7210,15.3,0.21,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 12:40:35,02/04/2022 13:02:40,6570,641,7210,1,1.2,,,,,,,,,,,
2,,02/04/2022 13:02:40,02/04/2022 13:04:39,6610,620,7230,1,1.2,,,,,,,,,,,
3,,02/04/2022 13:04:39,02/04/2022 13:06:40,6590,614,7200,1,1.2,,,,,,,,,,,
4,,02/04/2022 13:06:40,02/04/2022 13:08:40,6590,618,7210,1,1.2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
56,,Sample,02/04/2022 13:08:53,02/04/2022 13:36:57,45,False,True,False,240,7280,15.3,0.21,577,4.93,0.86,7850,11.5,0.15,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 13:08:53,02/04/2022 13:30:57,7210,592,7800,1,1.3,,,,,,,,,,,
2,,02/04/2022 13:30:57,02/04/2022 13:32:57,7260,580,7840,1,1.3,,,,,,,,,,,
3,,02/04/2022 13:32:57,02/04/2022 13:34:57,7290,571,7860,1,1.3,,,,,,,,,,,
4,,02/04/2022 13:34:57,02/04/2022 13:36:57,7280,579,7860,1,1.3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
57,,Sample,02/04/2022 13:37:11,02/04/2022 14:05:16,46,False,True,False,240,16300,57.7,0.35,574,7,1.22,16900,57.7,0.34,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 13:37:11,02/04/2022 13:59:15,16200,598,16800,1,2.7,,,,,,,,,,,
2,,02/04/2022 13:59:15,02/04/2022 14:01:16,16400,581,17000,1,2.7,,,,,,,,,,,
3,,02/04/2022 14:01:16,02/04/2022 14:03:15,16300,567,16900,1,2.7,,,,,,,,,,,
4,,02/04/2022 14:03:15,02/04/2022 14:05:16,16300,574,16900,1,2.7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
58,,Sample,02/04/2022 14:05:29,02/04/2022 14:33:36,47,False,True,False,240,46200,< 0.03,< 0.03,480,4.73,0.98,46700,0,0,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 14:05:29,02/04/2022 14:27:36,46100,500,46600,1,7.7,,,,,,,,,,,
2,,02/04/2022 14:27:36,02/04/2022 14:29:36,46200,484,46700,1,7.7,,,,,,,,,,,
3,,02/04/2022 14:29:36,02/04/2022 14:31:36,46200,475,46700,1,7.7,,,,,,,,,,,
4,,02/04/2022 14:31:36,02/04/2022 14:33:36,46200,482,46700,1,7.7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
59,,Sample,02/04/2022 14:33:50,02/04/2022 15:02:05,48,False,True,False,240,8690,10,0.12,482,4.62,0.96,9170,5.77,0.06,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 14:33:50,02/04/2022 14:56:04,8640,496,9140,1,1.6,,,,,,,,,,,
2,,02/04/2022 14:56:04,02/04/2022 14:58:05,8680,485,9170,1,1.6,,,,,,,,,,,
3,,02/04/2022 14:58:05,02/04/2022 15:00:05,8690,477,9170,1,1.6,,,,,,,,,,,
4,,02/04/2022 15:00:05,02/04/2022 15:02:05,8700,485,9180,1,1.6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
60,,Sample,02/04/2022 15:02:19,02/04/2022 15:30:24,49,False,True,False,240,8880,36.1,0.41,588,8.19,1.39,9470,26.5,0.28,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 15:02:19,02/04/2022 15:24:24,8820,615,9440,1,1.7,,,,,,,,,,,
2,,02/04/2022 15:24:24,02/04/2022 15:26:24,8840,597,9440,1,1.7,,,,,,,,,,,
3,,02/04/2022 15:26:24,02/04/2022 15:28:24,8910,581,9490,1,1.7,,,,,,,,,,,
4,,02/04/2022 15:28:24,02/04/2022 15:30:24,8890,586,9480,1,1.7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
61,,Sample,02/04/2022 15:30:40,02/04/2022 15:58:46,50,False,True,False,240,7430,34.6,0.47,543,19.2,3.54,7970,49.3,0.62,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 15:30:40,02/04/2022 15:52:45,7410,571,7980,1,1.4,,,,,,,,,,,
2,,02/04/2022 15:52:45,02/04/2022 15:54:46,7470,564,8030,1,1.4,,,,,,,,,,,
3,,02/04/2022 15:54:46,02/04/2022 15:56:45,7410,540,7950,1,1.4,,,,,,,,,,,
4,,02/04/2022 15:56:45,02/04/2022 15:58:46,7410,526,7940,1,1.4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
62,,Sample,02/04/2022 15:58:59,02/04/2022 16:27:05,51,False,True,False,240,7760,< 0.03,< 0.03,483,8.33,1.73,8240,5.77,0.07,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 15:58:59,02/04/2022 16:21:05,7710,498,8210,1,1.4,,,,,,,,,,,
2,,02/04/2022 16:21:05,02/04/2022 16:23:05,7760,492,8250,1,1.4,,,,,,,,,,,
3,,02/04/2022 16:23:05,02/04/2022 16:25:05,7760,480,8240,1,1.4,,,,,,,,,,,
4,,02/04/2022 16:25:05,02/04/2022 16:27:05,7760,476,8240,1,1.4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
63,,Sample,02/04/2022 16:27:18,02/04/2022 16:55:23,52,False,True,False,240,7490,30.6,0.41,506,9.07,1.79,8000,20,0.25,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 16:27:18,02/04/2022 16:49:23,7480,530,8010,1,1.4,,,,,,,,,,,
2,,02/04/2022 16:49:23,02/04/2022 16:51:23,7460,516,7980,1,1.4,,,,,,,,,,,
3,,02/04/2022 16:51:23,02/04/2022 16:53:23,7520,502,8020,1,1.4,,,,,,,,,,,
4,,02/04/2022 16:53:23,02/04/2022 16:55:23,7500,499,8000,1,1.4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
64,,Sample,02/04/2022 16:55:37,02/04/2022 17:23:42,53,False,True,False,240,17000,< 0.03,< 0.03,411,7.57,1.84,17400,0,0,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 16:55:37,02/04/2022 17:17:42,16900,428,17300,1,2.8,,,,,,,,,,,
2,,02/04/2022 17:17:42,02/04/2022 17:19:42,17000,420,17400,1,2.8,,,,,,,,,,,
3,,02/04/2022 17:19:42,02/04/2022 17:21:42,17000,408,17400,1,2.8,,,,,,,,,,,
4,,02/04/2022 17:21:42,02/04/2022 17:23:42,17000,406,17400,1,2.8,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
65,,Sample,02/04/2022 17:23:55,02/04/2022 17:52:02,54,False,True,False,240,22800,100,0.44,425,6.93,1.63,23200,100,0.43,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 17:23:55,02/04/2022 17:46:02,22800,443,23200,1,3.6,,,,,,,,,,,
2,,02/04/2022 17:46:02,02/04/2022 17:48:02,22900,433,23300,1,3.6,,,,,,,,,,,
3,,02/04/2022 17:48:02,02/04/2022 17:50:02,22700,421,23100,1,3.6,,,,,,,,,,,
4,,02/04/2022 17:50:02,02/04/2022 17:52:02,22800,421,23200,1,3.6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Blank,,Blank,02/04/2022 17:52:16,02/04/2022 18:20:24,55,False,True,False,240,243,4.51,1.86,467,7.21,1.54,710,4.93,0.7,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 17:52:16,02/04/2022 18:14:23,231,476,707,1,0,,,,,,,,,,,
2,,02/04/2022 18:14:23,02/04/2022 18:16:24,247,465,712,1,0,,,,,,,,,,,
3,,02/04/2022 18:16:24,02/04/2022 18:18:23,243,461,704,1,0,,,,,,,,,,,
4,,02/04/2022 18:18:23,02/04/2022 18:20:24,238,475,713,1,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
67,,Sample,02/04/2022 18:20:37,02/04/2022 18:48:55,56,False,True,False,240,25900,57.7,0.22,463,7.81,1.69,26400,57.7,0.22,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 18:20:37,02/04/2022 18:42:55,25800,487,26300,1,4.1,,,,,,,,,,,
2,,02/04/2022 18:42:55,02/04/2022 18:44:55,25800,472,26300,1,4.1,,,,,,,,,,,
3,,02/04/2022 18:44:55,02/04/2022 18:46:55,25900,458,26400,1,4.1,,,,,,,,,,,
4,,02/04/2022 18:46:55,02/04/2022 18:48:55,25900,459,26400,1,4.1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
68,,Sample,02/04/2022 18:49:09,02/04/2022 19:17:17,57,False,True,False,240,20700,100,0.48,494,6.08,1.23,21200,100,0.47,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 18:49:09,02/04/2022 19:11:17,20600,516,21100,1,3.3,,,,,,,,,,,
2,,02/04/2022 19:11:17,02/04/2022 19:13:17,20600,501,21100,1,3.3,,,,,,,,,,,
3,,02/04/2022 19:13:17,02/04/2022 19:15:18,20800,491,21300,1,3.3,,,,,,,,,,,
4,,02/04/2022 19:15:18,02/04/2022 19:17:17,20700,490,21200,1,3.3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
69,,Sample,02/04/2022 19:17:31,02/04/2022 19:45:39,58,False,True,False,240,29400,200,0.68,484,10.3,2.12,29900,200,0.67,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 19:17:31,02/04/2022 19:39:39,29700,512,30200,1,4.7,,,,,,,,,,,
2,,02/04/2022 19:39:39,02/04/2022 19:41:39,29600,495,30100,1,4.7,,,,,,,,,,,
3,,02/04/2022 19:41:39,02/04/2022 19:43:39,29200,481,29700,1,4.7,,,,,,,,,,,
4,,02/04/2022 19:43:39,02/04/2022 19:45:39,29400,475,29900,1,4.7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
70,,Sample,02/04/2022 19:45:53,02/04/2022 20:14:01,59,False,True,False,240,26900,57.7,0.21,456,7.23,1.59,27400,57.7,0.21,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 19:45:53,02/04/2022 20:08:02,26600,478,27100,1,4.3,,,,,,,,,,,
2,,02/04/2022 20:08:02,02/04/2022 20:10:01,26900,464,27400,1,4.3,,,,,,,,,,,
3,,02/04/2022 20:10:01,02/04/2022 20:12:02,26900,452,27400,1,4.3,,,,,,,,,,,
4,,02/04/2022 20:12:02,02/04/2022 20:14:01,26800,451,27300,1,4.3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
71,,Sample,02/04/2022 20:14:17,02/04/2022 20:42:27,60,False,True,False,240,20100,< 0.03,< 0.03,513,13.2,2.58,20600,0,0,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 20:14:17,02/04/2022 20:36:27,20100,549,20600,1,3.2,,,,,,,,,,,
2,,02/04/2022 20:36:27,02/04/2022 20:38:27,20100,528,20600,1,3.2,,,,,,,,,,,
3,,02/04/2022 20:38:27,02/04/2022 20:40:27,20100,508,20600,1,3.2,,,,,,,,,,,
4,,02/04/2022 20:40:27,02/04/2022 20:42:27,20100,503,20600,1,3.2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
72,,Sample,02/04/2022 20:42:41,02/04/2022 21:10:49,61,False,True,False,240,23500,153,0.65,452,11.2,2.49,23900,100,0.42,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 20:42:41,02/04/2022 21:04:49,23500,475,24000,1,3.7,,,,,,,,,,,
2,,02/04/2022 21:04:49,02/04/2022 21:06:48,23300,464,23800,1,3.7,,,,,,,,,,,
3,,02/04/2022 21:06:48,02/04/2022 21:08:48,23600,449,24000,1,3.7,,,,,,,,,,,
4,,02/04/2022 21:08:48,02/04/2022 21:10:49,23500,442,23900,1,3.7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
73,,Sample,02/04/2022 21:11:02,02/04/2022 21:39:11,62,False,True,False,240,27000,115,0.43,474,5.57,1.17,27500,115,0.42,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 21:11:02,02/04/2022 21:33:11,27000,492,27500,1,4.3,,,,,,,,,,,
2,,02/04/2022 21:33:11,02/04/2022 21:35:11,26900,480,27400,1,4.3,,,,,,,,,,,
3,,02/04/2022 21:35:11,02/04/2022 21:37:11,27100,469,27600,1,4.3,,,,,,,,,,,
4,,02/04/2022 21:37:11,02/04/2022 21:39:11,26900,473,27400,1,4.3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
74,,Sample,02/04/2022 21:39:24,02/04/2022 22:07:34,63,False,True,False,240,21700,< 0.03,< 0.03,501,10.1,2.01,22200,0,0,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 21:39:24,02/04/2022 22:01:33,21600,528,22100,1,3.5,,,,,,,,,,,
2,,02/04/2022 22:01:33,02/04/2022 22:03:34,21700,512,22200,1,3.5,,,,,,,,,,,
3,,02/04/2022 22:03:34,02/04/2022 22:05:33,21700,492,22200,1,3.5,,,,,,,,,,,
4,,02/04/2022 22:05:33,02/04/2022 22:07:34,21700,500,22200,1,3.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
75,,Sample,02/04/2022 22:07:47,02/04/2022 22:35:55,64,False,True,False,240,23700,< 0.03,< 0.03,501,9.07,1.81,24200,0,0,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 22:07:47,02/04/2022 22:29:55,23600,525,24100,1,3.8,,,,,,,,,,,
2,,02/04/2022 22:29:55,02/04/2022 22:31:55,23700,511,24200,1,3.8,,,,,,,,,,,
3,,02/04/2022 22:31:55,02/04/2022 22:33:55,23700,493,24200,1,3.8,,,,,,,,,,,
4,,02/04/2022 22:33:55,02/04/2022 22:35:55,23700,500,24200,1,3.8,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
76,,Sample,02/04/2022 22:36:08,02/04/2022 23:04:17,65,False,True,False,240,16400,< 0.03,< 0.03,495,8.02,1.62,16900,0,0,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 22:36:08,02/04/2022 22:58:16,16400,517,16900,1,2.7,,,,,,,,,,,
2,,02/04/2022 22:58:16,02/04/2022 23:00:17,16400,503,16900,1,2.7,,,,,,,,,,,
3,,02/04/2022 23:00:17,02/04/2022 23:02:16,16400,487,16900,1,2.7,,,,,,,,,,,
4,,02/04/2022 23:02:16,02/04/2022 23:04:17,16400,494,16900,1,2.7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
77,,Sample,02/04/2022 23:04:30,02/04/2022 23:32:37,66,False,True,False,240,19700,57.7,0.29,495,11.3,2.28,20200,57.7,0.29,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 23:04:30,02/04/2022 23:26:37,19600,523,20100,1,3.2,,,,,,,,,,,
2,,02/04/2022 23:26:37,02/04/2022 23:28:37,19700,508,20200,1,3.2,,,,,,,,,,,
3,,02/04/2022 23:28:37,02/04/2022 23:30:37,19600,488,20100,1,3.2,,,,,,,,,,,
4,,02/04/2022 23:30:37,02/04/2022 23:32:37,19700,489,20200,1,3.2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
78,,Sample,02/04/2022 23:32:51,02/05/2022 00:00:58,67,False,True,False,240,17800,57.7,0.32,496,11.3,2.27,18300,57.7,0.32,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/04/2022 23:32:51,02/04/2022 23:54:57,17800,519,18300,1,2.9,,,,,,,,,,,
2,,02/04/2022 23:54:57,02/04/2022 23:56:58,17800,509,18300,1,2.9,,,,,,,,,,,
3,,02/04/2022 23:56:58,02/04/2022 23:58:57,17800,490,18300,1,2.9,,,,,,,,,,,
4,,02/04/2022 23:58:57,02/05/2022 00:00:58,17700,489,18200,1,2.9,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Blank,,Blank,02/05/2022 00:01:11,02/05/2022 00:29:19,68,False,True,False,240,329,4.16,1.26,475,6.08,1.28,804,8.5,1.06,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/05/2022 00:01:11,02/05/2022 00:23:19,317,494,811,1,0,,,,,,,,,,,
2,,02/05/2022 00:23:19,02/05/2022 00:25:19,334,479,813,1,0,,,,,,,,,,,
3,,02/05/2022 00:25:19,02/05/2022 00:27:19,328,468,796,1,0,,,,,,,,,,,
4,,02/05/2022 00:27:19,02/05/2022 00:29:19,326,478,804,1,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
80,,Sample,02/05/2022 00:29:32,02/05/2022 00:57:50,69,False,True,False,240,19700,< 0.03,< 0.03,482,7.64,1.59,20200,0,0,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/05/2022 00:29:32,02/05/2022 00:51:50,19600,506,20100,1,3.2,,,,,,,,,,,
2,,02/05/2022 00:51:50,02/05/2022 00:53:50,19700,490,20200,1,3.2,,,,,,,,,,,
3,,02/05/2022 00:53:50,02/05/2022 00:55:50,19700,475,20200,1,3.2,,,,,,,,,,,
4,,02/05/2022 00:55:50,02/05/2022 00:57:50,19700,480,20200,1,3.2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
81,,Sample,02/05/2022 00:58:06,02/05/2022 01:26:14,70,False,True,False,240,14800,57.7,0.39,548,4.93,0.9,15400,57.7,0.38,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,02/05/2022 00:58:06,02/05/2022 01:20:14,14800,570,15400,1,2.5,,,,,,,,,,,
2,,02/05/2022 01:20:14,02/05/2022 01:22:13,14800,554,15400,1,2.5,,,,,,,,,,,
3,,02/05/2022 01:22:13,02/05/2022 01:24:14,14800,545,15300,1,2.5,,,,,,,,,,,
4,,02/05/2022 01:24:14,02/05/2022 01:26:14,14900,546,15400,1,2.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
82,,Sample,02/05/2022 01:26:28,02/05/2022 01:54:35,71,False,True,False,240,25400,57.7,0.23,540,6.66,1.23,25900,57.7,0.22,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
