Software Version:,1.06 Rev 101,,,,,,,,,,,,,,,,,,
Date:,01/25/2022 15:03:35,,,,,,,,,,,,,,,,,,
===============,,,,,,,,,,,,,,,,,,,
Analyzer,Protocol Name,Protocol Date,Protocol Date End,Protocol Type,Vial Size,Operator,Comments,Performed By Certified FSE,,,,,,,,,,,
2,,01/24/2022 07:09:32,01/24/2022 07:11:32,16300,197,16500,1,2.8,,,,,,,,,,,
3,,01/24/2022 07:11:32,01/24/2022 07:13:32,16400,197,16600,1,2.8,,,,,,,,,,,
4,,01/24/2022 07:13:32,01/24/2022 07:15:32,16300,198,16500,1,2.8,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
36,E,Sample,01/24/2022 07:15:46,01/24/2022 07:43:53,36,False,True,False,240,19100,< 0.03,< 0.03,195,0.58,0.3,19300,0,0,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 07:15:46,01/24/2022 07:37:53,19200,192,19400,1,3.3,,,,,,,,,,,
2,,01/24/2022 07:37:53,01/24/2022 07:39:52,19100,195,19300,1,3.3,,,,,,,,,,,
3,,01/24/2022 07:39:52,01/24/2022 07:41:52,19100,195,19300,1,3.3,,,,,,,,,,,
4,,01/24/2022 07:41:52,01/24/2022 07:43:53,19100,196,19300,1,3.3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
37,E,Sample,01/24/2022 07:44:06,01/24/2022 08:12:14,37,False,True,False,240,29700,208,0.7,194,0,0,29900,208,0.7,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 07:44:06,01/24/2022 08:06:14,29600,192,29800,1,5.5,,,,,,,,,,,
2,,01/24/2022 08:06:14,01/24/2022 08:08:14,29900,194,30100,1,5.5,,,,,,,,,,,
3,,01/24/2022 08:08:14,01/24/2022 08:10:14,29800,194,30000,1,5.5,,,,,,,,,,,
4,,01/24/2022 08:10:14,01/24/2022 08:12:14,29500,194,29700,1,5.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
38,E,Sample,01/24/2022 08:12:28,01/24/2022 08:40:39,38,False,True,False,240,26000,115,0.44,194,0.58,0.3,26200,115,0.44,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 08:12:28,01/24/2022 08:34:39,25600,191,25800,1,4.6,,,,,,,,,,,
2,,01/24/2022 08:34:39,01/24/2022 08:36:39,26100,194,26300,1,4.6,,,,,,,,,,,
3,,01/24/2022 08:36:39,01/24/2022 08:38:39,25900,194,26100,1,4.6,,,,,,,,,,,
4,,01/24/2022 08:38:39,01/24/2022 08:40:39,25900,195,26100,1,4.6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
39,E,Sample,01/24/2022 08:40:52,01/24/2022 09:09:02,39,False,True,False,240,27100,289,1.07,195,0.58,0.3,27300,289,1.06,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 08:40:52,01/24/2022 09:03:02,26900,192,27100,1,4.8,,,,,,,,,,,
2,,01/24/2022 09:03:02,01/24/2022 09:05:02,27400,195,27600,1,4.8,,,,,,,,,,,
3,,01/24/2022 09:05:02,01/24/2022 09:07:02,26900,195,27100,1,4.8,,,,,,,,,,,
4,,01/24/2022 09:07:02,01/24/2022 09:09:02,26900,196,27100,1,4.8,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
40,E,Sample,01/24/2022 09:09:16,01/24/2022 09:37:26,40,False,True,False,240,18300,100,0.55,195,0,0,18500,100,0.54,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 09:09:16,01/24/2022 09:31:26,18100,192,18300,1,3.1,,,,,,,,,,,
2,,01/24/2022 09:31:26,01/24/2022 09:33:26,18400,195,18600,1,3.1,,,,,,,,,,,
3,,01/24/2022 09:33:26,01/24/2022 09:35:26,18300,195,18500,1,3.1,,,,,,,,,,,
4,,01/24/2022 09:35:26,01/24/2022 09:37:26,18200,195,18400,1,3.1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
41,E,Sample,01/24/2022 09:37:42,01/24/2022 10:05:50,41,False,True,False,240,27900,115,0.41,204,1.15,0.57,28100,115,0.41,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 09:37:42,01/24/2022 09:59:49,27800,200,28000,1,5.1,,,,,,,,,,,
2,,01/24/2022 09:59:49,01/24/2022 10:01:49,27800,203,28000,1,5.1,,,,,,,,,,,
3,,01/24/2022 10:01:49,01/24/2022 10:03:49,27800,203,28000,1,5.1,,,,,,,,,,,
4,,01/24/2022 10:03:49,01/24/2022 10:05:50,28000,205,28200,1,5.1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
42,E,Sample,01/24/2022 10:06:03,01/24/2022 10:34:17,42,False,True,False,240,28200,493,1.75,202,0.58,0.29,28400,493,1.73,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 10:06:03,01/24/2022 10:28:17,27800,198,28000,1,5.2,,,,,,,,,,,
2,,01/24/2022 10:28:17,01/24/2022 10:30:17,28800,202,29000,1,5.2,,,,,,,,,,,
3,,01/24/2022 10:30:17,01/24/2022 10:32:17,27900,201,28100,1,5.2,,,,,,,,,,,
4,,01/24/2022 10:32:17,01/24/2022 10:34:17,28000,202,28200,1,5.2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
43,E,Sample,01/24/2022 10:34:31,01/24/2022 11:02:41,43,False,True,False,240,14000,57.7,0.41,223,1.53,0.68,14200,57.7,0.41,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 10:34:31,01/24/2022 10:56:42,14000,220,14200,1,2.5,,,,,,,,,,,
2,,01/24/2022 10:56:42,01/24/2022 10:58:41,14100,222,14300,1,2.5,,,,,,,,,,,
3,,01/24/2022 10:58:41,01/24/2022 11:00:41,14000,223,14200,1,2.5,,,,,,,,,,,
4,,01/24/2022 11:00:41,01/24/2022 11:02:41,14000,225,14200,1,2.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
44,E,Sample,01/24/2022 11:02:55,01/24/2022 11:31:01,44,False,True,False,240,29500,289,0.98,209,0.58,0.28,29700,289,0.97,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 11:02:55,01/24/2022 11:25:01,29100,206,29300,1,5.3,,,,,,,,,,,
2,,01/24/2022 11:25:01,01/24/2022 11:27:01,29300,209,29500,1,5.3,,,,,,,,,,,
3,,01/24/2022 11:27:01,01/24/2022 11:29:01,29300,209,29500,1,5.3,,,,,,,,,,,
4,,01/24/2022 11:29:01,01/24/2022 11:31:01,29800,210,30000,1,5.3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Blank,,Blank,01/24/2022 11:31:15,01/24/2022 11:59:25,45,False,True,False,240,107,7.02,6.54,89.4,5.44,6.09,197,12.1,6.13,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 11:31:15,01/24/2022 11:53:25,100,84.7,185,0.3,0,,,,,,,,,,,
2,,01/24/2022 11:53:25,01/24/2022 11:55:25,114,94.4,208,0.3,0,,,,,,,,,,,
3,,01/24/2022 11:55:25,01/24/2022 11:57:25,108,90.2,198,0.3,0,,,,,,,,,,,
4,,01/24/2022 11:57:25,01/24/2022 11:59:25,100,83.6,184,0.3,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
46,E,Sample,01/24/2022 11:59:38,01/24/2022 12:27:57,46,False,True,False,240,18200,115,0.64,216,0.58,0.27,18400,115,0.63,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 11:59:38,01/24/2022 12:21:57,18100,213,18300,1,3.1,,,,,,,,,,,
2,,01/24/2022 12:21:57,01/24/2022 12:23:57,18300,216,18500,1,3.1,,,,,,,,,,,
3,,01/24/2022 12:23:57,01/24/2022 12:25:57,18100,216,18300,1,3.1,,,,,,,,,,,
4,,01/24/2022 12:25:57,01/24/2022 12:27:57,18100,217,18300,1,3.1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
47,E,Sample,01/24/2022 12:28:10,01/24/2022 12:56:18,47,False,True,False,240,26300,100,0.38,208,0.58,0.28,26500,100,0.38,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 12:28:10,01/24/2022 12:50:17,26200,204,26400,1,4.6,,,,,,,,,,,
2,,01/24/2022 12:50:17,01/24/2022 12:52:17,26200,208,26400,1,4.6,,,,,,,,,,,
3,,01/24/2022 12:52:17,01/24/2022 12:54:17,26300,208,26500,1,4.6,,,,,,,,,,,
4,,01/24/2022 12:54:17,01/24/2022 12:56:18,26400,209,26600,1,4.6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
48,E,Sample,01/24/2022 12:56:31,01/24/2022 13:24:41,48,False,True,False,240,22900,< 0.03,< 0.03,200,0.58,0.29,23100,0,0,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 12:56:31,01/24/2022 13:18:41,22800,196,23000,1,3.9,,,,,,,,,,,
2,,01/24/2022 13:18:41,01/24/2022 13:20:41,22900,199,23100,1,3.9,,,,,,,,,,,
3,,01/24/2022 13:20:41,01/24/2022 13:22:41,22900,200,23100,1,3.9,,,,,,,,,,,
4,,01/24/2022 13:22:41,01/24/2022 13:24:41,22900,200,23100,1,3.9,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
49,E,Sample,01/24/2022 13:24:54,01/24/2022 13:53:03,49,False,True,False,240,18300,57.7,0.32,202,1,0.5,18500,57.7,0.31,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 13:24:54,01/24/2022 13:47:03,18200,199,18400,1,3.1,,,,,,,,,,,
2,,01/24/2022 13:47:03,01/24/2022 13:49:03,18300,201,18500,1,3.1,,,,,,,,,,,
3,,01/24/2022 13:49:03,01/24/2022 13:51:03,18200,202,18400,1,3.1,,,,,,,,,,,
4,,01/24/2022 13:51:03,01/24/2022 13:53:03,18300,203,18500,1,3.1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
50,E,Sample,01/24/2022 13:53:18,01/24/2022 14:21:25,50,False,True,False,240,27600,231,0.84,200,0.58,0.29,27800,231,0.83,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 13:53:18,01/24/2022 14:15:25,27400,197,27600,1,4.9,,,,,,,,,,,
2,,01/24/2022 14:15:25,01/24/2022 14:17:25,27700,200,27900,1,4.9,,,,,,,,,,,
3,,01/24/2022 14:17:25,01/24/2022 14:19:25,27300,200,27500,1,4.9,,,,,,,,,,,
4,,01/24/2022 14:19:25,01/24/2022 14:21:25,27700,201,27900,1,4.9,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
51,E,Sample,01/24/2022 14:21:42,01/24/2022 14:49:52,51,False,True,False,240,21300,153,0.72,202,0.58,0.29,21500,153,0.71,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 14:21:42,01/24/2022 14:43:52,21200,198,21400,1,3.6,,,,,,,,,,,
2,,01/24/2022 14:43:52,01/24/2022 14:45:52,21300,201,21500,1,3.6,,,,,,,,,,,
3,,01/24/2022 14:45:52,01/24/2022 14:47:52,21100,202,21300,1,3.6,,,,,,,,,,,
4,,01/24/2022 14:47:52,01/24/2022 14:49:52,21400,202,21600,1,3.6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
52,E,Sample,01/24/2022 14:50:06,01/24/2022 15:18:15,52,False,True,False,240,16600,< 0.03,< 0.03,208,0,0,16800,0,0,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 14:50:06,01/24/2022 15:12:14,16500,205,16700,1,2.8,,,,,,,,,,,
2,,01/24/2022 15:12:14,01/24/2022 15:14:14,16600,208,16800,1,2.8,,,,,,,,,,,
3,,01/24/2022 15:14:14,01/24/2022 15:16:15,16600,208,16800,1,2.8,,,,,,,,,,,
4,,01/24/2022 15:16:15,01/24/2022 15:18:15,16600,208,16800,1,2.8,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
53,E,Sample,01/24/2022 15:18:28,01/24/2022 15:46:35,53,False,True,False,240,19500,100,0.51,201,0.58,0.29,19700,100,0.51,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 15:18:28,01/24/2022 15:40:35,19500,197,19700,1,3.3,,,,,,,,,,,
2,,01/24/2022 15:40:35,01/24/2022 15:42:35,19500,200,19700,1,3.3,,,,,,,,,,,
3,,01/24/2022 15:42:35,01/24/2022 15:44:35,19600,201,19800,1,3.3,,,,,,,,,,,
4,,01/24/2022 15:44:35,01/24/2022 15:46:35,19400,201,19600,1,3.3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Blank,,Blank,01/24/2022 15:46:49,01/24/2022 16:14:56,54,False,True,False,240,131,2.31,1.77,83.1,3.59,4.32,214,5.77,2.7,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 15:46:49,01/24/2022 16:08:56,119,76,195,0.3,0,,,,,,,,,,,
2,,01/24/2022 16:08:56,01/24/2022 16:10:57,132,85.5,217,0.3,0,,,,,,,,,,,
3,,01/24/2022 16:10:57,01/24/2022 16:12:56,132,84.9,217,0.3,0,,,,,,,,,,,
4,,01/24/2022 16:12:56,01/24/2022 16:14:56,128,79,207,0.3,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
55,F,Sample,01/24/2022 16:15:10,01/24/2022 16:43:27,55,False,True,False,240,37600,200,0.53,197,0.58,0.29,37800,200,0.53,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 16:15:10,01/24/2022 16:37:27,37400,195,37600,1,6.9,,,,,,,,,,,
2,,01/24/2022 16:37:27,01/24/2022 16:39:27,37800,197,38000,1,6.9,,,,,,,,,,,
3,,01/24/2022 16:39:27,01/24/2022 16:41:27,37400,198,37600,1,6.9,,,,,,,,,,,
4,,01/24/2022 16:41:27,01/24/2022 16:43:27,37600,197,37800,1,6.9,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
56,F,Sample,01/24/2022 16:43:40,01/24/2022 17:11:53,56,False,True,False,240,8570,47.3,0.55,1900,43.6,2.29,10500,57.7,0.55,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 16:43:40,01/24/2022 17:05:54,8580,2120,10700,1,1.9,,,,,,,,,,,
2,,01/24/2022 17:05:54,01/24/2022 17:07:53,8550,1950,10500,1,1.9,,,,,,,,,,,
3,,01/24/2022 17:07:53,01/24/2022 17:09:54,8620,1880,10500,1,1.9,,,,,,,,,,,
4,,01/24/2022 17:09:54,01/24/2022 17:11:53,8530,1870,10400,1,1.9,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
57,F,Sample,01/24/2022 17:12:07,01/24/2022 17:40:12,57,False,True,False,240,6720,25.2,0.37,1210,26.5,2.19,7930,50.3,0.63,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 17:12:07,01/24/2022 17:34:12,6690,1310,8000,1,1.2,,,,,,,,,,,
2,,01/24/2022 17:34:12,01/24/2022 17:36:12,6740,1240,7980,1,1.2,,,,,,,,,,,
3,,01/24/2022 17:36:12,01/24/2022 17:38:12,6690,1190,7880,1,1.2,,,,,,,,,,,
4,,01/24/2022 17:38:12,01/24/2022 17:40:12,6720,1200,7920,1,1.2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
58,F,Sample,01/24/2022 17:40:26,01/24/2022 18:08:30,58,False,True,False,240,29600,< 0.03,< 0.03,292,2.31,0.79,29900,0,0,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 17:40:26,01/24/2022 18:02:30,29600,297,29900,1,5.2,,,,,,,,,,,
2,,01/24/2022 18:02:30,01/24/2022 18:04:30,29600,295,29900,1,5.2,,,,,,,,,,,
3,,01/24/2022 18:04:30,01/24/2022 18:06:31,29600,291,29900,1,5.2,,,,,,,,,,,
4,,01/24/2022 18:06:31,01/24/2022 18:08:30,29600,291,29900,1,5.2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
59,F,Sample,01/24/2022 18:08:44,01/24/2022 18:36:55,59,False,True,False,240,11400,< 0.03,< 0.03,226,1.53,0.67,11600,0,0,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 18:08:44,01/24/2022 18:30:55,11300,227,11500,1,2,,,,,,,,,,,
2,,01/24/2022 18:30:55,01/24/2022 18:32:55,11400,228,11600,1,2,,,,,,,,,,,
3,,01/24/2022 18:32:55,01/24/2022 18:34:55,11400,225,11600,1,2,,,,,,,,,,,
4,,01/24/2022 18:34:55,01/24/2022 18:36:55,11400,226,11600,1,2,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
60,F,Sample,01/24/2022 18:37:09,01/24/2022 19:05:15,60,False,True,False,240,7250,10,0.14,775,6.25,0.81,8030,11.5,0.14,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 18:37:09,01/24/2022 18:59:15,7210,801,8010,1,1.4,,,,,,,,,,,
2,,01/24/2022 18:59:15,01/24/2022 19:01:15,7260,777,8040,1,1.4,,,,,,,,,,,
3,,01/24/2022 19:01:15,01/24/2022 19:03:15,7250,768,8020,1,1.4,,,,,,,,,,,
4,,01/24/2022 19:03:15,01/24/2022 19:05:15,7240,780,8020,1,1.4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
61,F,Sample,01/24/2022 19:05:31,01/24/2022 19:33:35,61,False,True,False,240,8580,20.8,0.24,226,1,0.44,8810,20.8,0.24,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 19:05:31,01/24/2022 19:27:35,8490,226,8720,1,1.7,,,,,,,,,,,
2,,01/24/2022 19:27:35,01/24/2022 19:29:35,8600,227,8830,1,1.7,,,,,,,,,,,
3,,01/24/2022 19:29:35,01/24/2022 19:31:36,8590,226,8820,1,1.7,,,,,,,,,,,
4,,01/24/2022 19:31:36,01/24/2022 19:33:35,8560,225,8790,1,1.7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
62,F,Sample,01/24/2022 19:33:50,01/24/2022 20:01:55,62,False,True,False,240,8410,17.3,0.21,213,0.58,0.27,8620,17.3,0.2,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 19:33:50,01/24/2022 19:55:55,8370,212,8580,1,1.7,,,,,,,,,,,
2,,01/24/2022 19:55:55,01/24/2022 19:57:55,8400,213,8610,1,1.7,,,,,,,,,,,
3,,01/24/2022 19:57:55,01/24/2022 19:59:55,8430,214,8640,1,1.7,,,,,,,,,,,
4,,01/24/2022 19:59:55,01/24/2022 20:01:55,8400,213,8610,1,1.7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
63,F,Sample,01/24/2022 20:02:09,01/24/2022 20:30:15,63,False,True,False,240,9400,11.5,0.12,217,1,0.46,9620,11.5,0.12,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 20:02:09,01/24/2022 20:24:15,9380,216,9600,1,1.8,,,,,,,,,,,
2,,01/24/2022 20:24:15,01/24/2022 20:26:14,9390,216,9610,1,1.8,,,,,,,,,,,
3,,01/24/2022 20:26:14,01/24/2022 20:28:14,9410,217,9630,1,1.8,,,,,,,,,,,
4,,01/24/2022 20:28:14,01/24/2022 20:30:15,9410,218,9630,1,1.8,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
64,F,Sample,01/24/2022 20:30:28,01/24/2022 20:58:34,64,False,True,False,240,13200,< 0.03,< 0.03,220,0.58,0.26,13400,0,0,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 20:30:28,01/24/2022 20:52:34,13100,218,13300,1,2.3,,,,,,,,,,,
2,,01/24/2022 20:52:34,01/24/2022 20:54:34,13200,220,13400,1,2.3,,,,,,,,,,,
3,,01/24/2022 20:54:34,01/24/2022 20:56:34,13200,219,13400,1,2.3,,,,,,,,,,,
4,,01/24/2022 20:56:34,01/24/2022 20:58:34,13200,220,13400,1,2.3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
65,F,Sample,01/24/2022 20:58:47,01/24/2022 21:26:54,65,False,True,False,240,7730,15.3,0.2,227,1,0.44,7960,15.3,0.19,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 20:58:47,01/24/2022 21:20:53,7680,225,7900,1,1.5,,,,,,,,,,,
2,,01/24/2022 21:20:53,01/24/2022 21:22:53,7740,227,7970,1,1.5,,,,,,,,,,,
3,,01/24/2022 21:22:53,01/24/2022 21:24:53,7710,226,7940,1,1.5,,,,,,,,,,,
4,,01/24/2022 21:24:53,01/24/2022 21:26:54,7730,228,7960,1,1.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
66,F,Sample,01/24/2022 21:27:07,01/24/2022 21:55:13,66,False,True,False,240,15300,57.7,0.38,202,0.58,0.29,15500,57.7,0.37,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 21:27:07,01/24/2022 21:49:13,15000,200,15200,1,2.6,,,,,,,,,,,
2,,01/24/2022 21:49:13,01/24/2022 21:51:13,15300,202,15500,1,2.6,,,,,,,,,,,
3,,01/24/2022 21:51:13,01/24/2022 21:53:13,15200,202,15400,1,2.6,,,,,,,,,,,
4,,01/24/2022 21:53:13,01/24/2022 21:55:13,15300,203,15500,1,2.6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Blank,,Blank,01/24/2022 21:55:26,01/24/2022 22:23:33,67,False,True,False,240,93.1,2.52,2.71,96.9,3.63,3.75,190,6.08,3.2,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 21:55:26,01/24/2022 22:17:33,81.6,90.4,172,0.3,0,,,,,,,,,,,
2,,01/24/2022 22:17:33,01/24/2022 22:19:33,94.3,99.7,194,0.3,0,,,,,,,,,,,
3,,01/24/2022 22:19:33,01/24/2022 22:21:33,94.8,98.2,193,0.3,0,,,,,,,,,,,
4,,01/24/2022 22:21:33,01/24/2022 22:23:33,90.2,92.8,183,0.3,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
68,F,Sample,01/24/2022 22:23:47,01/24/2022 22:52:05,68,False,True,False,240,21600,57.7,0.27,198,0.58,0.29,21800,57.7,0.26,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 22:23:47,01/24/2022 22:46:05,21600,195,21800,1,3.8,,,,,,,,,,,
2,,01/24/2022 22:46:05,01/24/2022 22:48:05,21600,197,21800,1,3.8,,,,,,,,,,,
3,,01/24/2022 22:48:05,01/24/2022 22:50:05,21600,198,21800,1,3.8,,,,,,,,,,,
4,,01/24/2022 22:50:05,01/24/2022 22:52:05,21700,198,21900,1,3.8,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
69,F,Sample,01/24/2022 22:52:18,01/24/2022 23:20:26,69,False,True,False,240,24500,153,0.62,201,0.58,0.29,24700,153,0.62,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 22:52:18,01/24/2022 23:14:26,24600,200,24800,1,4.3,,,,,,,,,,,
2,,01/24/2022 23:14:26,01/24/2022 23:16:26,24600,201,24800,1,4.3,,,,,,,,,,,
3,,01/24/2022 23:16:26,01/24/2022 23:18:27,24500,201,24700,1,4.3,,,,,,,,,,,
4,,01/24/2022 23:18:27,01/24/2022 23:20:26,24300,202,24500,1,4.3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
70,F,Sample,01/24/2022 23:20:40,01/24/2022 23:48:50,70,False,True,False,240,15300,57.7,0.38,198,1,0.51,15500,57.7,0.37,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/24/2022 23:20:40,01/24/2022 23:42:50,15300,195,15500,1,2.7,,,,,,,,,,,
2,,01/24/2022 23:42:50,01/24/2022 23:44:50,15300,197,15500,1,2.7,,,,,,,,,,,
3,,01/24/2022 23:44:50,01/24/2022 23:46:50,15400,198,15600,1,2.7,,,,,,,,,,,
4,,01/24/2022 23:46:50,01/24/2022 23:48:50,15300,199,15500,1,2.7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
