Software Version:,1.06 Rev 101,,,,,,,,,,,,,,,,,,
Date:,01/23/2022 14:01:54,,,,,,,,,,,,,,,,,,
===============,,,,,,,,,,,,,,,,,,,
Analyzer,Protocol Name,Protocol Date,Protocol Date End,Protocol Type,Vial Size,Operator,Comments,Performed By Certified FSE,,,,,,,,,,,
1,,01/22/2022 06:55:30,01/22/2022 07:17:38,31200,204,31400,1,5.8,,,,,,,,,,,
2,,01/22/2022 07:17:38,01/22/2022 07:19:38,31300,207,31500,1,5.8,,,,,,,,,,,
3,,01/22/2022 07:19:38,01/22/2022 07:21:38,32100,208,32300,1,5.8,,,,,,,,,,,
4,,01/22/2022 07:21:38,01/22/2022 07:23:38,31600,209,31800,1,5.8,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
A210,E20,Sample,01/22/2022 07:23:51,01/22/2022 07:52:03,36,False,True,False,240,18400,115,0.63,204,1,0.49,18600,115,0.62,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 07:23:51,01/22/2022 07:46:02,18500,200,18700,1,3.1,,,,,,,,,,,
2,,01/22/2022 07:46:02,01/22/2022 07:48:03,18500,203,18700,1,3.1,,,,,,,,,,,
3,,01/22/2022 07:48:03,01/22/2022 07:50:03,18500,204,18700,1,3.1,,,,,,,,,,,
4,,01/22/2022 07:50:03,01/22/2022 07:52:03,18300,205,18500,1,3.1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
A211,E20,Sample,01/22/2022 07:52:16,01/22/2022 08:20:24,37,False,True,False,240,18400,57.7,0.31,201,0,0,18600,57.7,0.31,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 07:52:16,01/22/2022 08:14:24,18300,197,18500,1,3.1,,,,,,,,,,,
2,,01/22/2022 08:14:24,01/22/2022 08:16:24,18500,201,18700,1,3.1,,,,,,,,,,,
3,,01/22/2022 08:16:24,01/22/2022 08:18:24,18400,201,18600,1,3.1,,,,,,,,,,,
4,,01/22/2022 08:18:24,01/22/2022 08:20:24,18400,201,18600,1,3.1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
A212,E20,Sample,01/22/2022 08:20:38,01/22/2022 08:48:46,38,False,True,False,240,26300,153,0.58,207,1,0.48,26500,153,0.58,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 08:20:38,01/22/2022 08:42:45,26000,203,26200,1,4.6,,,,,,,,,,,
2,,01/22/2022 08:42:45,01/22/2022 08:44:46,26200,206,26400,1,4.6,,,,,,,,,,,
3,,01/22/2022 08:44:46,01/22/2022 08:46:46,26300,207,26500,1,4.6,,,,,,,,,,,
4,,01/22/2022 08:46:46,01/22/2022 08:48:46,26500,208,26700,1,4.6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
A213,E20,Sample,01/22/2022 08:48:59,01/22/2022 09:17:09,39,False,True,False,240,25300,115,0.46,206,1.53,0.74,25500,115,0.45,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 08:48:59,01/22/2022 09:11:09,25000,202,25200,1,4.4,,,,,,,,,,,
2,,01/22/2022 09:11:09,01/22/2022 09:13:09,25200,204,25400,1,4.4,,,,,,,,,,,
3,,01/22/2022 09:13:09,01/22/2022 09:15:09,25400,206,25600,1,4.4,,,,,,,,,,,
4,,01/22/2022 09:15:09,01/22/2022 09:17:09,25200,207,25400,1,4.4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
A216,E20,Sample,01/22/2022 09:17:23,01/22/2022 09:45:33,40,False,True,False,240,19900,57.7,0.29,230,1.15,0.5,20100,57.7,0.29,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 09:17:23,01/22/2022 09:39:32,19800,226,20000,1,3.4,,,,,,,,,,,
2,,01/22/2022 09:39:32,01/22/2022 09:41:32,19800,229,20000,1,3.4,,,,,,,,,,,
3,,01/22/2022 09:41:32,01/22/2022 09:43:33,19900,231,20100,1,3.4,,,,,,,,,,,
4,,01/22/2022 09:43:33,01/22/2022 09:45:33,19900,231,20100,1,3.4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Blank,blk,Blank,01/22/2022 09:45:49,01/22/2022 10:13:57,41,False,True,False,240,164,4.04,2.46,79.8,7.37,9.24,244,11,4.51,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 09:45:49,01/22/2022 10:07:57,154,81.6,236,0.3,0,,,,,,,,,,,
2,,01/22/2022 10:07:57,01/22/2022 10:09:57,168,87.5,255,0.3,0,,,,,,,,,,,
3,,01/22/2022 10:09:57,01/22/2022 10:11:57,165,79.1,244,0.3,0,,,,,,,,,,,
4,,01/22/2022 10:11:57,01/22/2022 10:13:57,160,72.8,233,0.3,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
A218,E20,Sample,01/22/2022 10:14:11,01/22/2022 10:42:30,42,False,True,False,240,25900,153,0.59,201,1,0.5,26100,153,0.59,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 10:14:11,01/22/2022 10:36:30,25600,197,25800,1,4.6,,,,,,,,,,,
2,,01/22/2022 10:36:30,01/22/2022 10:38:29,25700,200,25900,1,4.6,,,,,,,,,,,
3,,01/22/2022 10:38:29,01/22/2022 10:40:29,26000,201,26200,1,4.6,,,,,,,,,,,
4,,01/22/2022 10:40:29,01/22/2022 10:42:30,25900,202,26100,1,4.6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
A220,E20,Sample,01/22/2022 10:42:43,01/22/2022 11:10:53,43,False,True,False,240,22200,57.7,0.26,203,1,0.49,22400,57.7,0.26,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 10:42:43,01/22/2022 11:04:53,22100,199,22300,1,3.8,,,,,,,,,,,
2,,01/22/2022 11:04:53,01/22/2022 11:06:53,22200,202,22400,1,3.8,,,,,,,,,,,
3,,01/22/2022 11:06:53,01/22/2022 11:08:53,22200,204,22400,1,3.8,,,,,,,,,,,
4,,01/22/2022 11:08:53,01/22/2022 11:10:53,22100,203,22300,1,3.8,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
A223,E20,Sample,01/22/2022 11:11:06,01/22/2022 11:39:14,44,False,True,False,240,29800,321,1.08,204,0.58,0.28,30000,321,1.07,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 11:11:06,01/22/2022 11:33:14,29100,200,29300,1,5.4,,,,,,,,,,,
2,,01/22/2022 11:33:14,01/22/2022 11:35:14,29900,203,30100,1,5.4,,,,,,,,,,,
3,,01/22/2022 11:35:14,01/22/2022 11:37:15,30000,204,30200,1,5.4,,,,,,,,,,,
4,,01/22/2022 11:37:15,01/22/2022 11:39:14,29400,204,29600,1,5.4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
A225,E20,Sample,01/22/2022 11:39:28,01/22/2022 12:07:39,45,False,True,False,240,23600,57.7,0.24,207,1,0.48,23800,57.7,0.24,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 11:39:28,01/22/2022 12:01:39,23400,203,23600,1,4,,,,,,,,,,,
2,,01/22/2022 12:01:39,01/22/2022 12:03:39,23600,207,23800,1,4,,,,,,,,,,,
3,,01/22/2022 12:03:39,01/22/2022 12:05:39,23500,206,23700,1,4,,,,,,,,,,,
4,,01/22/2022 12:05:39,01/22/2022 12:07:39,23600,208,23800,1,4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
A227,E20,Sample,01/22/2022 12:07:53,01/22/2022 12:36:02,46,False,True,False,240,31000,231,0.74,205,0.58,0.28,31200,231,0.74,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 12:07:53,01/22/2022 12:30:01,31200,202,31400,1,5.7,,,,,,,,,,,
2,,01/22/2022 12:30:01,01/22/2022 12:32:01,31300,205,31500,1,5.7,,,,,,,,,,,
3,,01/22/2022 12:32:01,01/22/2022 12:34:01,30900,205,31100,1,5.7,,,,,,,,,,,
4,,01/22/2022 12:34:01,01/22/2022 12:36:02,30900,206,31100,1,5.7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
A230,E20,Sample,01/22/2022 12:36:15,01/22/2022 13:04:26,47,False,True,False,240,27700,231,0.83,204,0.58,0.28,27900,231,0.83,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 12:36:15,01/22/2022 12:58:26,27400,200,27600,1,4.9,,,,,,,,,,,
2,,01/22/2022 12:58:26,01/22/2022 13:00:26,27800,203,28000,1,4.9,,,,,,,,,,,
3,,01/22/2022 13:00:26,01/22/2022 13:02:26,27800,204,28000,1,4.9,,,,,,,,,,,
4,,01/22/2022 13:02:26,01/22/2022 13:04:26,27400,204,27600,1,4.9,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
A232,E20,Sample,01/22/2022 13:04:39,01/22/2022 13:32:50,48,False,True,False,240,30200,173,0.57,203,0.58,0.28,30400,173,0.57,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 13:04:39,01/22/2022 13:26:49,29900,198,30100,1,5.4,,,,,,,,,,,
2,,01/22/2022 13:26:49,01/22/2022 13:28:49,30000,202,30200,1,5.4,,,,,,,,,,,
3,,01/22/2022 13:28:49,01/22/2022 13:30:50,30300,203,30500,1,5.4,,,,,,,,,,,
4,,01/22/2022 13:30:50,01/22/2022 13:32:50,30300,203,30500,1,5.4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
A234,E20,Sample,01/22/2022 13:33:03,01/22/2022 14:01:14,49,False,True,False,240,33800,289,0.85,201,0.58,0.29,34000,289,0.85,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 13:33:03,01/22/2022 13:55:14,33300,198,33500,1,6.6,,,,,,,,,,,
2,,01/22/2022 13:55:14,01/22/2022 13:57:14,33500,201,33700,1,6.6,,,,,,,,,,,
3,,01/22/2022 13:57:14,01/22/2022 13:59:14,34000,201,34200,1,6.6,,,,,,,,,,,
4,,01/22/2022 13:59:14,01/22/2022 14:01:14,34000,202,34200,1,6.6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
A237,E20,Sample,01/22/2022 14:01:28,01/22/2022 14:29:41,50,False,True,False,240,17900,57.7,0.32,197,1,0.51,18100,57.7,0.32,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 14:01:28,01/22/2022 14:23:41,17800,194,18000,1,3,,,,,,,,,,,
2,,01/22/2022 14:23:41,01/22/2022 14:25:40,17900,196,18100,1,3,,,,,,,,,,,
3,,01/22/2022 14:25:40,01/22/2022 14:27:41,17900,198,18100,1,3,,,,,,,,,,,
4,,01/22/2022 14:27:41,01/22/2022 14:29:41,17800,197,18000,1,3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
A239,E20,Sample,01/22/2022 14:29:58,01/22/2022 14:58:06,51,False,True,False,240,27100,153,0.56,202,1.53,0.76,27300,153,0.56,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 14:29:58,01/22/2022 14:52:06,26900,199,27100,1,4.8,,,,,,,,,,,
2,,01/22/2022 14:52:06,01/22/2022 14:54:06,26900,200,27100,1,4.8,,,,,,,,,,,
3,,01/22/2022 14:54:06,01/22/2022 14:56:06,27200,202,27400,1,4.8,,,,,,,,,,,
4,,01/22/2022 14:56:06,01/22/2022 14:58:06,27100,203,27300,1,4.8,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
A241,E20,Sample,01/22/2022 14:58:20,01/22/2022 15:26:30,52,False,True,False,240,19900,57.7,0.29,201,0.58,0.29,20100,57.7,0.29,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 14:58:20,01/22/2022 15:20:30,19800,198,20000,1,3.4,,,,,,,,,,,
2,,01/22/2022 15:20:30,01/22/2022 15:22:31,20000,201,20200,1,3.4,,,,,,,,,,,
3,,01/22/2022 15:22:31,01/22/2022 15:24:30,19900,201,20100,1,3.4,,,,,,,,,,,
4,,01/22/2022 15:24:30,01/22/2022 15:26:30,19900,202,20100,1,3.4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Blank,blk,Blank,01/22/2022 15:26:44,01/22/2022 15:54:52,53,False,True,False,240,167,1.15,0.69,81.2,5.16,6.35,249,6.11,2.46,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 15:26:44,01/22/2022 15:48:52,154,77.9,232,0.3,0,,,,,,,,,,,
2,,01/22/2022 15:48:52,01/22/2022 15:50:52,168,86.2,254,0.3,0,,,,,,,,,,,
3,,01/22/2022 15:50:52,01/22/2022 15:52:52,168,81.6,250,0.3,0,,,,,,,,,,,
4,,01/22/2022 15:52:52,01/22/2022 15:54:52,166,75.9,242,0.3,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B143,E20,Sample,01/22/2022 15:55:06,01/22/2022 16:23:24,54,False,True,False,240,7550,30.6,0.4,258,2.52,0.97,7810,30.6,0.39,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 15:55:06,01/22/2022 16:17:24,7540,263,7800,1,1.5,,,,,,,,,,,
2,,01/22/2022 16:17:24,01/22/2022 16:19:24,7560,261,7820,1,1.5,,,,,,,,,,,
3,,01/22/2022 16:19:24,01/22/2022 16:21:25,7580,258,7840,1,1.5,,,,,,,,,,,
4,,01/22/2022 16:21:25,01/22/2022 16:23:24,7520,256,7780,1,1.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B146,E20,Sample,01/22/2022 16:23:38,01/22/2022 16:51:43,55,False,True,False,240,8320,23.1,0.28,210,0.58,0.27,8530,23.1,0.27,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 16:23:38,01/22/2022 16:45:43,8300,209,8510,1,1.6,,,,,,,,,,,
2,,01/22/2022 16:45:43,01/22/2022 16:47:43,8290,210,8500,1,1.6,,,,,,,,,,,
3,,01/22/2022 16:47:43,01/22/2022 16:49:43,8330,210,8540,1,1.6,,,,,,,,,,,
4,,01/22/2022 16:49:43,01/22/2022 16:51:43,8330,211,8540,1,1.6,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B148,E20,Sample,01/22/2022 16:51:57,01/22/2022 17:20:03,56,False,True,False,240,7290,11.5,0.16,209,1.15,0.55,7500,11.5,0.15,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 16:51:57,01/22/2022 17:14:02,7220,206,7430,1,1.4,,,,,,,,,,,
2,,01/22/2022 17:14:02,01/22/2022 17:16:02,7300,208,7510,1,1.4,,,,,,,,,,,
3,,01/22/2022 17:16:02,01/22/2022 17:18:02,7280,208,7490,1,1.4,,,,,,,,,,,
4,,01/22/2022 17:18:02,01/22/2022 17:20:03,7280,210,7490,1,1.4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B150,E20,Sample,01/22/2022 17:20:16,01/22/2022 17:48:21,57,False,True,False,240,29100,57.7,0.2,198,1.15,0.58,29300,57.7,0.2,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 17:20:16,01/22/2022 17:42:21,28900,195,29100,1,5,,,,,,,,,,,
2,,01/22/2022 17:42:21,01/22/2022 17:44:21,29100,197,29300,1,5,,,,,,,,,,,
3,,01/22/2022 17:44:21,01/22/2022 17:46:21,29100,199,29300,1,5,,,,,,,,,,,
4,,01/22/2022 17:46:21,01/22/2022 17:48:21,29000,199,29200,1,5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B153,E20,Sample,01/22/2022 17:48:34,01/22/2022 18:16:44,58,False,True,False,240,9400,5.77,0.06,216,1,0.46,9620,5.77,0.06,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 17:48:34,01/22/2022 18:10:44,9300,213,9510,1,1.8,,,,,,,,,,,
2,,01/22/2022 18:10:44,01/22/2022 18:12:44,9400,215,9620,1,1.8,,,,,,,,,,,
3,,01/22/2022 18:12:44,01/22/2022 18:14:44,9390,216,9610,1,1.8,,,,,,,,,,,
4,,01/22/2022 18:14:44,01/22/2022 18:16:44,9400,217,9620,1,1.8,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B155,E20,Sample,01/22/2022 18:16:58,01/22/2022 18:45:04,59,False,True,False,240,10100,< 0.03,< 0.03,208,0.58,0.28,10300,0,0,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 18:16:58,01/22/2022 18:39:04,9990,206,10200,1,1.9,,,,,,,,,,,
2,,01/22/2022 18:39:04,01/22/2022 18:41:04,10100,208,10300,1,1.9,,,,,,,,,,,
3,,01/22/2022 18:41:04,01/22/2022 18:43:04,10100,208,10300,1,1.9,,,,,,,,,,,
4,,01/22/2022 18:43:04,01/22/2022 18:45:04,10100,209,10300,1,1.9,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B157,E20,Sample,01/22/2022 18:45:18,01/22/2022 19:13:24,60,False,True,False,240,8830,30.6,0.35,251,2,0.8,9080,30.6,0.34,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 18:45:18,01/22/2022 19:07:24,8780,252,9030,1,1.7,,,,,,,,,,,
2,,01/22/2022 19:07:24,01/22/2022 19:09:24,8840,251,9090,1,1.7,,,,,,,,,,,
3,,01/22/2022 19:09:24,01/22/2022 19:11:24,8800,249,9050,1,1.7,,,,,,,,,,,
4,,01/22/2022 19:11:24,01/22/2022 19:13:24,8860,253,9110,1,1.7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B160,E20,Sample,01/22/2022 19:13:40,01/22/2022 19:41:46,61,False,True,False,240,8800,20,0.23,218,0.58,0.27,9020,20,0.22,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 19:13:40,01/22/2022 19:35:46,8790,216,9010,1,1.7,,,,,,,,,,,
2,,01/22/2022 19:35:46,01/22/2022 19:37:46,8820,218,9040,1,1.7,,,,,,,,,,,
3,,01/22/2022 19:37:46,01/22/2022 19:39:46,8780,217,9000,1,1.7,,,,,,,,,,,
4,,01/22/2022 19:39:46,01/22/2022 19:41:46,8800,218,9020,1,1.7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B162,E20,Sample,01/22/2022 19:42:00,01/22/2022 20:10:05,62,False,True,False,240,9070,46.2,0.51,250,1.15,0.46,9320,46.2,0.5,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 19:42:00,01/22/2022 20:04:05,8970,251,9220,1,1.8,,,,,,,,,,,
2,,01/22/2022 20:04:05,01/22/2022 20:06:05,9120,251,9370,1,1.8,,,,,,,,,,,
3,,01/22/2022 20:06:05,01/22/2022 20:08:05,9040,249,9290,1,1.8,,,,,,,,,,,
4,,01/22/2022 20:08:05,01/22/2022 20:10:05,9040,251,9290,1,1.8,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B164,E20,Sample,01/22/2022 20:10:19,01/22/2022 20:38:24,63,False,True,False,240,7900,56.9,0.72,225,0.58,0.26,8120,52.9,0.65,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 20:10:19,01/22/2022 20:32:24,7820,226,8050,1,1.5,,,,,,,,,,,
2,,01/22/2022 20:32:24,01/22/2022 20:34:25,7850,226,8080,1,1.5,,,,,,,,,,,
3,,01/22/2022 20:34:25,01/22/2022 20:36:25,7960,225,8180,1,1.5,,,,,,,,,,,
4,,01/22/2022 20:36:25,01/22/2022 20:38:24,7880,225,8100,1,1.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B167,E20,Sample,01/22/2022 20:38:38,01/22/2022 21:06:44,64,False,True,False,240,9480,15.3,0.16,216,0.58,0.27,9700,10,0.1,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 20:38:38,01/22/2022 21:00:44,9440,213,9650,1,1.8,,,,,,,,,,,
2,,01/22/2022 21:00:44,01/22/2022 21:02:44,9500,215,9710,1,1.8,,,,,,,,,,,
3,,01/22/2022 21:02:44,01/22/2022 21:04:44,9480,216,9700,1,1.8,,,,,,,,,,,
4,,01/22/2022 21:04:44,01/22/2022 21:06:44,9470,216,9690,1,1.8,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B169,E20,Sample,01/22/2022 21:06:57,01/22/2022 21:35:03,65,False,True,False,240,9050,17.3,0.19,221,0,0,9270,17.3,0.19,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 21:06:57,01/22/2022 21:29:03,8970,221,9190,1,1.8,,,,,,,,,,,
2,,01/22/2022 21:29:03,01/22/2022 21:31:03,9040,221,9260,1,1.8,,,,,,,,,,,
3,,01/22/2022 21:31:03,01/22/2022 21:33:03,9070,221,9290,1,1.8,,,,,,,,,,,
4,,01/22/2022 21:33:03,01/22/2022 21:35:03,9040,221,9260,1,1.8,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Blank,blk,Blank,01/22/2022 21:35:17,01/22/2022 22:03:22,66,False,True,False,240,249,11.5,4.63,83.7,5.06,6.04,333,16.5,4.96,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 21:35:17,01/22/2022 21:57:22,243,87.7,331,0.3,0,,,,,,,,,,,
2,,01/22/2022 21:57:22,01/22/2022 21:59:22,260,88.9,349,0.3,0,,,,,,,,,,,
3,,01/22/2022 21:59:22,01/22/2022 22:01:22,250,83.4,333,0.3,0,,,,,,,,,,,
4,,01/22/2022 22:01:22,01/22/2022 22:03:22,237,78.8,316,0.3,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B171,E20,Sample,01/22/2022 22:03:35,01/22/2022 22:31:53,67,False,True,False,240,9000,15.3,0.17,956,22.6,2.37,9950,17.3,0.17,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 22:03:35,01/22/2022 22:25:53,8970,1010,9980,1,1.7,,,,,,,,,,,
2,,01/22/2022 22:25:53,01/22/2022 22:27:53,8980,980,9960,1,1.7,,,,,,,,,,,
3,,01/22/2022 22:27:53,01/22/2022 22:29:54,9010,953,9960,1,1.7,,,,,,,,,,,
4,,01/22/2022 22:29:54,01/22/2022 22:31:53,9000,935,9930,1,1.7,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B174,E20,Sample,01/22/2022 22:32:07,01/22/2022 23:00:12,68,False,True,False,240,10000,< 0.03,< 0.03,478,7.21,1.51,10500,0,0,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 22:32:07,01/22/2022 22:54:12,10000,504,10500,1,1.9,,,,,,,,,,,
2,,01/22/2022 22:54:12,01/22/2022 22:56:12,10000,484,10500,1,1.9,,,,,,,,,,,
3,,01/22/2022 22:56:12,01/22/2022 22:58:12,10000,470,10500,1,1.9,,,,,,,,,,,
4,,01/22/2022 22:58:12,01/22/2022 23:00:12,10000,480,10500,1,1.9,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B175,E20,Sample,01/22/2022 23:00:25,01/22/2022 23:28:31,69,False,True,False,240,25400,57.7,0.23,203,0.58,0.28,25600,57.7,0.23,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 23:00:25,01/22/2022 23:22:31,25400,200,25600,1,4.5,,,,,,,,,,,
2,,01/22/2022 23:22:31,01/22/2022 23:24:31,25300,203,25500,1,4.5,,,,,,,,,,,
3,,01/22/2022 23:24:31,01/22/2022 23:26:31,25400,202,25600,1,4.5,,,,,,,,,,,
4,,01/22/2022 23:26:31,01/22/2022 23:28:31,25400,203,25600,1,4.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
B176,E20,Sample,01/22/2022 23:28:45,01/22/2022 23:56:55,70,False,True,False,240,26600,153,0.57,202,1,0.5,26800,153,0.57,
Rep #,Rejected,Start Time,End Time,TOC (ppb),IC (ppb),TC (ppb),Acid Rate (?L/min),Oxid Rate (?L/min),,,,,,,,,,,
1,,01/22/2022 23:28:45,01/22/2022 23:50:55,26400,200,26600,1,4.8,,,,,,,,,,,
2,,01/22/2022 23:50:55,01/22/2022 23:52:55,26600,201,26800,1,4.8,,,,,,,,,,,
3,,01/22/2022 23:52:55,01/22/2022 23:54:55,26500,202,26700,1,4.8,,,,,,,,,,,
4,,01/22/2022 23:54:55,01/22/2022 23:56:55,26800,203,27000,1,4.8,,,,,,,,,,,
